cell_id,condition,number_of_trials,pre_stim_integral_mean,post_stim_integral_mean,p-value_on_integrals,direction_of_effect_on_integrals,pre_stim_mean_all,post_stim_mean_all,p-value_on_means,direction_of_effect_on_means,foldername,integral_change_magnitude,mean_change_magnitude
C068,fa,194,-1.3877786111368262,3.716785741253696,0.008176425997476831,1.0,-0.04764077300908296,0.1257590173748118,0.008712520749023463,1.0,2018.06.14_M332849_DoC_day23,5.104564352390522,0.17339979038389475
C068,cr,72,-1.3877786111368262,-5.556911665037879,0.09708865231733621,-1.0,-0.04764077300908296,-0.1912841610139574,0.09603973922338915,-1.0,2018.06.14_M332849_DoC_day23,-4.169133053901053,-0.14364338800487444
C069,hit,52,-3.8447028089149526,-7.144091716377095,0.058271681804775294,-1.0,-0.1322532107478328,-0.24437719643283293,0.05975731020146767,-1.0,2018.06.14_M332849_DoC_day23,-3.2993889074621423,-0.11212398568500012
C069,miss,67,-3.8447028089149526,-2.377746559994736,0.3412866097977082,1.0,-0.1322532107478328,-0.07845280139630928,0.3083692783843469,1.0,2018.06.14_M332849_DoC_day23,1.4669562489202166,0.053800409351523526
C069,fa,194,-3.8447028089149526,17.225249676914125,1.1477531785256707e-22,1.0,-0.1322532107478328,0.5743838370670933,2.679429417866522e-22,1.0,2018.06.14_M332849_DoC_day23,21.069952485829077,0.7066370478149261
C069,cr,72,-3.8447028089149526,-0.5917344889719814,0.03900551333060999,1.0,-0.1322532107478328,-0.020108646682366314,0.03767325838466241,1.0,2018.06.14_M332849_DoC_day23,3.2529683199429713,0.1121445640654665
C071,hit,52,6.511967539356924,-11.885994752325521,4.272239127619948e-06,-1.0,0.2217570544342217,-0.40695207543106704,4.6741988706564366e-06,-1.0,2018.06.14_M332849_DoC_day23,-18.397962291682447,-0.6287091298652887
C071,miss,67,6.511967539356924,-0.7599193275512173,0.04893012834129794,-1.0,0.2217570544342217,-0.028505371114741773,0.048223663752337144,-1.0,2018.06.14_M332849_DoC_day23,-7.271886866908141,-0.2502624255489635
C071,fa,194,6.511967539356924,-6.570454319617122,2.04504038807319e-09,-1.0,0.2217570544342217,-0.21825311055201999,4.455371560267764e-09,-1.0,2018.06.14_M332849_DoC_day23,-13.082421858974046,-0.4400101649862417
C071,cr,72,6.511967539356924,-3.9829556599275504,0.002713879729096376,-1.0,0.2217570544342217,-0.13672767377187806,0.002840983063065063,-1.0,2018.06.14_M332849_DoC_day23,-10.494923199284475,-0.3584847282060998
C072,hit,52,0.3257176135154241,7.301582833653701,0.003270584798326205,1.0,0.011437718520788842,0.2398841993572132,0.004889803385117784,1.0,2018.06.14_M332849_DoC_day23,6.975865220138277,0.22844648083642435
C072,miss,67,0.3257176135154241,0.13666044372858235,0.9283322748362975,-1.0,0.011437718520788842,0.001666579535603809,0.8920549826265171,-1.0,2018.06.14_M332849_DoC_day23,-0.18905716978684176,-0.009771138985185033
C072,fa,194,0.3257176135154241,0.9693352361467513,0.6937023534863549,1.0,0.011437718520788842,0.03202941682585056,0.7119954201984777,1.0,2018.06.14_M332849_DoC_day23,0.6436176226313273,0.020591698305061717
C072,cr,72,0.3257176135154241,2.8270808666877194,0.2708411990353323,1.0,0.011437718520788842,0.09445280342981156,0.28618205787099377,1.0,2018.06.14_M332849_DoC_day23,2.501363253172295,0.08301508490902272
C073,hit,52,4.137331626410772,-9.968063968650567,0.00021390873918633436,-1.0,0.14066930047070422,-0.33826754628457667,0.00023905811847681064,-1.0,2018.06.14_M332849_DoC_day23,-14.105395595061339,-0.4789368467552809
C073,miss,67,4.137331626410772,-7.756871889612616,0.0004421413825669298,-1.0,0.14066930047070422,-0.2660663778287499,0.00044602375882142766,-1.0,2018.06.14_M332849_DoC_day23,-11.894203516023389,-0.4067356782994541
C073,fa,194,4.137331626410772,-2.6732219702354185,0.0015199245899447955,-1.0,0.14066930047070422,-0.08040389700987134,0.002707385122184305,-1.0,2018.06.14_M332849_DoC_day23,-6.810553596646191,-0.22107319748057558
C073,cr,72,4.137331626410772,-6.336720626397581,0.0016021131764976913,-1.0,0.14066930047070422,-0.21823234517959156,0.0015744978562043652,-1.0,2018.06.14_M332849_DoC_day23,-10.474052252808352,-0.3589016456502958
C074,hit,52,1.4426073139772368,4.9282692017226815,0.3405959724689088,1.0,0.05189767196261345,0.16638936836260126,0.3614774712292591,1.0,2018.06.14_M332849_DoC_day23,3.4856618877454446,0.11449169639998782
C074,miss,67,1.4426073139772368,0.02471658821730468,0.6641019593864157,-1.0,0.05189767196261345,0.0007665342753775825,0.6482111343270678,-1.0,2018.06.14_M332849_DoC_day23,-1.4178907257599322,-0.051131137687235866
C074,fa,194,1.4426073139772368,10.28217717989788,8.692287603724424e-05,1.0,0.05189767196261345,0.3490383366728119,0.0001184019452270375,1.0,2018.06.14_M332849_DoC_day23,8.839569865920645,0.29714066471019845
C074,cr,72,1.4426073139772368,-1.6438968528466442,0.3186844867344262,-1.0,0.05189767196261345,-0.05362496896713497,0.3209298291062043,-1.0,2018.06.14_M332849_DoC_day23,-3.086504166823881,-0.10552264092974842
C075,hit,52,-1.7401925067314672,-10.831970269779807,0.004993029624484543,-1.0,-0.059174242569440094,-0.3722626750927801,0.004851219170721334,-1.0,2018.06.14_M332849_DoC_day23,-9.09177776304834,-0.31308843252334
C075,miss,67,-1.7401925067314672,-3.8870410585819974,0.4647194257178715,-1.0,-0.059174242569440094,-0.13411816592282236,0.4570136660248528,-1.0,2018.06.14_M332849_DoC_day23,-2.14684855185053,-0.07494392335338226
C075,fa,194,-1.7401925067314672,3.8338897036855832,0.006753311396063512,1.0,-0.059174242569440094,0.13031365325579564,0.007206906233504279,1.0,2018.06.14_M332849_DoC_day23,5.574082210417051,0.18948789582523573
C075,cr,72,-1.7401925067314672,-5.294036162817341,0.21372043909026603,-1.0,-0.059174242569440094,-0.1816154276097229,0.2121951896587289,-1.0,2018.06.14_M332849_DoC_day23,-3.553843656085874,-0.12244118504028281
C076,hit,52,-1.6204454211388377,-11.18445529046135,0.0022806906047176255,-1.0,-0.05562989455695396,-0.3812360614588882,0.0024194787530309636,-1.0,2018.06.14_M332849_DoC_day23,-9.564009869322513,-0.3256061669019343
C076,miss,67,-1.6204454211388377,-3.3408802402476234,0.5406272811541236,-1.0,-0.05562989455695396,-0.11462850829535526,0.5401671789817792,-1.0,2018.06.14_M332849_DoC_day23,-1.7204348191087857,-0.0589986137384013
C076,fa,194,-1.6204454211388377,5.790742656177026,0.0005997821147891338,1.0,-0.05562989455695396,0.19905488148027142,0.0005713723045470908,1.0,2018.06.14_M332849_DoC_day23,7.411188077315864,0.2546847760372254
C076,cr,72,-1.6204454211388377,-7.029013893006576,0.04617052615213614,-1.0,-0.05562989455695396,-0.24230761176074708,0.04438126586844114,-1.0,2018.06.14_M332849_DoC_day23,-5.4085684718677385,-0.18667771720379311
C082,hit,52,-1.2343769024590492,-0.6480339279117648,0.7063879284710295,1.0,-0.04171557778683588,-0.022859911685440486,0.7228620448213798,1.0,2018.06.14_M332849_DoC_day23,0.5863429745472843,0.018855666101395392
C082,miss,67,-1.2343769024590492,0.7723305309409735,0.09547820368147564,1.0,-0.04171557778683588,0.02539265852006397,0.10474292851271617,1.0,2018.06.14_M332849_DoC_day23,2.0067074334000226,0.06710823630689985
C082,fa,194,-1.2343769024590492,6.036985295087662,1.0301075776934571e-05,1.0,-0.04171557778683588,0.1974020318998698,1.6645974910171188e-05,1.0,2018.06.14_M332849_DoC_day23,7.271362197546711,0.23911760968670567
C082,cr,72,-1.2343769024590492,-2.007162019215445,0.504942735084458,-1.0,-0.04171557778683588,-0.07030151413358457,0.4729550191145878,-1.0,2018.06.14_M332849_DoC_day23,-0.7727851167563957,-0.02858593634674869
C083,hit,52,-1.6641056035333197,9.393017914447558,4.060860324891866e-05,1.0,-0.058214871826941565,0.30727477910717405,6.560087401799448e-05,1.0,2018.06.14_M332849_DoC_day23,11.057123517980878,0.3654896509341156
C083,miss,67,-1.6641056035333197,-4.653729780932287,0.17443100005592144,-1.0,-0.058214871826941565,-0.15952155108466096,0.17662686653672252,-1.0,2018.06.14_M332849_DoC_day23,-2.9896241773989676,-0.10130667925771938
C083,fa,194,-1.6641056035333197,-1.7893112452222308,0.9288548352353121,-1.0,-0.058214871826941565,-0.06073817871277562,0.9578979595827736,-1.0,2018.06.14_M332849_DoC_day23,-0.12520564168891113,-0.002523306885834055
C083,cr,72,-1.6641056035333197,-4.276921498735772,0.24623344215328305,-1.0,-0.058214871826941565,-0.14734382869262844,0.24488051234901317,-1.0,2018.06.14_M332849_DoC_day23,-2.612815895202453,-0.08912895686568686
C086,hit,52,-4.260769714400585,49.61810381421189,3.194718608455041e-53,1.0,-0.1474224888939493,1.6834882151674009,6.166485879427391e-53,1.0,2018.06.14_M332849_DoC_day23,53.87887352861247,1.8309107040613501
C086,miss,67,-4.260769714400585,-2.2908619010868274,0.19171546711182286,1.0,-0.1474224888939493,-0.07869089954942021,0.1861350117380838,1.0,2018.06.14_M332849_DoC_day23,1.9699078133137573,0.06873158934452908
C086,fa,194,-4.260769714400585,-0.10003783459144472,0.003273918096611269,1.0,-0.1474224888939493,-0.00889078916512899,0.004153709027689949,1.0,2018.06.14_M332849_DoC_day23,4.16073187980914,0.1385316997288203
C086,cr,72,-4.260769714400585,-5.524177189694909,0.40371460086790034,-1.0,-0.1474224888939493,-0.19106437684655025,0.40245974974624865,-1.0,2018.06.14_M332849_DoC_day23,-1.2634074752943238,-0.04364188795260096
C087,hit,52,1.03999388722874,-12.90566684808089,1.6332290656245887e-06,-1.0,0.033299449824571774,-0.4433358317331396,1.658224428832709e-06,-1.0,2018.06.14_M332849_DoC_day23,-13.945660735309628,-0.4766352815577114
C087,miss,67,1.03999388722874,4.231699611400518,0.24120203782026228,1.0,0.033299449824571774,0.14771702525321517,0.2196437297241067,1.0,2018.06.14_M332849_DoC_day23,3.1917057241717774,0.11441757542864339
C087,fa,194,1.03999388722874,7.147334327777109,0.0007099969897633587,1.0,0.033299449824571774,0.23589181007961574,0.0009491319887264281,1.0,2018.06.14_M332849_DoC_day23,6.107340440548369,0.20259236025504396
C087,cr,72,1.03999388722874,3.4630121554409983,0.3628551780998066,1.0,0.033299449824571774,0.11509213412363407,0.36895189446011745,1.0,2018.06.14_M332849_DoC_day23,2.4230182682122585,0.08179268429906231
C088,hit,52,0.9493039448092224,3.4403065596122584,0.21442185916911868,1.0,0.032156091041591194,0.11185248430258038,0.24410316170455468,1.0,2018.06.14_M332849_DoC_day23,2.491002614803036,0.07969639326098918
C088,miss,67,0.9493039448092224,-1.8918953271729266,0.09173920749077254,-1.0,0.032156091041591194,-0.06575511124758021,0.08833230771492885,-1.0,2018.06.14_M332849_DoC_day23,-2.8411992719821493,-0.09791120228917141
C088,fa,194,0.9493039448092224,1.1592485540243125,0.871259032317685,1.0,0.032156091041591194,0.03960030469283534,0.8663413880792,1.0,2018.06.14_M332849_DoC_day23,0.20994460921509006,0.007444213651244147
C088,cr,72,0.9493039448092224,1.089326860770494,0.9393421042998666,1.0,0.032156091041591194,0.034828410500604735,0.9659649827079217,1.0,2018.06.14_M332849_DoC_day23,0.1400229159612716,0.002672319459013542
C089,hit,52,-1.8033777347143947,-8.187337871994277,0.008656159029861155,-1.0,-0.06307373074690496,-0.2806126564226709,0.009149184033433636,-1.0,2018.06.14_M332849_DoC_day23,-6.383960137279883,-0.21753892567576594
C089,miss,67,-1.8033777347143947,-6.096492228860072,0.04515773086283625,-1.0,-0.06307373074690496,-0.2111155300292658,0.04410885184363338,-1.0,2018.06.14_M332849_DoC_day23,-4.293114494145677,-0.14804179928236083
C089,fa,194,-1.8033777347143947,-5.374372766281493,0.006278823028728201,-1.0,-0.06307373074690496,-0.18206266858211165,0.008013873185920495,-1.0,2018.06.14_M332849_DoC_day23,-3.570995031567098,-0.11898893783520668
C089,cr,72,-1.8033777347143947,-6.141508279732172,0.03691762235286498,-1.0,-0.06307373074690496,-0.21388288722685525,0.03451026605087168,-1.0,2018.06.14_M332849_DoC_day23,-4.338130545017777,-0.1508091564799503
C090,hit,52,-2.803795485526896,-1.0618003820095478,0.4103809022817443,1.0,-0.09530891680309206,-0.032308485277674485,0.38535469191331695,1.0,2018.06.14_M332849_DoC_day23,1.7419951035173482,0.06300043152541757
C090,miss,67,-2.803795485526896,-2.383074994993587,0.8344310433546838,1.0,-0.09530891680309206,-0.07942327205649406,0.8176184637461397,1.0,2018.06.14_M332849_DoC_day23,0.42072049053330884,0.015885644746597996
C090,fa,194,-2.803795485526896,-0.7490159112159646,0.15916945087418533,1.0,-0.09530891680309206,-0.02504905258486683,0.15955418126661197,1.0,2018.06.14_M332849_DoC_day23,2.0547795743109316,0.07025986421822522
C090,cr,72,-2.803795485526896,-2.5383180715925127,0.886699613076866,1.0,-0.09530891680309206,-0.08719592601738971,0.8988666583296083,1.0,2018.06.14_M332849_DoC_day23,0.2654774139343834,0.008112990785702351
C091,hit,52,4.299061521866464,9.560412323039419,0.11752612914325818,1.0,0.14422639480134672,0.3131986070089269,0.13991914850466952,1.0,2018.06.14_M332849_DoC_day23,5.261350801172955,0.16897221220758016
C091,miss,67,4.299061521866464,-3.382743305731116,0.008164382283985487,-1.0,0.14422639480134672,-0.11759451600831076,0.00811883208104053,-1.0,2018.06.14_M332849_DoC_day23,-7.681804827597579,-0.26182091080965747
C091,fa,194,4.299061521866464,-0.7927227915406976,0.008819103708046212,-1.0,0.14422639480134672,-0.025884714121138,0.0102506628809884,-1.0,2018.06.14_M332849_DoC_day23,-5.091784313407161,-0.1701111089224847
C091,cr,72,4.299061521866464,-1.68715780176044,0.03728417135708979,-1.0,0.14422639480134672,-0.05769207115393566,0.03916632812859926,-1.0,2018.06.14_M332849_DoC_day23,-5.986219323626904,-0.20191846595528237
C092,hit,52,4.240166184597977,-5.227489028139275,0.01714143233705872,-1.0,0.145417681776375,-0.17041135503541438,0.02036262916777265,-1.0,2018.06.14_M332849_DoC_day23,-9.467655212737252,-0.3158290368117894
C092,miss,67,4.240166184597977,3.342504748442184,0.806482456298951,-1.0,0.145417681776375,0.11361313762507114,0.8000412843140833,-1.0,2018.06.14_M332849_DoC_day23,-0.8976614361557931,-0.031804544151303876
C092,fa,194,4.240166184597977,2.072995674383974,0.3696413574258366,-1.0,0.145417681776375,0.07283436045302025,0.38091740656459705,-1.0,2018.06.14_M332849_DoC_day23,-2.167170510214003,-0.07258332132335477
C092,cr,72,4.240166184597977,-1.7807921699811846,0.08724848335901221,-1.0,0.145417681776375,-0.061770518393097655,0.08589878244113161,-1.0,2018.06.14_M332849_DoC_day23,-6.020958354579162,-0.20718820016947267
C093,hit,52,0.012523937141020255,-13.104627479965897,5.3787070195624216e-17,-1.0,-0.0006946792416590332,-0.452117295838183,5.4398159720513156e-17,-1.0,2018.06.14_M332849_DoC_day23,-13.117151417106918,-0.45142261659652394
C093,miss,67,0.012523937141020255,1.2036916256703132,0.4440576285213159,1.0,-0.0006946792416590332,0.04169082029855289,0.42952740195996986,1.0,2018.06.14_M332849_DoC_day23,1.191167688529293,0.042385499540211924
C093,fa,194,0.012523937141020255,10.266355118449402,1.5301013256053936e-09,1.0,-0.0006946792416590332,0.3433842983419013,2.1739122395552056e-09,1.0,2018.06.14_M332849_DoC_day23,10.253831181308382,0.3440789775835604
C093,cr,72,0.012523937141020255,-0.9988377226156303,0.44674596221090557,-1.0,-0.0006946792416590332,-0.03492679459636998,0.4539236770092362,-1.0,2018.06.14_M332849_DoC_day23,-1.0113616597566506,-0.03423211535471095
C094,hit,52,2.2032648415897023,-9.072713288465641,0.0006750394651265913,-1.0,0.0730492290277208,-0.3072672073585909,0.000697833148243634,-1.0,2018.06.14_M332849_DoC_day23,-11.275978130055343,-0.38031643638631174
C094,miss,67,2.2032648415897023,-0.07201564909737426,0.4325409097716919,-1.0,0.0730492290277208,-0.002706054968623445,0.439480805698772,-1.0,2018.06.14_M332849_DoC_day23,-2.2752804906870767,-0.07575528399634425
C094,fa,194,2.2032648415897023,-2.700427069877503,0.008282926643613376,-1.0,0.0730492290277208,-0.09398334338724189,0.007926415903308996,-1.0,2018.06.14_M332849_DoC_day23,-4.903691911467205,-0.1670325724149627
C094,cr,72,2.2032648415897023,6.265014558133322,0.23738563799423223,1.0,0.0730492290277208,0.21814295614279278,0.2153539080829852,1.0,2018.06.14_M332849_DoC_day23,4.06174971654362,0.14509372711507196
C096,hit,52,-0.558461671305862,-7.2458228256168935,0.03459789745543312,-1.0,-0.01810209586873455,-0.2448804521001612,0.037373342234168806,-1.0,2018.06.14_M332849_DoC_day23,-6.687361154311032,-0.22677835623142667
C096,miss,67,-0.558461671305862,-2.884051185483238,0.40623216584563804,-1.0,-0.01810209586873455,-0.09927566278423447,0.3995606277053656,-1.0,2018.06.14_M332849_DoC_day23,-2.325589514177376,-0.08117356691549991
C096,fa,194,-0.558461671305862,3.9543133381651456,0.028039097892130372,1.0,-0.01810209586873455,0.1346696257156926,0.030330668512016903,1.0,2018.06.14_M332849_DoC_day23,4.5127750094710075,0.15277172158442714
C096,cr,72,-0.558461671305862,-1.5952232772885022,0.7102665730518894,-1.0,-0.01810209586873455,-0.05423085774759873,0.7066294854156094,-1.0,2018.06.14_M332849_DoC_day23,-1.0367616059826403,-0.036128761878864185
C097,hit,52,4.457072179965649,0.557893543176393,0.24704047378485666,-1.0,0.1543119428620839,0.024502706263849403,0.26075355041252607,-1.0,2018.06.14_M332849_DoC_day23,-3.899178636789256,-0.1298092365982345
C097,miss,67,4.457072179965649,0.6993007183308015,0.21695061443979513,-1.0,0.1543119428620839,0.02190429529561594,0.20394978066939493,-1.0,2018.06.14_M332849_DoC_day23,-3.757771461634847,-0.13240764756646797
C097,fa,194,4.457072179965649,-4.207876134658774,1.8069805618722458e-05,-1.0,0.1543119428620839,-0.13627978677899,2.6562428292971832e-05,-1.0,2018.06.14_M332849_DoC_day23,-8.664948314624421,-0.29059172964107394
C097,cr,72,4.457072179965649,1.5005566397401107,0.3183622297267967,-1.0,0.1543119428620839,0.05080146617300968,0.3078992173965309,-1.0,2018.06.14_M332849_DoC_day23,-2.956515540225538,-0.10351047668907423
C098,hit,52,2.926085288988087,-8.681583833089519,0.0019582226786256725,-1.0,0.10088937898612822,-0.2929205715614365,0.002214979754092251,-1.0,2018.06.14_M332849_DoC_day23,-11.607669122077606,-0.39380995054756474
C098,miss,67,2.926085288988087,-6.300790677100878,0.005468143896081574,-1.0,0.10088937898612822,-0.2163631395493242,0.005388005843001974,-1.0,2018.06.14_M332849_DoC_day23,-9.226875966088965,-0.31725251853545244
C098,fa,194,2.926085288988087,-9.104403047907626,7.64231257313209e-09,-1.0,0.10088937898612822,-0.30488612296206974,1.3954206326503406e-08,-1.0,2018.06.14_M332849_DoC_day23,-12.030488336895713,-0.40577550194819795
C098,cr,72,2.926085288988087,-4.75122639221005,0.019658425547570076,-1.0,0.10088937898612822,-0.16316510864348294,0.019414566793689147,-1.0,2018.06.14_M332849_DoC_day23,-7.6773116811981374,-0.26405448762961115
C099,hit,52,-2.815546591723922,7.478451147914437,0.00016900075896665487,1.0,-0.09780391967126972,0.25391584735882156,0.0001525893956797568,1.0,2018.06.14_M332849_DoC_day23,10.293997739638359,0.3517197670300913
C099,miss,67,-2.815546591723922,-2.126958989893379,0.7811867824328236,1.0,-0.09780391967126972,-0.07235540793692288,0.7627343282732841,1.0,2018.06.14_M332849_DoC_day23,0.6885876018305432,0.02544851173434684
C099,fa,194,-2.815546591723922,-0.5065781114046977,0.11786426135011056,1.0,-0.09780391967126972,-0.02015258584196316,0.12153113752097124,1.0,2018.06.14_M332849_DoC_day23,2.3089684803192245,0.07765133382930656
C099,cr,72,-2.815546591723922,-1.5549773313225332,0.6066517889986154,1.0,-0.09780391967126972,-0.05040356554992318,0.568964343410593,1.0,2018.06.14_M332849_DoC_day23,1.260569260401389,0.04740035412134654
C100,hit,52,-2.282275788041145,11.861623747030837,8.649367238587567e-09,1.0,-0.07982168469687174,0.396627890135919,1.331543571338918e-08,1.0,2018.06.14_M332849_DoC_day23,14.143899535071982,0.4764495748327907
C100,miss,67,-2.282275788041145,-1.6902052484756382,0.7818603792478973,1.0,-0.07982168469687174,-0.058349169399349234,0.7688055490646848,1.0,2018.06.14_M332849_DoC_day23,0.5920705395655068,0.02147251529752251
C100,fa,194,-2.282275788041145,8.142439814736989,7.573568198982343e-14,1.0,-0.07982168469687174,0.26907903707917985,2.0798524493517032e-13,1.0,2018.06.14_M332849_DoC_day23,10.424715602778134,0.3489007217760516
C100,cr,72,-2.282275788041145,-3.1121448456303593,0.7159796470427281,-1.0,-0.07982168469687174,-0.11213767668716056,0.6776202200518263,-1.0,2018.06.14_M332849_DoC_day23,-0.8298690575892143,-0.03231599199028881
C102,hit,52,3.269003613247745,1.0208808181278932,0.44684190696481274,-1.0,0.11612844440972143,0.040005419352248224,0.4547868864165354,-1.0,2018.06.14_M332849_DoC_day23,-2.248122795119852,-0.0761230250574732
C102,miss,67,3.269003613247745,-0.061272697309849106,0.20512267565533976,-1.0,0.11612844440972143,0.0008382160829283186,0.20317699151674393,-1.0,2018.06.14_M332849_DoC_day23,-3.3302763105575943,-0.11529022832679311
C102,fa,194,3.269003613247745,1.5152472676647495,0.33566355004814585,-1.0,0.11612844440972143,0.05624455976681972,0.3395062551260444,-1.0,2018.06.14_M332849_DoC_day23,-1.7537563455829956,-0.059883884642901716
C102,cr,72,3.269003613247745,3.8535480421602237,0.8236307625992658,1.0,0.11612844440972143,0.13209545288964808,0.8597726614348773,1.0,2018.06.14_M332849_DoC_day23,0.5845444289124786,0.015967008479926645
C103,hit,52,1.979567029825736,1.268667150581971,0.8285942726948604,-1.0,0.06853780562105018,0.042753627520667706,0.8184823460168946,-1.0,2018.06.14_M332849_DoC_day23,-0.7108998792437649,-0.02578417810038247
C103,miss,67,1.979567029825736,4.071405350817297,0.48100872616263446,1.0,0.06853780562105018,0.1399663416300828,0.48214488877153017,1.0,2018.06.14_M332849_DoC_day23,2.0918383209915614,0.07142853600903264
C103,fa,194,1.979567029825736,-1.9144137540840827,0.03884674483884553,-1.0,0.06853780562105018,-0.06601523920388157,0.037226655833204225,-1.0,2018.06.14_M332849_DoC_day23,-3.893980783909819,-0.13455304482493174
C103,cr,72,1.979567029825736,0.5102653450620424,0.5981253429171305,-1.0,0.06853780562105018,0.014443710713048055,0.5705451454054524,-1.0,2018.06.14_M332849_DoC_day23,-1.4693016847636935,-0.05409409490800212
C104,hit,52,0.14177097565769295,-10.00674588583374,0.0030902915749591838,-1.0,0.003338802933091266,-0.3426083108655464,0.0032357750050964183,-1.0,2018.06.14_M332849_DoC_day23,-10.148516861491432,-0.34594711379863763
C104,miss,67,0.14177097565769295,4.229843494789868,0.2180024436211047,1.0,0.003338802933091266,0.14552515266571783,0.21087467426859705,1.0,2018.06.14_M332849_DoC_day23,4.088072519132176,0.14218634973262656
C104,fa,194,0.14177097565769295,6.941480620492903,0.0033492236626321064,1.0,0.003338802933091266,0.2313288491042468,0.003867775402306548,1.0,2018.06.14_M332849_DoC_day23,6.79970964483521,0.22799004617115554
C104,cr,72,0.14177097565769295,1.9851091106788243,0.5507058068268449,1.0,0.003338802933091266,0.066572480609412,0.5498345453312061,1.0,2018.06.14_M332849_DoC_day23,1.8433381350211313,0.06323367767632074
C105,hit,52,-2.3001625661046665,0.16701197684313487,0.3924240742834805,1.0,-0.07858340414840531,0.004604471028831859,0.4012169508556981,1.0,2018.06.14_M332849_DoC_day23,2.4671745429478014,0.08318787517723716
C105,miss,67,-2.3001625661046665,-0.9562401496201991,0.6133129210826995,1.0,-0.07858340414840531,-0.03281372195716346,0.616378226543757,1.0,2018.06.14_M332849_DoC_day23,1.3439224164844674,0.045769682191241855
C105,fa,194,-2.3001625661046665,1.6635929819301745,0.02595265471922602,1.0,-0.07858340414840531,0.05635366327229933,0.027055997650187933,1.0,2018.06.14_M332849_DoC_day23,3.963755548034841,0.13493706742070463
C105,cr,72,-2.3001625661046665,-4.2932438725949185,0.43013458683967254,-1.0,-0.07858340414840531,-0.14759093453329233,0.42650419326955524,-1.0,2018.06.14_M332849_DoC_day23,-1.993081306490252,-0.06900753038488702
C106,hit,52,1.307982059873573,-2.3475798218726847,0.39807258643353327,-1.0,0.045086140894441386,-0.0730576470064329,0.4267270027614921,-1.0,2018.06.14_M332849_DoC_day23,-3.655561881746258,-0.11814378790087429
C106,miss,67,1.307982059873573,-0.614476552335269,0.6095311782232904,-1.0,0.045086140894441386,-0.021924386220315093,0.60393153378352,-1.0,2018.06.14_M332849_DoC_day23,-1.922458612208842,-0.06701052711475648
C106,fa,194,1.307982059873573,-0.3505878626265867,0.4701129373618327,-1.0,0.045086140894441386,-0.013323751509654971,0.4585695454312667,-1.0,2018.06.14_M332849_DoC_day23,-1.6585699225001598,-0.05840989240409636
C106,cr,72,1.307982059873573,-0.7802909677396018,0.5710409581634744,-1.0,0.045086140894441386,-0.02969436527761398,0.5543112945022163,-1.0,2018.06.14_M332849_DoC_day23,-2.088273027613175,-0.07478050617205537
C107,hit,52,1.4197020178102937,1.1009538696926944,0.9001439292472571,-1.0,0.04954884066298839,0.03686183706722974,0.8841278455864918,-1.0,2018.06.14_M332849_DoC_day23,-0.31874814811759933,-0.012687003595758653
C107,miss,67,1.4197020178102937,0.27593103224901383,0.6256085581746069,-1.0,0.04954884066298839,0.010032635062101159,0.6230166336346652,-1.0,2018.06.14_M332849_DoC_day23,-1.1437709855612799,-0.03951620560088723
C107,fa,194,1.4197020178102937,5.370942433670947,0.025118913350443715,1.0,0.04954884066298839,0.1812148753049637,0.029306720832283514,1.0,2018.06.14_M332849_DoC_day23,3.951240415860653,0.1316660346419753
C107,cr,72,1.4197020178102937,4.221500163990995,0.21956568314783437,1.0,0.04954884066298839,0.1453877565522163,0.22030762065702839,1.0,2018.06.14_M332849_DoC_day23,2.801798146180701,0.09583891588922791
C108,hit,52,-8.439512623890392,4.050703106402707,2.8879907588113403e-08,1.0,-0.2873979760791779,0.13726192871235632,3.6724746853896294e-08,1.0,2018.06.14_M332849_DoC_day23,12.490215730293098,0.4246599047915342
C108,miss,67,-8.439512623890392,0.03553305542335707,6.200536049650849e-05,1.0,-0.2873979760791779,0.0017424033844272977,7.070615898562493e-05,1.0,2018.06.14_M332849_DoC_day23,8.47504567931375,0.28914037946360516
C108,fa,194,-8.439512623890392,14.667759196218636,2.8871153422089025e-47,1.0,-0.2873979760791779,0.5034529844020192,2.599561648564641e-47,1.0,2018.06.14_M332849_DoC_day23,23.107271820109027,0.7908509604811971
C108,cr,72,-8.439512623890392,-3.4659960492922988,0.009293540647325743,1.0,-0.2873979760791779,-0.12042357915699656,0.010792812142843151,1.0,2018.06.14_M332849_DoC_day23,4.973516574598094,0.16697439692218133
C110,hit,52,-0.19549034918503358,-15.121757010260602,3.953715842200476e-10,-1.0,-0.00793562394797731,-0.5121635090647312,6.206082391168343e-10,-1.0,2018.06.14_M332849_DoC_day23,-14.926266661075568,-0.5042278851167539
C110,miss,67,-0.19549034918503358,-0.09856811165514376,0.9636255550056775,1.0,-0.00793562394797731,-0.0038572495801002327,0.9552098166601377,1.0,2018.06.14_M332849_DoC_day23,0.09692223752988982,0.004078374367877078
C110,fa,194,-0.19549034918503358,4.495193735735968,0.005784195649312779,1.0,-0.00793562394797731,0.15002174033455806,0.006310624132733368,1.0,2018.06.14_M332849_DoC_day23,4.690684084921001,0.15795736428253537
C110,cr,72,-0.19549034918503358,-1.2414743572691243,0.6150855677673925,-1.0,-0.00793562394797731,-0.04521109574431533,0.6000502091761917,-1.0,2018.06.14_M332849_DoC_day23,-1.0459840080840908,-0.03727547179633802
