cell_id,condition,number_of_trials,pre_stim_integral_mean,post_stim_integral_mean,p-value_on_integrals,direction_of_effect_on_integrals,pre_stim_mean_all,post_stim_mean_all,p-value_on_means,direction_of_effect_on_means,foldername,integral_change_magnitude,mean_change_magnitude
C008,miss,67,0.9084786200218606,-1.0869642953604934,0.4278323281807521,-1.0,0.030725440963140487,-0.03714025578182498,0.42896677552275675,-1.0,2018.06.14_M332849_DoC_day23,-1.995442915382354,-0.06786569674496547
C008,fa,194,0.9084786200218606,-1.4756931772759958,0.17448927607224438,-1.0,0.030725440963140487,-0.047874191366792315,0.1902305112077333,-1.0,2018.06.14_M332849_DoC_day23,-2.3841717972978564,-0.0785996323299328
C008,cr,72,0.9084786200218606,1.2746322432607187,0.8950946937638435,1.0,0.030725440963140487,0.041617873722492864,0.9084282071512086,1.0,2018.06.14_M332849_DoC_day23,0.36615362323885803,0.010892432759352377
C009,hit,52,2.266616646050115,3.684266639905594,0.7027973885593852,1.0,0.07905685319214177,0.13507712429621563,0.661833909396037,1.0,2018.06.14_M332849_DoC_day23,1.4176499938554787,0.05602027110407386
C009,miss,67,2.266616646050115,-0.8592111405565687,0.30802958369309774,-1.0,0.07905685319214177,-0.02905444025678311,0.30407113805962727,-1.0,2018.06.14_M332849_DoC_day23,-3.125827786606684,-0.10811129344892488
C009,fa,194,2.266616646050115,-0.7085539987367561,0.15526842006006375,-1.0,0.07905685319214177,-0.02310929904000194,0.15543709343788292,-1.0,2018.06.14_M332849_DoC_day23,-2.9751706447868713,-0.1021661522321437
C009,cr,72,2.266616646050115,-1.5340450503517924,0.20002182181158573,-1.0,0.07905685319214177,-0.049624262180439305,0.20582209218288577,-1.0,2018.06.14_M332849_DoC_day23,-3.8006616964019075,-0.1286811153725811
C010,hit,52,-0.7284317461969474,0.5965413637670178,0.6510588909866657,1.0,-0.023912477559439604,0.018091139812610256,0.6786764710972563,1.0,2018.06.14_M332849_DoC_day23,1.3249731099639652,0.042003617372049856
C010,miss,67,-0.7284317461969474,-1.5509424211831373,0.7559101528633843,-1.0,-0.023912477559439604,-0.05443000244694305,0.7388158537900661,-1.0,2018.06.14_M332849_DoC_day23,-0.8225106749861899,-0.030517524887503446
C010,fa,194,-0.7284317461969474,2.4685025550856796,0.10416352399801043,1.0,-0.023912477559439604,0.08596413384522328,0.10746966073302296,1.0,2018.06.14_M332849_DoC_day23,3.196934301282627,0.10987661140466289
C010,cr,72,-0.7284317461969474,-2.1634146490709303,0.5820688444961584,-1.0,-0.023912477559439604,-0.07670314065432106,0.5576740319187707,-1.0,2018.06.14_M332849_DoC_day23,-1.434982902873983,-0.05279066309488145
C011,hit,52,-3.747798013502208,-7.090131806463171,0.06187896756446098,-1.0,-0.1291481182344055,-0.24155765495022014,0.06699420871790965,-1.0,2018.06.14_M332849_DoC_day23,-3.342333792960963,-0.11240953671581463
C011,miss,67,-3.747798013502208,-5.421166597346549,0.2881607388198184,-1.0,-0.1291481182344055,-0.18679900642140698,0.28578953333570906,-1.0,2018.06.14_M332849_DoC_day23,-1.6733685838443404,-0.05765088818700148
C011,fa,194,-3.747798013502208,-5.107578050445656,0.18433148006697023,-1.0,-0.1291481182344055,-0.17518753866291883,0.1906787145682636,-1.0,2018.06.14_M332849_DoC_day23,-1.3597800369434476,-0.046039420428513333
C011,cr,72,-3.747798013502208,-5.486855799163377,0.2553425328567772,-1.0,-0.1291481182344055,-0.18852625925110456,0.257316195051651,-1.0,2018.06.14_M332849_DoC_day23,-1.7390577856611684,-0.059378141016699054
C012,hit,52,0.07645796475875288,-10.73286171388274,0.0004759245244403842,-1.0,0.0009487904609081615,-0.360862614239292,0.0006312987231983537,-1.0,2018.06.14_M332849_DoC_day23,-10.809319678641492,-0.3618114047002002
C012,miss,67,0.07645796475875288,-1.8096846328943528,0.5033126846124931,-1.0,0.0009487904609081615,-0.06373543421652339,0.5024115928102337,-1.0,2018.06.14_M332849_DoC_day23,-1.8861425976531057,-0.06468422467743155
C012,fa,194,0.07645796475875288,-2.555541127351893,0.11245876830067654,-1.0,0.0009487904609081615,-0.08752090041620836,0.11977620262401954,-1.0,2018.06.14_M332849_DoC_day23,-2.6319990921106458,-0.08846969087711652
C012,cr,72,0.07645796475875288,-1.5759685379027948,0.5457636454650372,-1.0,0.0009487904609081615,-0.05490975148304349,0.5508496479531557,-1.0,2018.06.14_M332849_DoC_day23,-1.6524265026615477,-0.05585854194395165
C013,hit,52,-4.583922605240363,49.47312962833875,8.415649730984005e-68,1.0,-0.15870457122180195,1.6537059754940757,1.5482021997839298e-67,1.0,2018.06.14_M332849_DoC_day23,54.05705223357911,1.8124105467158778
C013,miss,67,-4.583922605240363,-4.023343292857649,0.7066382676170373,1.0,-0.15870457122180195,-0.13919273387818354,0.69787103303585,1.0,2018.06.14_M332849_DoC_day23,0.5605793123827141,0.019511837343618416
C013,fa,194,-4.583922605240363,3.065072409645856,6.79227501468475e-07,1.0,-0.15870457122180195,0.10094074092824641,6.214409204856781e-07,1.0,2018.06.14_M332849_DoC_day23,7.64899501488622,0.2596453121500484
C013,cr,72,-4.583922605240363,-6.3615638214464045,0.1849174832603983,-1.0,-0.15870457122180195,-0.21896738397168974,0.18227661038460377,-1.0,2018.06.14_M332849_DoC_day23,-1.7776412162060415,-0.06026281274988779
C014,hit,52,1.018463063504627,-7.733036890827833,7.328345794760858e-10,-1.0,0.033058927031292235,-0.2600110484863722,1.8001438611265823e-09,-1.0,2018.06.14_M332849_DoC_day23,-8.75149995433246,-0.29306997551766445
C014,miss,67,1.018463063504627,0.5305774318525577,0.6935877940828858,-1.0,0.033058927031292235,0.018825554508005257,0.7378710920798874,-1.0,2018.06.14_M332849_DoC_day23,-0.48788563165206933,-0.014233372523286977
C014,fa,194,1.018463063504627,-1.3110081982233326,0.005418500833215815,-1.0,0.033058927031292235,-0.042683383690930374,0.00842087819066905,-1.0,2018.06.14_M332849_DoC_day23,-2.3294712617279596,-0.07574231072222261
C014,cr,72,1.018463063504627,-2.1482728758603633,0.008515647155409556,-1.0,0.033058927031292235,-0.07446454743835726,0.009241700855406583,-1.0,2018.06.14_M332849_DoC_day23,-3.1667359393649903,-0.1075234744696495
C015,hit,52,-0.41703852327141305,-1.249615455566088,0.8212327684314655,-1.0,-0.015193925569087293,-0.04671172724027493,0.8026269994653245,-1.0,2018.06.14_M332849_DoC_day23,-0.832576932294675,-0.03151780167118764
C015,miss,67,-0.41703852327141305,4.8444509692627955,0.1396650288686443,1.0,-0.015193925569087293,0.1662287737935686,0.13672931686245113,1.0,2018.06.14_M332849_DoC_day23,5.261489492534208,0.1814226993626559
C015,fa,194,-0.41703852327141305,7.986314217551118,0.0004937897504525958,1.0,-0.015193925569087293,0.26339918887583075,0.0006808130593689846,1.0,2018.06.14_M332849_DoC_day23,8.40335274082253,0.278593114444918
C015,cr,72,-0.41703852327141305,4.324997487617947,0.16583918140396034,1.0,-0.015193925569087293,0.14639747640676637,0.16739595482827316,1.0,2018.06.14_M332849_DoC_day23,4.742036010889359,0.16159140197585367
C016,hit,52,3.2934013309330994,1.5628172357940442,0.6951474679873937,-1.0,0.1132383234599414,0.060349609772367925,0.7272579578090153,-1.0,2018.06.14_M332849_DoC_day23,-1.7305840951390552,-0.05288871368757348
C016,miss,67,3.2934013309330994,-2.5655168951891625,0.1330485708408813,-1.0,0.1132383234599414,-0.08759070222179496,0.13367694341128755,-1.0,2018.06.14_M332849_DoC_day23,-5.858918226122261,-0.20082902568173638
C016,fa,194,3.2934013309330994,-3.006515664993083,0.009006617924569842,-1.0,0.1132383234599414,-0.09928560783755148,0.010364033009856576,-1.0,2018.06.14_M332849_DoC_day23,-6.299916995926182,-0.2125239312974929
C016,cr,72,3.2934013309330994,-2.779525594440661,0.10511029133369768,-1.0,0.1132383234599414,-0.09443766931614185,0.10631866186918036,-1.0,2018.06.14_M332849_DoC_day23,-6.0729269253737606,-0.20767599277608326
C017,hit,52,1.2298690677688544,-7.184959452391616,0.008390916518182558,-1.0,0.042741299462265604,-0.2461246321469919,0.008313985587992111,-1.0,2018.06.14_M332849_DoC_day23,-8.41482852016047,-0.2888659316092575
C017,miss,67,1.2298690677688544,11.509243605802181,0.004168760598520641,1.0,0.042741299462265604,0.3965095853811725,0.004042168454174245,1.0,2018.06.14_M332849_DoC_day23,10.279374538033327,0.35376828591890686
C017,fa,194,1.2298690677688544,-3.0961783970721526,0.010074186061634982,-1.0,0.042741299462265604,-0.10737732141629686,0.0092322989840038,-1.0,2018.06.14_M332849_DoC_day23,-4.326047464841007,-0.15011862087856245
C017,cr,72,1.2298690677688544,6.2424679500537925,0.16209643784414215,1.0,0.042741299462265604,0.21666800283325258,0.15767448706570633,1.0,2018.06.14_M332849_DoC_day23,5.012598882284938,0.17392670337098698
C018,hit,52,2.410733757146177,-3.1709040835673203,0.18128089440115383,-1.0,0.08314818884351784,-0.10047355291487,0.2013235271922058,-1.0,2018.06.14_M332849_DoC_day23,-5.581637840713498,-0.18362174175838786
C018,miss,67,2.410733757146177,-2.7670610781697333,0.17327632700322712,-1.0,0.08314818884351784,-0.0937383476494142,0.17623436795516992,-1.0,2018.06.14_M332849_DoC_day23,-5.17779483531591,-0.17688653649293204
C018,fa,194,2.410733757146177,-4.059863505043172,0.003707124474135218,-1.0,0.08314818884351784,-0.13620845686804892,0.004263787973065055,-1.0,2018.06.14_M332849_DoC_day23,-6.470597262189349,-0.21935664571156677
C018,cr,72,2.410733757146177,-0.32070768346830164,0.4659913405041832,-1.0,0.08314818884351784,-0.01067166864713225,0.4663723606090714,-1.0,2018.06.14_M332849_DoC_day23,-2.7314414406144785,-0.09381985749065008
C019,hit,52,-4.392418178709467,85.55385705160873,3.916273750581624e-190,1.0,-0.15228751202741425,2.8753236415883427,2.1919458130060575e-189,1.0,2018.06.14_M332849_DoC_day23,89.9462752303182,3.027611153615757
C019,miss,67,-4.392418178709467,-3.1088867162151486,0.13271245636255663,1.0,-0.15228751202741425,-0.10855282904866466,0.13611807593904723,1.0,2018.06.14_M332849_DoC_day23,1.2835314624943184,0.04373468297874959
C019,fa,194,-4.392418178709467,-4.761482980597866,0.5727629325794005,-1.0,-0.15228751202741425,-0.16617115265820712,0.5290518450009417,-1.0,2018.06.14_M332849_DoC_day23,-0.3690648018883991,-0.013883640630792865
C019,cr,72,-4.392418178709467,-4.097251766506248,0.6111539194152285,1.0,-0.15228751202741425,-0.140699028625217,0.560715401829138,1.0,2018.06.14_M332849_DoC_day23,0.29516641220321915,0.011588483402197258
C020,hit,52,-6.997728548306316,44.530852511039036,1.064030169210944e-139,1.0,-0.2414363507791845,1.5542620101744096,6.86636762316568e-142,1.0,2018.06.14_M332849_DoC_day23,51.528581059345356,1.7956983609535941
C020,miss,67,-6.997728548306316,-6.303285039007869,0.24582367577732617,1.0,-0.2414363507791845,-0.21695954806980974,0.23387004687732235,1.0,2018.06.14_M332849_DoC_day23,0.6944435092984476,0.024476802709374745
C020,fa,194,-6.997728548306316,-6.8997131279720305,0.8431677971364442,1.0,-0.2414363507791845,-0.2373655298372021,0.81028038400849,1.0,2018.06.14_M332849_DoC_day23,0.09801542033428579,0.004070820941982384
C020,cr,72,-6.997728548306316,-7.106605584889388,0.8344371514441025,-1.0,-0.2414363507791845,-0.2453856195948712,0.8237593218566666,-1.0,2018.06.14_M332849_DoC_day23,-0.10887703658307135,-0.003949268815686718
C021,hit,52,0.7142755065477274,2.710058341115047,0.6050358071236619,1.0,0.024787916558660666,0.09584736191316236,0.5922096424615014,1.0,2018.06.14_M332849_DoC_day23,1.9957828345673194,0.07105944535450169
C021,miss,67,0.7142755065477274,-3.425392020733159,0.21313538490336775,-1.0,0.024787916558660666,-0.11654857670062778,0.21617792104184871,-1.0,2018.06.14_M332849_DoC_day23,-4.139667527280887,-0.14133649325928843
C021,fa,194,0.7142755065477274,-2.5412738781746618,0.11441043034296829,-1.0,0.024787916558660666,-0.08469363687830878,0.12289509112310198,-1.0,2018.06.14_M332849_DoC_day23,-3.2555493847223893,-0.10948155343696944
C021,cr,72,0.7142755065477274,-0.4801143685201172,0.7230021754161363,-1.0,0.024787916558660666,-0.01584832812708018,0.725510270688585,-1.0,2018.06.14_M332849_DoC_day23,-1.1943898750678446,-0.04063624468574085
C022,hit,52,-6.127587251480271,85.57802119435804,2.5186322115843723e-120,1.0,-0.21025986538225847,2.881136979610119,4.7865079030712476e-120,1.0,2018.06.14_M332849_DoC_day23,91.70560844583832,3.0913968449923774
C022,miss,67,-6.127587251480271,-3.048883933180865,0.0009096521648876571,1.0,-0.21025986538225847,-0.1064837491015507,0.001104587379420262,1.0,2018.06.14_M332849_DoC_day23,3.0787033182994064,0.10377611628070776
C022,fa,194,-6.127587251480271,-3.043572904382518,6.726687123040047e-09,1.0,-0.21025986538225847,-0.10654514640980721,1.1860266418118009e-08,1.0,2018.06.14_M332849_DoC_day23,3.0840143470977535,0.10371471897245126
C022,cr,72,-6.127587251480271,-4.982832835414157,0.10126102910043097,1.0,-0.21025986538225847,-0.17172468878855535,0.10871060568023673,1.0,2018.06.14_M332849_DoC_day23,1.1447544160661147,0.03853517659370312
C023,hit,52,2.5861676432481,-4.008112824952646,0.09010121179347652,-1.0,0.08851481528265111,-0.1350203604904375,0.09463266506909015,-1.0,2018.06.14_M332849_DoC_day23,-6.594280468200746,-0.22353517577308862
C023,miss,67,2.5861676432481,-4.509779166579818,0.03572238789889239,-1.0,0.08851481528265111,-0.15522695653448623,0.035667620103495806,-1.0,2018.06.14_M332849_DoC_day23,-7.095946809827918,-0.24374177181713735
C023,fa,194,2.5861676432481,-2.949492906594929,0.008240095509603826,-1.0,0.08851481528265111,-0.09909218872493324,0.009182061421172224,-1.0,2018.06.14_M332849_DoC_day23,-5.535660549843029,-0.18760700400758434
C023,cr,72,2.5861676432481,-3.1902962305514286,0.08295829916530435,-1.0,0.08851481528265111,-0.10835376033412525,0.08545735029088677,-1.0,2018.06.14_M332849_DoC_day23,-5.776463873799528,-0.19686857561677634
C024,hit,52,2.800588577817013,-4.307997998397775,0.018690611033167347,-1.0,0.0969739219738344,-0.14590458075944757,0.018602579127630154,-1.0,2018.06.14_M332849_DoC_day23,-7.108586576214789,-0.242878502733282
C024,miss,67,2.800588577817013,1.3599612324389931,0.6052868652096488,-1.0,0.0969739219738344,0.0470869720324153,0.6002769112759614,-1.0,2018.06.14_M332849_DoC_day23,-1.44062734537802,-0.04988694994141911
C024,fa,194,2.800588577817013,-3.116787878282662,0.0005379783377568917,-1.0,0.0969739219738344,-0.10290726783097959,0.000643076145542176,-1.0,2018.06.14_M332849_DoC_day23,-5.917376456099675,-0.199881189804814
C024,cr,72,2.800588577817013,1.3212482490292905,0.5938983251840757,-1.0,0.0969739219738344,0.0457425923467651,0.5881113115554633,-1.0,2018.06.14_M332849_DoC_day23,-1.4793403287877227,-0.051231329627069305
C025,hit,52,0.6654796419895649,29.72811028727807,3.812202853077089e-11,1.0,0.021638772620086955,1.025965451170862,1.28163694210991e-11,1.0,2018.06.14_M332849_DoC_day23,29.062630645288507,1.004326678550775
C025,miss,67,0.6654796419895649,-1.1651681856406604,0.6204172075722081,-1.0,0.021638772620086955,-0.0401611434033295,0.619451964315912,-1.0,2018.06.14_M332849_DoC_day23,-1.8306478276302252,-0.06179991602341645
C025,fa,194,0.6654796419895649,-5.648341804628366,0.0046022847336421565,-1.0,0.021638772620086955,-0.19141362489765004,0.004531213016922222,-1.0,2018.06.14_M332849_DoC_day23,-6.313821446617931,-0.213052397517737
C025,cr,72,0.6654796419895649,6.1155535702376005,0.2687986536275499,1.0,0.021638772620086955,0.2044809724140921,0.26992217680587544,1.0,2018.06.14_M332849_DoC_day23,5.4500739282480355,0.18284219979400515
C027,hit,52,-0.27643288493913115,13.335482147230405,1.9865239624225732e-05,1.0,-0.01116891140760364,0.44159921792516627,3.0145150425943617e-05,1.0,2018.06.14_M332849_DoC_day23,13.611915032169536,0.4527681293327699
C027,miss,67,-0.27643288493913115,-1.1436262419315184,0.7461891668073775,-1.0,-0.01116891140760364,-0.04256747329055985,0.7310647676995904,-1.0,2018.06.14_M332849_DoC_day23,-0.8671933569923873,-0.03139856188295621
C027,fa,194,-0.27643288493913115,5.739342643376711,0.0035721417776755924,1.0,-0.01116891140760364,0.19236035021518455,0.003865404328703509,1.0,2018.06.14_M332849_DoC_day23,6.015775528315842,0.2035292616227882
C027,cr,72,-0.27643288493913115,1.4369987131868571,0.5274641425926283,1.0,-0.01116891140760364,0.045691598301854125,0.5386869298317453,1.0,2018.06.14_M332849_DoC_day23,1.7134315981259882,0.05686050970945777
C029,hit,52,-4.525264755521331,20.997602793713465,4.547256243861643e-33,1.0,-0.15717762725141535,0.6957211250120262,1.940603311520803e-32,1.0,2018.06.14_M332849_DoC_day23,25.522867549234796,0.8528987522634416
C029,miss,67,-4.525264755521331,-2.9815363385538856,0.2800836935136687,1.0,-0.15717762725141535,-0.10503654566261289,0.2840127411388045,1.0,2018.06.14_M332849_DoC_day23,1.5437284169674452,0.05214108158880246
C029,fa,194,-4.525264755521331,20.58176891604586,4.497661122636378e-34,1.0,-0.15717762725141535,0.681023815226959,1.0846183679317467e-33,1.0,2018.06.14_M332849_DoC_day23,25.10703367156719,0.8382014424783744
C029,cr,72,-4.525264755521331,-5.353967156884091,0.5513853326447526,-1.0,-0.15717762725141535,-0.18583761049100186,0.5444779964548732,-1.0,2018.06.14_M332849_DoC_day23,-0.8287024013627606,-0.028659983239586517
C030,hit,52,1.393607003595453,2.3400387220871903,0.7887875698297684,1.0,0.04672714960865012,0.07631238197915503,0.8066113118992957,1.0,2018.06.14_M332849_DoC_day23,0.9464317184917372,0.029585232370504914
C030,miss,67,1.393607003595453,-6.956722980827371,0.006764992417885373,-1.0,0.04672714960865012,-0.23962497303808433,0.006581587593136187,-1.0,2018.06.14_M332849_DoC_day23,-8.350329984422824,-0.28635212264673443
C030,fa,194,1.393607003595453,-6.299492915028232,3.152258998966306e-05,-1.0,0.04672714960865012,-0.21482460705864773,3.488714170705113e-05,-1.0,2018.06.14_M332849_DoC_day23,-7.693099918623685,-0.26155175666729785
C030,cr,72,1.393607003595453,-5.660583241194904,0.01826276960384303,-1.0,0.04672714960865012,-0.19396642375526707,0.018455129532984713,-1.0,2018.06.14_M332849_DoC_day23,-7.054190244790357,-0.2406935733639172
C031,hit,52,-0.0032604965710077614,-2.181921322942375,0.4836677164020269,-1.0,-1.0201814062235637e-05,-0.07154521214012978,0.502243907196184,-1.0,2018.06.14_M332849_DoC_day23,-2.178660826371367,-0.07153501032606754
C031,miss,67,-0.0032604965710077614,-3.7286821309854368,0.1925938393193251,-1.0,-1.0201814062235637e-05,-0.12683747377495058,0.195637527304556,-1.0,2018.06.14_M332849_DoC_day23,-3.725421634414429,-0.12682727196088833
C031,fa,194,-0.0032604965710077614,-3.3217995578179114,0.05038122106340117,-1.0,-1.0201814062235637e-05,-0.1113592565440565,0.05557684581232161,-1.0,2018.06.14_M332849_DoC_day23,-3.3185390612469035,-0.11134905472999426
C031,cr,72,-0.0032604965710077614,-4.065777387886252,0.1365017603018858,-1.0,-1.0201814062235637e-05,-0.13787863908309625,0.1400227582885328,-1.0,2018.06.14_M332849_DoC_day23,-4.062516891315244,-0.13786843726903403
C032,hit,52,2.088210733415124,-5.462303689276937,0.039168532560233,-1.0,0.07113564488166911,-0.18187180234747838,0.044535330967275716,-1.0,2018.06.14_M332849_DoC_day23,-7.550514422692061,-0.2530074472291475
C032,miss,67,2.088210733415124,-4.372323448463053,0.044064430036240096,-1.0,0.07113564488166911,-0.14966840169282253,0.045347526841101236,-1.0,2018.06.14_M332849_DoC_day23,-6.460534181878177,-0.22080404657449165
C032,fa,194,2.088210733415124,-1.977170562936103,0.05022313880942276,-1.0,0.07113564488166911,-0.0657068269118358,0.05561219251370856,-1.0,2018.06.14_M332849_DoC_day23,-4.065381296351227,-0.1368424717935049
C032,cr,72,2.088210733415124,0.11733723022652758,0.5558022252725707,-1.0,0.07113564488166911,0.003398973925514748,0.5557214196793727,-1.0,2018.06.14_M332849_DoC_day23,-1.9708735031885962,-0.06773667095615436
C034,hit,52,2.334865745973698,-3.733606677977635,0.11369275241980467,-1.0,0.07924211352009432,-0.13433035164127177,0.10243709271917878,-1.0,2018.06.14_M332849_DoC_day23,-6.068472423951333,-0.21357246516136608
