cellName,snr,mad,eventRate,eventAmpMedian,eventAmpSD,riseMedian,riseSD,decayMedian,decaySD,numContourComponents,overallCenterInPixelsX,overallCenterInPixelsY,overallAreaInPixels,overallMaxContourWidthInPixels,largestComponentCenterInPixelsX,largestComponentCenterInPixelsY,largestComponentAreaInPixels,largestComponentMaxContourWidthInPixels,likely_repeat,peak_95th_percentile
C000,3.67198,3.812473333333333,0.004974713333333333,21.043166666666668,6.29107,0.075,0.02917483333333333,0.05000000000000001,0.08346433333333332,1.0,263.0,99.0,70.0,13.6015,263.0,99.0,70.0,13.6015,False,14.844156208359962
C001,6.020949999999999,4.765529999999999,0.03262076666666667,30.805966666666666,50.13953333333334,0.075,0.0750823,0.11666666666666665,0.16772813333333336,1.0,191.0,113.0,62.0,12.083,191.0,113.0,62.0,12.083,False,25.281877854395496
C002,4.449656666666667,4.5375,0.0392507,20.9529,46.91077333333333,0.05833333333333333,0.039660799999999996,0.11666666666666665,0.12391383333333333,1.0,109.0,165.0,62.0,11.1803,109.0,165.0,62.0,11.1803,False,18.226457926166216
C003,13.101763333333333,6.193873333333333,0.0536226,92.12913333333334,99.86533333333334,0.10833333333333334,0.1546641,0.3,0.21251299999999998,1.0,185.0,130.0,66.0,12.083,185.0,130.0,66.0,12.083,False,16.418449015724356
C004,5.4055800000000005,3.8580566666666662,0.03482878,21.010466666666666,58.54820333333333,0.06666666666666667,0.1187184,0.10000000000000002,0.8775722333333333,1.0,180.0,105.0,62.0,10.4403,180.0,105.0,62.0,10.4403,False,15.962115037579988
C005,30.372866666666667,9.815063333333333,0.025976700000000002,314.01066666666674,196.207,0.13333333333333333,0.0350101,0.2833333333333333,0.214345,1.0,172.0,195.0,65.5,10.816700000000003,172.0,195.0,65.5,10.816700000000003,False,16.671714549899505
C006,3.4801866666666665,4.63409,0.0359371,16.111566666666665,24.53321,0.06666666666666667,0.021416599999999997,0.05000000000000001,0.10039233333333332,1.0,242.0,149.0,58.5,11.313700000000003,242.0,149.0,58.5,11.313700000000003,False,18.44676104073806
C007,11.079733333333332,3.821756666666667,0.026530299999999996,63.74209999999999,118.522,0.06666666666666667,0.10799566666666667,0.43333333333333335,0.596828,1.0,233.0,166.0,59.0,11.0454,233.0,166.0,59.0,11.0454,False,14.762549294118813
C008,31.881966666666667,4.041203333333333,0.0458835,128.6163333333333,102.83266666666667,0.16666666666666666,0.1169621,0.35000000000000003,0.2808363333333333,1.0,105.0,114.0,70.5,12.806199999999999,105.0,114.0,70.5,12.806199999999999,False,11.33315111032672
C009,6.269693333333334,5.3142233333333335,0.0729604,33.53666666666667,35.904900000000005,0.06666666666666667,0.051038933333333335,0.20000000000000004,0.22936333333333334,1.0,190.0,120.0,58.5,10.816700000000003,190.0,120.0,58.5,10.816700000000003,False,7.36797979574797
C010,14.531930000000001,4.544273333333333,0.04477903,68.1434,76.358,0.08333333333333333,0.154824,0.3,0.4581453333333334,1.0,208.0,234.0,58.5,10.0,208.0,234.0,58.5,10.0,False,10.749037029707301
C011,16.538300000000003,3.4943500000000003,0.06135866666666667,58.37643333333333,64.29303333333333,0.11666666666666665,0.20279499999999998,0.39999999999999997,0.4773720000000001,1.0,63.0,127.0,61.5,11.1803,63.0,127.0,61.5,11.1803,False,8.788635143527689
C012,28.4081,10.310343333333334,0.04587826666666667,298.576,227.062,0.13333333333333333,0.08302836666666667,0.31666666666666665,0.5255896666666667,1.0,189.0,175.0,49.0,11.1803,189.0,175.0,49.0,11.1803,False,10.3607851481731
C013,43.207433333333334,4.054583333333333,0.06467086666666666,173.274,87.07116666666667,0.18333333333333335,0.12574300000000002,0.3416666666666666,0.4471693333333333,1.0,281.0,64.0,59.5,11.661899999999997,281.0,64.0,59.5,11.661899999999997,False,7.81435357140894
C014,20.25062,5.52478,0.03814153333333333,116.50763333333333,66.22266666666665,0.16666666666666666,0.0824276,0.45,0.252736,1.0,255.0,117.0,62.5,12.2066,255.0,117.0,62.5,12.2066,False,11.297955092974211
C016,26.705299999999998,9.589643333333333,0.04698443333333333,253.89766666666665,127.79706666666668,0.15,0.0747764,0.3833333333333333,0.33235566666666666,1.0,193.0,175.0,48.5,11.7047,193.0,175.0,48.5,11.7047,True,
C017,36.97786666666667,5.1563799999999995,0.06134773333333333,187.68233333333333,87.84999999999998,0.18333333333333335,0.14994363333333333,0.39166666666666666,0.5660383333333333,1.0,285.0,46.0,63.5,12.2066,285.0,46.0,63.5,12.2066,False,7.561065522114425
C019,45.53593333333333,3.7758866666666666,0.08127039999999999,165.63899999999998,49.4878,0.16666666666666666,0.06704740000000001,0.325,0.15072893333333334,1.0,102.0,27.0,67.5,10.7703,102.0,27.0,67.5,10.7703,False,7.463110744786776
C020,9.428609999999999,5.736999999999999,0.053625733333333335,60.062000000000005,40.01593333333333,0.11666666666666665,0.059406766666666666,0.3,0.21899366666666667,1.0,125.0,206.0,63.5,10.816700000000003,125.0,206.0,63.5,10.816700000000003,False,8.800124349102248
C021,36.948033333333335,7.189393333333332,0.09508620000000001,264.3676666666667,102.0664,0.18333333333333335,0.08140466666666667,0.3,0.24864699999999998,1.0,124.0,179.0,51.5,10.2956,124.0,179.0,51.5,10.2956,True,
C022,43.35386666666667,6.759406666666666,0.07684106666666667,289.37466666666666,103.66373333333333,0.19166666666666665,0.08742683333333334,0.3,0.2168973333333333,1.0,128.0,180.0,53.5,10.7703,128.0,180.0,53.5,10.7703,False,6.705925200737547
C023,13.632556666666666,7.663293333333333,0.0348201,110.36000000000001,39.691269999999996,0.15,0.2927382333333333,0.4333333333333333,0.7769125666666667,1.0,145.0,201.0,63.0,12.083,145.0,201.0,63.0,12.083,False,8.138758586153548
C025,22.022266666666667,7.096606666666666,0.07241916666666666,156.24666666666667,73.94926666666667,0.18333333333333335,0.1438171,0.3333333333333333,0.5092983333333333,1.0,134.0,206.0,61.5,10.7703,134.0,206.0,61.5,10.7703,False,6.7892182617674175
