t,C000,C001,C002,C003,C004,C005,C006,C008,C012,C013,C029
1.6,-0.4541269515305861,-0.2172266692839995,-0.3198510391842655,0.04215399486136472,-0.052322106008124813,0.10005788079297849,-0.4179145992528639,-0.35338676732647106,0.46504552512180214,-0.4015680153904423,0.390018498832757
1.65,0.009629360405582694,-0.22765273258554877,-0.1675891042505294,0.025353594807853458,0.28619306406446454,0.013892940474205244,-0.5949311466488695,-0.23812927003721984,-0.3309058477630774,-0.3982984053095302,0.9165569846931927
1.7,0.4265240208218588,-0.6773773683637342,-0.23170813866417864,0.389030419461087,-0.9465518244366274,0.037071396470708555,-0.5863794775218749,-0.35696301216203186,0.7214786394991102,-0.3351123535739288,0.8348120700933601
1.75,-0.03879189051493528,-0.09624333661182925,-0.23888767014899953,0.017626583837495595,-0.5513384718534439,0.09447978427561117,-0.06575800710234687,-0.17923831733298454,-0.031224181559462792,-0.4032720644366706,0.9148870018366199
1.8,-0.14389993657224828,0.035324705892226985,-0.20302877671311526,0.4266509061117742,-0.4329660457508886,0.10747021465765211,-0.31738264928368926,-0.07204489416058439,0.2643318910329675,-0.31549317498135554,0.8157633862892192
1.85,-0.0955483192781505,-0.16643086028226206,-0.35258330782604064,0.0975057913208217,-0.21841184828100818,0.3854231294788318,-0.2699038548899541,-0.10663024341933815,0.20509032447484654,-0.26963662989089016,0.8824853283454636
1.9,0.33241052559262685,-0.29021152026739055,-0.3771941284570241,0.12688717832740412,-0.21893984401762004,0.6176062310154157,-0.9892390324625495,-0.1246668867602455,-0.5735336311606914,-0.39562870927598154,0.302853602243107
1.95,-0.008652323947215108,0.25954334918228233,-0.2761928528241574,0.014893574967518404,-0.038582999007062545,1.873490072166007,-0.6534768918612236,0.4869549456305016,0.4682000858328867,-0.42459377396837156,0.989809219542531
2.0,0.17542527770135347,0.15532202716844895,-0.20726880432560452,0.14225870928866027,-0.1560297086881809,3.757119023493108,-0.08775983329054776,1.2874405210276672,-0.25801757779932377,-0.4083560218969519,0.8691015076014772
2.05,0.5268166404406164,0.9736724633762109,-0.24619932177896928,-0.008001977488451942,-0.4625572854380626,5.145963219255265,-0.3938729219119234,1.5850656628988224,0.6631094434323692,-0.4367426092612101,2.0374347890881364
2.1,-0.2520250515053918,0.2947128379884905,-0.20980123793384403,0.3885603994905458,-0.31555786694294913,6.4526839190457235,-0.06399445177868406,1.4344087049100067,-0.02462096841086548,-0.37539147787361793,1.0770825157719774
2.15,0.3077193898898345,0.8438766647130029,-0.29681574617658296,0.3018372346487203,-0.4986923825871184,7.50857421004242,-0.2858179411775164,1.212118524745878,0.27856940083345366,-0.4398767151962583,2.543582163721156
2.2,-0.40784479610939317,0.540445651817632,-0.1975614414480665,-0.0814304143260675,0.7650781949504765,8.176000222267938,-0.07277583143866558,0.8430191088477098,0.7051120087105635,-0.3360498763184964,1.8622613639295518
2.25,-0.3269169449259893,0.3326856706860939,-0.30413959152711906,-0.08286758540149794,0.006641011437427001,9.020807005201508,-0.34610905404427444,0.9005443995940263,-0.5682069083137627,-0.3958170069049839,2.16740202968078
2.3,0.4005385250427053,0.7047385191580265,-0.19061955848020942,-0.2040151330250351,-0.020593739919504386,9.425284455686656,-0.4133568396009933,0.749755751825327,0.08735457115749566,-0.4041557598148157,1.6417896537864307
2.35,-0.14689836853395066,0.25778532916585645,-0.3511036525242297,-0.06887656847183873,-0.2004748943071935,9.647333435672191,-0.6506357347000732,0.7588492939811906,0.09654108314079779,-0.3997556572548601,1.656278090425081
2.4,-0.08084943606559648,0.4947936295133952,-0.4291459265492536,0.24439258007485043,0.13391644063370525,9.57102840540385,-0.062424396500578926,0.49617460199089064,-0.7370366795200818,-0.3937118373187972,2.77284288523878
2.45,0.14289043086549208,0.04969863758552926,-0.33437487867415316,0.05498105778449184,0.04944950109211133,9.869087744908477,-0.19254000391467774,0.43668465106575693,-0.4656756296347937,-0.46998716552183445,2.061448451321573
2.5,0.45253627076484854,0.03791853073989021,-0.3904221754563566,-0.003504328211496665,0.1721614604795515,9.944983980850573,-0.3048763295628968,0.4708110884344814,0.03194359474021648,-0.39817796445050124,1.8725051298903068
2.55,-0.0004604537821008589,-0.22604973487892618,-0.38809191674590243,-0.17101303362777118,0.13212762256204263,9.548530709017397,-0.158412280943745,0.44526827145465536,0.025692502705814642,-0.3756343488354629,0.7513170511640619
2.6,-0.28074897700405416,-0.23988810110641481,-0.4015743006698874,-0.11072380230666057,-0.12095376486488381,8.80511411631694,-0.19414994234626315,0.46811264271301667,-0.06959865538634669,-0.3459500023813551,1.2368302008847598
2.65,-0.011558736145409787,-0.4764452449531835,-0.392317180709064,0.16504671514046765,0.1353270136866891,7.732002267775819,-0.23316577911836653,0.501437325620444,0.06457356927981987,-0.3683792103043766,0.9666006995612051
2.7,-0.17479688257798456,-0.9860416315922389,-0.30944898907816554,0.23278983016814422,0.023515969781874365,7.095056831725228,-0.36782067745748387,0.3301341005822507,-0.8406585943249223,-0.39947889062585396,0.9609053981963975
2.75,-0.46123289384572985,-0.4078982768364081,-0.3823294697868999,0.20907111412798157,-0.37603588175677444,6.2042133023657255,-0.49493354121409866,0.26677317371305004,-0.46097111891586345,-0.3421300653893242,1.7084917618506108
2.8,-0.2442221541222567,-0.7563928478444709,-0.3980283366212398,0.6078245062027572,-0.4522140416962936,5.755448241853931,-0.0056782711655666155,0.36647682915576935,-0.018203248158013594,-0.34836015444921187,1.4797479023836104
2.85,-0.421556942079397,-0.14082281304902505,-0.2913814113775114,0.11883949327855436,-0.26151718206996016,5.473710999979477,-0.6362646275749689,0.3861524814615799,-0.3492647329860359,-0.36446139466574384,1.8209795605260928
2.9,-0.5646549179782354,-0.3091888326238591,-0.3980490573439306,0.4686316003131464,0.2614327235263762,5.23154804795347,-0.5530990749572063,0.1949202583809234,0.5935775334994017,-0.37886714481918404,2.058895168501587
2.95,-0.8458590524071795,-0.552371026782313,-0.3839343096520561,0.2905093781728998,-0.12129554766922307,4.775625824492237,-0.43887074526023184,0.3058383097068932,0.20828349699145898,-0.4338764754036884,0.8851187326383423
3.0,-0.5643373624335988,-0.1871802178921523,-0.4136345247275714,0.13634351634120948,0.036487890265726734,4.200926232885841,-0.7279978101480534,0.35269796729938835,0.5621960061179927,-0.35167002054255175,0.7006967758930747
3.05,-0.32627659220461763,-0.3953393597509342,-0.35069956079681913,0.18706844395385494,-0.3536037153066387,3.7321916572610263,-0.17224482699492666,0.34418740464791864,-0.0640778372727113,-0.3455130623660993,1.9334744287433008
3.1,-0.48502418873810565,-0.8199325829428855,-0.3967847276632318,-0.2288347199736116,-0.6288739242670596,3.075250306624762,-0.3934698772156981,0.3237398891598135,0.4025152323555508,-0.3666109034489739,1.5323011081881401
3.15,-0.14257380365131764,-0.8453683059367862,-0.39137878036177504,-0.1711771175356257,0.2507302584385274,2.747934005131904,-0.0805999937953059,0.3808747126286796,0.3371903700389426,-0.32742285319223186,2.199170979187473
3.2,-0.43774239219534217,-0.46392376159760285,-0.2960343587990558,-0.15283880004474937,-0.026557801081967248,2.3778149474404553,-0.1918556638071871,0.30798320257168676,-0.053093146593052615,-0.4011038672315463,1.05482033250112
3.25,-0.17729350106669756,-0.41888716172805673,-0.4416432965645254,0.059744370523057345,0.07539601617977916,1.8919098039068662,-0.6068353950627029,0.3942503409100644,-0.11547843912232862,-0.32050049420731397,1.629310930759512
3.3,-0.08819014161837592,-0.08652826594396873,-0.32666528594125605,0.33636549699274776,-0.5695153902526258,1.7502384046132007,-0.7894795964840657,0.3753195146711221,0.46473805626913445,-0.5066877318584974,0.9474004133622764
3.35,-0.7463448834054731,-0.7080738956961945,-0.3027993790545007,-0.15549327434912397,-0.5495400168588954,1.5024327640579178,-0.3934376285593436,0.3287355383046601,0.002056839161996776,-0.4725322459018273,1.291423362229515
3.4,0.07294439953220769,-0.7809725100896325,-0.3116486975581117,0.13662441673588308,-0.001988390501833264,1.198647603728257,-0.2982661333235557,0.2612257196101564,0.7152846590058577,-0.3660310912335639,1.4751613408128068
3.45,0.2112929289465366,-0.24852114335761943,-0.29523624000247994,0.146251284668518,-0.15709249478068193,1.2457165338969336,-0.3195325615089751,0.14810562024064905,0.9001041580278449,-0.41207556751338664,1.3067450229110202
3.5,-0.28919077109964464,-0.34145628579356396,-0.33562662753204536,0.5199935055675944,-0.6162930475773069,1.0048509665466183,-0.45385402284831594,-0.006758258701525733,0.3413745203114832,-0.4123189881346991,1.6384710930746218
3.55,-0.15219991539939492,-0.11802284167320506,-0.2284529099036025,0.23899986325846084,-0.25656151640905095,1.1949195623107605,-0.5198154456351686,-0.04187832112481842,0.5681332531950303,-0.30782076639167116,1.6381843838824066
3.6,0.17892046350506124,-0.0017527829813346828,-0.3482799459859184,0.41461756067626443,0.13428740330053485,1.2844399136401279,-0.15620544442152734,-0.060590538346600165,-0.2559209427229412,-0.3463997939584457,0.6253992833472164
3.65,0.19996465177479275,-0.10881933221598128,-0.3836170363548508,0.4351948841139784,-0.4910558696172988,1.143293131904226,-0.31208765934972693,-0.06424401153845857,0.0991318419203544,-0.38946490653044596,0.7746763880355393
3.7,-0.4222872397515707,-0.35370756613197746,-0.3338427421279559,0.7208376170446006,-0.3753529216092197,1.1258474118594188,-0.2340457217984109,-0.29426960556485515,0.16034930156459887,-0.3992028830503981,1.8854241282658186
3.75,-0.7409658404654609,-0.2934308458616388,-0.37417064490424873,0.47078091590448956,-0.3718512035634629,1.043713663133025,-0.3289264143093446,-0.2661087019496762,0.8657929032994316,-0.4384963108793341,2.1102958426286444
3.8,-0.5600844331896458,-0.8477797282332189,-0.3825256338471221,0.39016618464253466,0.29002002300188,1.154514552607953,-0.49807047906247687,-0.06093029443865188,0.1340992983946052,-0.5086301760680497,2.1582507042928274
3.85,-0.2638290977906354,0.15416165601204296,-0.20316907976950835,0.5741821961798581,-0.49096007221283483,1.1893077142869188,0.09686059757334786,-0.2722174085133067,-0.3167507586360127,-0.4382163248163041,2.9807374878992974
3.9,0.49557715013721815,0.23135335821475755,-0.30297666112767313,0.587986782697671,0.07986917978017814,1.5238080305292794,-0.797399561645346,-0.3597398256926947,0.8205462872649084,-0.3901064769131663,2.4190062341991085
3.95,-0.4590742878269269,-0.2751744555101835,-0.35912608838424975,0.27007341795110507,-0.5567086429269967,1.940261575739562,-0.2071519638848573,-0.4417624466633202,1.1880087389907896,-0.4135533662530962,1.935853722286367
4.0,0.060534871939136876,-0.16098214259138693,-0.3986154416855457,0.3304797202068364,-0.028654395224853586,1.765259457827704,-0.3724182175687142,-0.35366859938563716,0.3956560962297736,-0.5053742027767831,2.3725825174470487
4.05,-0.28454759506591076,0.09656950263155907,-0.39509805868563297,0.38324436625673114,-0.19093723340889684,1.457842080957652,-0.34459462925230505,-0.21016269292350548,-0.07113187910423022,-0.4320945579329005,1.4022121143768846
4.1,0.5560739111053609,-0.19545423889969238,-0.4816727112551027,0.4114089938541808,-0.4390054700048899,1.507657186799056,-0.31065755724070176,-0.30366506955141265,0.252625904730044,-0.45943645204356276,1.2889767116638942
4.15,-0.13875807748469496,-0.4603300242341371,-0.4042880594191414,0.19335895239790826,-0.2467214276794568,1.3068686506564298,-0.4513457838113852,-0.39906500032615,-0.4880069550199831,-0.426930926024095,1.8773929324890952
4.2,-0.27630392738360054,0.1372278951561496,-0.34119573842774714,0.04852710903584699,-0.056139672940088176,1.5700316567112473,-0.4608784250133086,-0.4244867697949305,0.6316906846769813,-0.47361092643249575,2.2360168415341204
4.25,0.2080227875209484,0.1838905536972194,-0.41042479123305897,0.2690910498698428,-0.30126197116516923,1.7093190164004333,-0.2495305628766031,-0.259255523323962,1.0615015490738855,-0.35521860897747015,2.458481376939295
4.3,-0.48319311192501563,-0.021300190192397737,-0.27519490324891743,0.4478529438050858,-0.4180953823646895,1.4091377541737298,-0.265663965971154,-0.31516148555887114,0.9070258053668959,-0.4086138776228508,1.0697678965996325
4.35,0.5179931809077952,0.016125422439799877,-0.35684622823490186,0.4157155677996166,-0.7435521965967028,1.1760510943623956,-0.062193931976548336,-0.41967219409742373,0.8099721083672643,-0.40640494018148204,1.9829168398122978
4.4,0.21405565126480774,-0.27773196368222747,-0.4597177668356231,0.6944444600313929,0.09576319019401378,0.8867927441606036,-0.21404324474226874,-0.5954339102703808,0.4005630409495774,-0.46536590354899937,2.2481006521051867
4.45,0.20226343505200875,0.1642590074758956,-0.44775910335179203,0.373658649019547,-0.8434230089541175,0.6954184025170737,-0.26931661207351865,-0.33808718941650195,0.1391566137305315,-0.39915514119950846,1.3738923157277698
4.5,0.36981013595667256,-0.2143252821595608,-0.29650035462637864,0.37806107494861513,0.08322346804230933,0.6422980443204407,-0.41385841930596257,-0.5191700400084769,-0.3730799234225829,-0.4343936395269359,1.1715166686412317
4.55,-0.26223451322576913,-0.15741389888879675,-0.29553893244863766,0.8723124389260678,-0.29293990801965447,0.35306771100447376,-0.22027576984061056,-0.5602271830507501,0.42309811851961276,-0.3982964684142638,0.844122067417826
4.6,0.1424952336453959,0.11502117889353844,-0.2751791825968292,0.7206545343675564,-0.3009920868692716,0.3807655141068906,-0.38802013534937774,-0.4605011368054028,0.5198246031999665,-0.49426736478872385,1.584121045414772
4.65,-0.10884692231571326,0.30531895957875915,-0.2678455951732481,0.5270966803767289,-0.515617274655908,0.22782056680186974,-0.22685581454563947,-0.4099832158938072,0.3382306515370645,-0.43260008759741964,1.2507734973058835
4.7,-0.8202846379953931,0.055677161706849825,-0.28788505017980964,0.7794763402707034,0.11189139633417675,0.37601443144314844,-0.2031567274935958,-0.46447776105238375,-0.12826901255133868,-0.49738932586696677,0.6727838686455143
4.75,-0.47896642724177824,0.17319613672391215,-0.3364623059987608,0.6421910844309417,-1.2289338302113428,0.319149693214585,-0.5569700703798441,-0.36240395507534895,0.37784391560400343,-0.4992743175750373,1.4988574627970572
4.8,0.12711841448131925,-0.4791332498878594,-0.2613363527230164,0.5153452880513074,-0.6205942938552987,0.21999400040182515,-0.42632965006722207,-0.5060054207040325,0.6797783093949964,-0.38509418457774014,1.722188213439807
4.85,-0.03141764215674747,-0.1691531463714356,-0.382122456111112,0.8445971162546018,-0.08593503711777817,0.08316131878145304,-0.1296629612062559,-0.4179741216467344,0.3694037789145837,-0.4313385405967728,0.5575365921830426
4.9,-0.3001321685022264,-0.0518307480831695,-0.2573227369096851,0.5169541215877433,0.012597437062385185,0.09291525400176799,-0.11330704427459262,-0.5057865129953351,0.4115017904767129,-0.4511270404795902,1.2444764993897426
4.95,-0.2732237405212501,-0.49069647444034364,-0.3557336103738421,0.6460070530797658,-0.8291749614234759,-0.01210584547697924,-0.26811376664849285,-0.35550289730251317,0.6324304592866754,-0.498688524541136,1.5617143292908529
5.0,-0.7386709156118729,-0.5642928009333239,-0.3665377521791116,0.7543919030956474,-0.5516367791854272,0.10203718673776056,-0.455555388774507,-0.4177727150495772,0.06872431579406467,-0.3813222250049422,2.0486335323103586
5.05,-0.9213891873362201,-0.3691647922367795,-0.3168863736663208,0.9101680652805128,-0.32189833992235506,0.10143947889548043,-0.41446844400231664,-0.4281317579346072,0.07419727894733537,-0.46599365392225167,1.2789503341112087
5.1,-0.8303636595169849,-0.3292507302100996,-0.36429652698390386,0.6867594229699617,-0.26512473808381587,0.11764926209768282,-0.023148038256822805,-0.4930590453493146,0.6721101988831314,-0.49943873119146465,0.9202007443243906
5.15,-0.15644472739363974,-0.5935299092685135,-0.42672026864226975,0.4799926647216682,-0.5228475904851706,0.058368704997779526,-0.6430350617746913,-0.333552609378341,0.2593444809459682,-0.5232383317768241,1.2239359459052883
5.2,0.14769915511300483,-0.24008567077234347,-0.3965915959038912,0.5611060039130552,-0.43240305099765286,0.13356748290949338,-0.46755492652237723,-0.4061841471716189,0.10440995795383777,-0.4438357029464313,0.8954948561302981
5.25,-0.44071656340847737,-0.5174727122099047,-0.41481939092062875,0.5894713359451063,-0.3971555766743333,0.34483786044848713,-0.45295877333934403,-0.44206587301434896,0.13840002495194362,-0.49960932193333596,1.3483025384417873
5.3,-0.759463924143438,-0.04134140986285504,-0.3073971213954564,0.6112220928172568,0.1675646146262684,1.3734451737011875,-0.16706291950263855,-0.4808714571251589,-0.279051409818216,-0.4586531611281439,1.7976932755857826
5.35,0.17959213861824397,-0.4614766183878304,-0.26558281053382904,0.4231157181174817,-0.04021828222876881,2.989404169750741,0.010234896279863766,-0.2137965520377653,0.46808316779668857,-0.5922091764244386,1.6125938210917878
5.4,-0.29734665964441576,-0.2963437014099573,-0.19011025021334405,0.0697334124717156,0.22312544419726976,4.4772216881368605,-0.3546393844139929,-0.5188494223000945,-0.5072751333114995,-0.5893253683976114,1.2346720268967852
5.45,0.0007825774299341844,-0.49155918786787034,-0.28129522594657597,-0.01347096877526479,-0.1041637560797671,6.177738935260416,-0.11603858627187845,-0.45935484718746145,-0.5468531286339298,-0.47950313196544553,1.606282684092195
5.5,-0.10693527360921964,-0.1311538394875384,-0.24417640074155522,0.11169370095723019,-0.21059110694593253,7.329657321732834,-0.33465113589851164,-0.4654907014930136,-0.48331918035534077,-0.5467751951367285,0.9123834021848741
5.55,0.1617705348828732,-0.009051814195096633,-0.28380162692916194,0.3306542763879391,-0.19507892386242434,8.155336782075766,-0.33629120424459436,-0.42703872391145414,-0.46538154767269124,-0.5152865129578377,2.0625206651499934
5.6,0.06483153605091206,-0.33205709325096316,-0.29264920347269197,0.07437561304586952,-0.01859977143708838,8.490842731812418,-0.4669937193679982,-0.3617578742180943,0.05992569165007859,-0.5062200370873231,2.181886146043931
5.65,0.021274665318730932,-0.3339071833629952,-0.31272364822063176,-0.1465331295052214,0.15229962786488294,8.630875691560968,-0.1726440963309804,-0.4842426668145199,-0.9304445669889295,-0.524743116178961,0.9449965727993287
5.7,-0.045126930709253145,-0.4517423095630287,-0.37002482292304856,-0.08270213944952873,-0.2460727097221212,9.180970303018748,-0.318242582825072,-0.5169279949556006,-0.13739463419943693,-0.5175006067284965,1.687061624365654
5.75,0.6704045360396095,-0.637787152782802,-0.36977914203460055,-0.40825940552959283,0.6203101025166413,9.413187849973179,-0.4463443639385803,-0.3594261553282106,-1.4909191287691586,-0.4363265432185884,3.4300182543942244
5.8,0.038894793820314036,-0.6809733894826046,-0.38737682062700984,-0.2346056709525638,0.0158282280736423,9.558354177583936,-0.27618153026917375,-0.28169588662186074,-0.7777814629446913,-0.5934476246403212,2.551481787471315
5.85,-0.2640372342652149,-0.6853675582919643,-0.40413339056850084,-0.3650257704395281,0.30554423279276155,9.50115678681032,-0.28116837298180297,-0.3684899610821649,-0.5506974022567306,-0.508066107670244,1.3732874771578918
5.9,0.0635792045819244,-0.9505609345682221,-0.46347801347990236,-0.5172469625608159,-0.19137942184958615,9.004420444061532,-0.28565890581933734,-0.27961805553845615,-1.053704288635502,-0.56571301847084,1.369843628456608
5.95,-0.1566102756074186,-0.8602939383243045,-0.393927440005583,-0.30033352696157106,0.2198227967234824,8.693783770751619,-0.2727365478935831,-0.3907143814614374,-0.9820696702155527,-0.4646760416559219,1.8916679082428567
6.0,0.6233901537344287,-0.7534359555343284,-0.2939045760376661,-0.4249962235677277,-0.447253666893311,8.789234751275881,-0.1548998379895698,-0.356032267207334,-1.6625671968373397,-0.4651320757941075,2.5622877783754343
6.05,0.00955255593524992,-0.9133098802839087,-0.3545757230563588,-0.052585123891693286,0.11494451814235149,8.951762213705209,-0.3509460876547202,-0.44798270898470827,-1.040067343452888,-0.47776527886196724,1.9445649687018853
6.1,0.2266087777372448,-0.7199657327926622,-0.3652248411672675,-0.34680658441154855,-0.1541246588991288,8.387344928851748,-0.13459667998003583,-0.31457706791003975,-1.550268545966504,-0.5223596880309278,2.615464282108793
6.15,-0.08488971520732953,-1.01025574403209,-0.442427608714534,-0.2816411603222201,0.16994743210621052,7.7431706428102,-0.354643303005438,-0.3120964678829188,-0.556312787864986,-0.4351325258096605,1.8635044250163468
6.2,0.23811191247977587,-1.5480944152933365,-0.43639888917847275,-0.24233476240788807,-0.1576500740205333,6.9769643009902795,-0.39024670603323663,-0.36068054915725933,-0.5710986817266845,-0.5637043795568469,1.191040582750277
6.25,0.10440449338653089,-0.8815302323039468,-0.4757197562297209,-0.2976482420219205,-0.2725164933943722,6.2510632375320405,-0.5433694988616379,-0.4370790961144172,-1.0165994310249782,-0.437409424718044,0.7752600179802399
6.3,0.5462198975616659,-0.9519886292241111,-0.4718695835844748,-0.3572529887999092,0.0054048111880741585,5.731441444148707,-0.37005228015325364,-0.4005140746614479,-0.596192373915999,-0.47802856574689,2.157950641521797
6.35,0.6084092233946835,-1.0288992309246299,-0.4300492833909643,-0.15243441263951546,-0.26617872817165844,5.62428128319367,-0.5220319522952057,-0.443762706448292,-1.3078523164499882,-0.47145369624246064,2.6914958287371853
