t,C000,C001,C002,C003,C004,C005,C006,C008,C012,C013,C029
0.6,-5.369042873382568,-4.023268222808838,-13.231433868408203,8.788553237915039,-2.5768024921417236,-3.2039833068847656,-6.722007751464844,-12.556754112243652,1.2472041845321655,31.687400817871094,43.35521697998047
0.65,4.709917068481445,-4.8968729972839355,-16.463275909423828,10.756887435913086,-6.277967929840088,-0.3396817445755005,-2.690063238143921,-11.310395240783691,-0.3547036945819855,36.725826263427734,51.531253814697266
0.7,-2.6961495876312256,-8.497814178466797,-23.42173957824707,8.159086227416992,-4.4054436683654785,-7.30150032043457,-12.611222267150879,-15.078700065612793,2.8501288890838623,28.9432373046875,40.5111083984375
0.75,-7.54725980758667,-10.916475296020508,-17.697452545166016,7.204349040985107,-4.926601409912109,-11.773141860961914,-5.367857933044434,-13.112889289855957,-3.127974033355713,24.482786178588867,48.54881286621094
0.8,-1.3565515279769897,-20.053821563720703,-16.0875301361084,10.09569263458252,-7.0458455085754395,-11.761353492736816,1.147875428199768,-12.284377098083496,4.100435256958008,37.43806838989258,49.692935943603516
0.85,-12.835838317871094,-6.361780166625977,-16.501075744628906,14.33544635772705,-4.1387481689453125,-1.6675870418548584,6.576836585998535,-18.955778121948242,1.0978513956069946,28.316213607788086,45.206050872802734
0.9,-4.29957914352417,-7.262871265411377,-19.233247756958008,8.528742790222168,-6.205397129058838,-5.984592437744141,-4.672085285186768,-17.29826545715332,7.034398555755615,27.71625328063965,47.407649993896484
0.95,-6.927126884460449,-17.223806381225586,-19.176271438598633,11.680699348449707,-4.452445983886719,-1.9859296083450317,-0.9552390575408936,-21.583433151245117,0.27634817361831665,33.75563049316406,38.93355178833008
1.0,-2.738201856613159,-14.091180801391602,-14.723833084106445,6.4382243156433105,-17.67178726196289,-1.5164397954940796,-5.209339618682861,-21.16022491455078,0.9784420132637024,20.424701690673828,48.43380355834961
1.05,-4.973069190979004,0.9717268347740173,-22.604106903076172,4.760793209075928,-9.584461212158203,-11.561722755432129,-1.7161102294921875,-13.189369201660156,4.5138421058654785,25.808631896972656,47.616146087646484
1.1,-13.358624458312988,-9.338101387023926,-13.991477012634277,2.2308285236358643,-8.414017677307129,-8.158556938171387,-3.607320547103882,-18.491504669189453,8.174903869628906,25.416168212890625,42.48358154296875
1.15,-7.253999710083008,-8.473651885986328,-23.74860191345215,5.889049530029297,2.9373600482940674,-7.686147212982178,-4.744110584259033,-16.436941146850586,2.3340859413146973,25.63744354248047,46.004940032958984
1.2,-4.472294807434082,-7.817066192626953,-20.982620239257812,11.235615730285645,-17.422243118286133,-9.007600784301758,-3.8184127807617188,-17.82902717590332,2.127633810043335,31.13397216796875,49.365516662597656
1.25,-10.218643188476562,-7.944867134094238,-23.493383407592773,9.194681167602539,1.1423957347869873,1.401003122329712,-11.196081161499023,-19.57054328918457,4.978036880493164,30.71733283996582,51.2049560546875
1.3,-9.414807319641113,-6.000765800476074,-26.55415916442871,13.218374252319336,-7.943739414215088,-1.5910743474960327,-6.904831409454346,-24.988645553588867,1.9639482498168945,24.876375198364258,46.234947204589844
1.35,-10.762899398803711,-13.23230266571045,-14.551804542541504,17.011154174804688,-8.080802917480469,-1.197292447090149,-5.623290061950684,-26.48546028137207,-2.1579973697662354,22.91248321533203,46.44235610961914
1.4,-5.2383246421813965,-10.354029655456543,-19.848371505737305,8.298055648803711,-14.735078811645508,-4.639641761779785,-6.688024997711182,-17.005661010742188,-2.289032220840454,26.467540740966797,55.987125396728516
1.45,-0.8576679825782776,-9.07719898223877,-26.431753158569336,12.969897270202637,-3.8407301902770996,-2.1629488468170166,-1.5712735652923584,-17.22000503540039,-1.7124792337417603,25.57818603515625,44.06388473510742
1.5,0.6767296195030212,-10.58266544342041,-22.09956169128418,8.488869667053223,-16.82764434814453,-6.357301235198975,-6.130723476409912,-16.812442779541016,0.003980740904808044,26.23579216003418,50.753841400146484
1.55,-12.62058162689209,-17.321508407592773,-19.792089462280273,14.947562217712402,-3.7138655185699463,-2.2026169300079346,-12.046721458435059,-17.712472915649414,2.7993695735931396,26.039052963256836,43.972415924072266
1.6,-10.902153968811035,-9.56020450592041,-21.719844818115234,10.717116355895996,-4.826391696929932,-1.2101362943649292,-5.758645057678223,-18.566028594970703,3.156665086746216,20.52132797241211,42.53300094604492
1.65,-4.826200008392334,-9.790987968444824,-8.234031677246094,10.307868003845215,-0.04697195440530777,-7.237704753875732,-9.685210227966309,-13.574673652648926,-6.579765319824219,20.76216697692871,47.606449127197266
1.7,0.6342343688011169,-18.46353530883789,-13.927891731262207,18.986156463623047,-17.503068923950195,-5.632206916809082,-9.509249687194824,-18.720176696777344,6.253145217895508,25.38215446472168,46.63814926147461
1.75,-5.460510730743408,-7.334155559539795,-14.571761131286621,10.100722312927246,-11.88109016418457,-1.6307730674743652,1.960697889328003,-11.036276817321777,-2.9516334533691406,20.430824279785156,47.24156188964844
1.8,-6.838229179382324,-4.773128509521484,-11.40682601928711,19.8471736907959,-10.201434135437012,-0.7341200113296509,-3.5900886058807373,-6.3969573974609375,0.6257336139678955,26.84092903137207,46.278682708740234
1.85,-6.205650329589844,-8.682398796081543,-24.68629264831543,11.956100463867188,-7.158297061920166,18.61197853088379,-2.541853427886963,-7.868776798248291,-0.12850148975849152,30.196104049682617,46.92661666870117
1.9,-0.5986375212669373,-11.066324234008789,-26.911523818969727,12.625550270080566,-7.161804676055908,34.759239196777344,-18.40825843811035,-8.665141105651855,-9.634471893310547,21.099977493286133,41.289161682128906
1.95,-5.067326545715332,-0.5121992230415344,-17.99616050720215,9.91704273223877,-4.609027862548828,122.13177490234375,-11.003899574279785,17.71672821044922,3.0836775302886963,19.074321746826172,47.95372772216797
2.0,-2.6551194190979004,-2.5332279205322266,-11.914855003356934,12.956040382385254,-6.2755608558654785,253.17587280273438,1.4428842067718506,52.290130615234375,-5.787261962890625,20.338279724121094,46.64596176147461
2.05,1.9488714933395386,13.205619812011719,-15.39922046661377,9.361557960510254,-10.622520446777344,349.8182373046875,-5.339035511016846,65.18856811523438,5.453662395477295,18.35041046142578,57.85830307006836
2.1,-8.254651069641113,0.16958022117614746,-12.207743644714355,18.764984130859375,-8.55804443359375,440.7421569824219,1.9345148801803589,58.62495040893555,-2.9511523246765137,22.841381072998047,48.49816131591797
2.15,-0.9212678074836731,10.72475814819336,-19.9617862701416,16.62097930908203,-11.173575401306152,514.2142333984375,-2.960031270980835,49.11330032348633,0.7418434619903564,18.16250991821289,62.70937728881836
2.2,-10.295865058898926,4.8899006843566895,-11.16359806060791,7.441627025604248,6.761145114898682,560.6837768554688,1.737871527671814,33.13408279418945,5.957906246185303,25.728517532348633,56.077049255371094
2.25,-9.234903335571289,0.8928031921386719,-20.620784759521484,7.3855791091918945,-4.009925842285156,619.4948120117188,-4.291506767272949,35.683414459228516,-9.579054832458496,21.37324333190918,59.02595520019531
2.3,0.29743027687072754,8.020600318908691,-10.559266090393066,4.478122711181641,-4.40875768661499,647.6043090820312,-5.777646064758301,29.114120483398438,-1.5840815305709839,20.77667999267578,53.91100311279297
2.35,-6.876688480377197,-0.5459693074226379,-24.799299240112305,7.694263935089111,-6.971518039703369,663.086181640625,-11.013916969299316,29.436283111572266,-1.4804775714874268,21.10841178894043,54.04190444946289
2.4,-6.012277603149414,3.9877357482910156,-31.721927642822266,15.152641296386719,-2.236067056655884,657.74462890625,1.9586176872253418,18.18392562866211,-11.64879035949707,21.595857620239258,64.70082092285156
2.45,-3.080501079559326,-4.543139457702637,-23.317663192749023,10.600168228149414,-3.438386917114258,678.449951171875,-0.9119518399238586,15.689509391784668,-8.327285766601562,16.084611892700195,57.605262756347656
2.5,0.9785925149917603,-4.788450241088867,-28.304746627807617,9.198760986328125,-1.7038170099258423,683.7630615234375,-3.4083454608917236,17.19025421142578,-2.26057505607605,21.322359085083008,55.761695861816406
2.55,-4.958374977111816,-9.878083229064941,-28.11429786682129,5.192394256591797,-2.2763454914093018,656.1467895507812,-0.19675149023532867,16.119054794311523,-2.3454434871673584,22.97006607055664,44.863487243652344
2.6,-8.630929946899414,-10.124881744384766,-29.367830276489258,6.605818271636963,-5.859043598175049,604.4154663085938,-0.9890041947364807,17.073942184448242,-3.5190377235412598,25.14409828186035,49.4691162109375
2.65,-5.105400085449219,-14.687970161437988,-28.604585647583008,13.167865753173828,-2.220979928970337,529.7451782226562,-1.853558897972107,18.540128707885742,-1.8911925554275513,23.52055549621582,46.73442077636719
2.7,-7.242974281311035,-24.457862854003906,-21.27779197692871,14.776119232177734,-3.811028242111206,485.4360656738281,-4.863483428955078,11.17402172088623,-12.957868576049805,21.25579261779785,46.55379867553711
2.75,-10.996060371398926,-13.371240615844727,-27.764419555664062,14.199020385742188,-9.470104217529297,423.44732666015625,-7.707064151763916,8.460588455200195,-8.337403297424316,25.43637466430664,53.689598083496094
2.8,-8.16129207611084,-20.0465030670166,-29.177785873413086,23.68181610107422,-10.545103073120117,392.212158203125,3.0815861225128174,12.77234172821045,-2.934091567993164,24.983837127685547,51.409202575683594
2.85,-10.492387771606445,-8.202896118164062,-19.74024772644043,11.953346252441406,-7.836858749389648,372.6217041015625,-10.824200630187988,13.634620666503906,-6.973618507385254,23.81197738647461,54.664825439453125
2.9,-12.369050979614258,-11.430862426757812,-29.214101791381836,20.24559783935547,-0.42838528752326965,355.7611389160156,-8.949902534484863,5.37768030166626,4.534929275512695,22.767236709594727,56.907318115234375
2.95,-16.050678253173828,-16.10839080810547,-27.975709915161133,15.924076080322266,-5.849064826965332,324.0515441894531,-6.47056770324707,10.172811508178711,-0.1667042076587677,18.7636661529541,45.43842697143555
3.0,-12.354750633239746,-9.112407684326172,-30.765188217163086,12.234127044677734,-3.5995635986328125,284.0543212890625,-12.849576950073242,12.178426742553711,4.151803016662598,24.811351776123047,43.5048713684082
3.05,-9.228154182434082,-13.12999439239502,-25.338809967041016,13.439756393432617,-9.116786003112793,251.42974853515625,-0.5942822694778442,11.825785636901855,-3.4964473247528076,25.317222595214844,55.3361930847168
3.1,-11.306902885437012,-21.303361892700195,-29.452985763549805,3.5019283294677734,-13.031789779663086,205.73399353027344,-5.495456695556641,10.961665153503418,2.177823543548584,23.794105529785156,51.33729934692383
3.15,-6.820037364959717,-21.809249877929688,-29.000391006469727,4.879171371459961,-0.5496957302093506,182.9487762451172,1.3831325769424438,13.44160270690918,1.3580915927886963,26.664091110229492,57.916831970214844
3.2,-10.683917045593262,-14.515800476074219,-20.553958892822266,5.205500602722168,-4.49330472946167,157.20904541015625,-1.1417986154556274,10.282499313354492,-3.384542226791382,21.297365188598633,46.69965744018555
3.25,-7.269295692443848,-13.61690616607666,-33.47779083251953,10.173038482666016,-3.0352489948272705,123.38980865478516,-10.223284721374512,13.983665466308594,-4.123979568481445,27.173521041870117,52.1771240234375
3.3,-6.104837894439697,-7.215282440185547,-23.28959846496582,16.754329681396484,-12.19031810760498,113.52851867675781,-14.32273006439209,13.153491020202637,2.96197247505188,13.608283042907715,45.459503173828125
3.35,-14.72377872467041,-19.171939849853516,-21.182180404663086,4.973870277404785,-11.89439582824707,96.29145050048828,-5.658926963806152,11.131373405456543,-2.6844544410705566,16.099674224853516,48.70649719238281
3.4,-3.9940009117126465,-20.55497169494629,-21.976415634155273,11.9257230758667,-4.1450066566467285,75.16698455810547,-3.58420991897583,8.23566722869873,6.020809650421143,23.92011833190918,50.45023727416992
3.45,-2.184439182281494,-10.30974006652832,-20.53017234802246,12.127853393554688,-6.356525421142578,78.4536361694336,-4.077596664428711,3.3740055561065674,8.274918556213379,20.624385833740234,48.773597717285156
3.5,-8.74151611328125,-12.112235069274902,-24.135147094726562,21.05095863342285,-12.853442192077637,61.6833381652832,-7.0505194664001465,-3.315337657928467,1.4558695554733276,20.61674690246582,51.68986892700195
3.55,-6.947777271270752,-7.837555885314941,-14.652593612670898,14.33006763458252,-7.74110746383667,74.91937255859375,-8.51572322845459,-4.814937114715576,4.2220001220703125,28.24175262451172,51.38138961791992
3.6,-2.609333038330078,-5.637885093688965,-25.28900718688965,18.52320671081543,-2.180999279022217,81.15503692626953,-0.49717453122138977,-5.635688781738281,-5.860796928405762,25.4443416595459,41.5427131652832
3.65,-2.334477186203003,-7.728322505950928,-28.431968688964844,19.011873245239258,-11.026518821716309,71.34174346923828,-3.9363183975219727,-5.77897310256958,-1.5038765668869019,22.320024490356445,42.9908332824707
3.7,-10.485058784484863,-12.454363822937012,-24.018325805664062,25.73198890686035,-9.384705543518066,70.16046905517578,-2.2174794673919678,-15.67660903930664,-0.7786968946456909,21.635704040527344,53.74523162841797
3.75,-14.660517692565918,-11.318443298339844,-27.595888137817383,19.65231704711914,-9.333466529846191,64.41337585449219,-4.312546253204346,-14.445544242858887,7.856024265289307,18.797643661499023,55.895355224609375
3.8,-12.290180206298828,-21.983776092529297,-28.364154815673828,17.7225399017334,0.04767841845750809,72.15502166748047,-8.06881046295166,-5.575967788696289,-1.09917414188385,13.687169075012207,56.249534606933594
3.85,-8.410101890563965,-2.7205681800842285,-12.484198570251465,22.11574363708496,-11.025160789489746,74.54326629638672,5.078425407409668,-14.65744686126709,-6.581243991851807,18.81856918334961,64.12653350830078
3.9,1.538819432258606,-1.2158360481262207,-21.35179901123047,22.426666259765625,-2.9314379692077637,97.84908294677734,-14.64256477355957,-18.416549682617188,7.281420707702637,22.330650329589844,58.61770248413086
3.95,-10.966143608093262,-10.923864364624023,-26.34733772277832,14.811653137207031,-11.957218170166016,126.79183197021484,-1.6219027042388916,-21.965404510498047,11.789846420288086,20.62830924987793,53.87208557128906
4.0,-4.156563758850098,-8.752270698547363,-29.895294189453125,16.226821899414062,-4.490876197814941,114.6086654663086,-5.265868663787842,-18.15485954284668,2.118574619293213,13.956907272338867,58.0841064453125
4.05,-8.679871559143066,-3.782975912094116,-29.628963470458984,17.45940399169922,-6.7720112800598145,93.21253967285156,-4.651129722595215,-11.955869674682617,-3.5779902935028076,19.31656837463379,48.62935256958008
4.1,2.33131742477417,-9.414450645446777,-37.33396530151367,18.10544776916504,-10.308048248291016,96.66671752929688,-3.8922410011291504,-15.97860336303711,0.38966530561447144,17.32742691040039,47.34648513793945
4.15,-6.77169132232666,-14.524435997009277,-30.49734115600586,12.868536949157715,-7.601613521575928,82.68482971191406,-6.984811305999756,-20.098190307617188,-8.637457847595215,19.69943618774414,52.878570556640625
4.2,-8.572700500488281,-3.0626089572906494,-24.902807235717773,9.398634910583496,-4.880509853363037,101.00650024414062,-7.17071533203125,-21.18642234802246,5.017536640167236,16.311872482299805,56.465065002441406
4.25,-2.228916883468628,-2.183016061782837,-31.043916702270508,14.659353256225586,-8.335984230041504,110.70936584472656,-2.484975814819336,-14.056872367858887,10.27995777130127,24.925195693969727,58.522525787353516
4.3,-11.282916069030762,-6.125404357910156,-19.071529388427734,18.903583526611328,-9.990626335144043,89.81210327148438,-2.7696821689605713,-16.46375274658203,8.379008293151855,21.048282623291016,45.137603759765625
4.35,1.8332855701446533,-5.407336711883545,-26.334436416625977,18.108671188354492,-14.605928421020508,73.60657501220703,1.7890886068344116,-20.965660095214844,7.179104804992676,21.223312377929688,53.90349578857422
4.4,-2.145465850830078,-11.099634170532227,-35.49526596069336,24.739097595214844,-2.706123113632202,53.46928787231445,-1.5381015539169312,-28.52373695373535,2.1784818172454834,16.912696838378906,56.47483825683594
4.45,-2.3027241230010986,-2.6569042205810547,-34.47175216674805,17.044960021972656,-16.018508911132812,40.16594696044922,-2.735255002975464,-17.413393020629883,-1.0152279138565063,21.75161361694336,47.97957229614258
4.5,-0.10510675609111786,-9.881645202636719,-21.07876205444336,17.121723175048828,-2.88388729095459,36.45825958251953,-5.921056270599365,-25.236509323120117,-7.2911505699157715,19.169681549072266,46.01039505004883
4.55,-8.382009506225586,-8.740880966186523,-21.015710830688477,28.902740478515625,-8.218009948730469,16.346464157104492,-1.6493327617645264,-26.98836898803711,2.406909704208374,21.786062240600586,42.826942443847656
4.6,-3.0755836963653564,-3.5067856311798096,-19.259443283081055,25.274295806884766,-8.351558685302734,18.261802673339844,-5.308993816375732,-22.68100929260254,3.574087142944336,14.789258003234863,49.902950286865234
4.65,-6.363595962524414,0.1495213806629181,-18.658472061157227,20.644710540771484,-11.374703407287598,7.6086931228637695,-1.7143890857696533,-20.512351989746094,1.3433462381362915,19.27972984313965,46.5538330078125
4.7,-15.662178039550781,-4.646734237670898,-20.457313537597656,26.64910316467285,-2.4984869956970215,17.93124008178711,-1.18765389919281,-22.87908935546875,-4.371190071105957,14.538774490356445,40.93913269042969
4.75,-11.212102890014648,-2.388446807861328,-24.787185668945312,23.342998504638672,-21.486740112304688,13.963032722473145,-8.987167358398438,-18.497207641601562,1.8269709348678589,14.38172435760498,48.96171951293945
4.8,-3.2513480186462402,-14.902387619018555,-18.16841697692871,20.311826705932617,-12.882266998291016,7.075921058654785,-6.087066650390625,-24.68976402282715,5.49398136138916,22.69590187072754,51.12454605102539
4.85,-5.307005882263184,-8.931173324584961,-28.92517852783203,28.178468704223633,-5.322291851043701,-2.432614803314209,0.47483664751052856,-20.898174285888672,1.6855230331420898,19.319761276245117,39.8062744140625
4.9,-8.809770584106445,-6.655564308166504,-17.904905319213867,20.285839080810547,-3.9060866832733154,-1.765743613243103,0.8363723158836365,-24.680328369140625,2.191251277923584,17.87748908996582,46.47334671020508
4.95,-8.439921379089355,-15.107749938964844,-26.68128204345703,23.30531883239746,-15.819724082946777,-9.084490776062012,-2.5771801471710205,-18.205455780029297,4.880261421203613,14.411367416381836,49.54960250854492
5.0,-14.554558753967285,-16.538230895996094,-27.64016342163086,25.857933044433594,-11.904719352722168,-1.1310735940933228,-6.7083587646484375,-20.897024154663086,-2.0022361278533936,22.938688278198242,54.224281311035156
5.05,-16.9307861328125,-12.773228645324707,-23.23721694946289,29.542896270751953,-8.667327880859375,-1.1844310760498047,-5.799211502075195,-21.336002349853516,-1.9358220100402832,16.7432861328125,46.69392013549805
5.1,-15.7337646484375,-12.023270606994629,-27.50075912475586,24.19049835205078,-7.843100070953369,-0.04484368488192558,2.8324403762817383,-24.14211654663086,5.35252571105957,14.292217254638672,43.117286682128906
5.15,-6.9009318351745605,-17.083093643188477,-33.095863342285156,19.235734939575195,-11.51600170135498,-4.157592296600342,-10.838655471801758,-17.25932502746582,0.30184605717658997,12.544025421142578,45.975189208984375
5.2,-2.891899824142456,-10.271782875061035,-30.441585540771484,21.127912521362305,-10.214451789855957,1.0816304683685303,-6.966238021850586,-20.397518157958984,-1.592722773551941,18.320087432861328,42.77315902709961
5.25,-10.575257301330566,-15.622098922729492,-32.07606506347656,21.759750366210938,-9.695380210876465,15.788207054138184,-6.646416187286377,-21.951671600341797,-1.1807763576507568,14.245699882507324,47.15918731689453
5.3,-14.746611595153809,-6.492774963378906,-22.553138732910156,22.274188995361328,-1.6882599592208862,87.37024688720703,-0.338718056678772,-23.616790771484375,-6.274270534515381,17.17064094543457,51.49323654174805
5.35,-2.4493114948272705,-14.54646110534668,-18.84901237487793,17.774385452270508,-4.635406494140625,199.81802368164062,3.569580316543579,-12.09743881225586,2.85026478767395,7.378677845001221,49.66465377807617
5.4,-8.721929550170898,-11.352452278137207,-12.186960220336914,9.209177017211914,-0.9216235876083374,303.3194274902344,-4.478787422180176,-25.243383407592773,-9.046183586120605,7.586382865905762,45.96844482421875
5.45,-4.841279029846191,-15.080432891845703,-20.30584144592285,7.099491596221924,-5.541903018951416,421.65045166015625,0.784547746181488,-22.676115036010742,-9.540742874145508,15.586814880371094,49.552242279052734
5.5,-6.227570533752441,-8.123570442199707,-17.055130004882812,10.061826705932617,-7.049027919769287,501.81378173828125,-4.034970283508301,-22.92275047302246,-8.753713607788086,10.682126998901367,42.806396484375
5.55,-2.682771682739258,-5.744314193725586,-20.528135299682617,15.265283584594727,-6.830724239349365,559.2786254882812,-4.07324743270874,-21.247501373291016,-8.5460844039917,12.974248886108398,53.9711799621582
5.6,-3.977452516555786,-11.931684494018555,-21.281187057495117,9.126582145690918,-4.34834098815918,582.63330078125,-6.953860282897949,-18.42484474182129,-2.1358158588409424,13.620626449584961,55.103240966796875
5.65,-4.572835922241211,-11.949934005737305,-23.02995491027832,3.8329954147338867,-1.9450567960739136,592.3876953125,-0.4597095251083374,-23.71318244934082,-14.229931831359863,12.256521224975586,43.06236267089844
5.7,-5.417891025543213,-14.23073673248291,-28.10761833190918,5.281209945678711,-7.605166912078857,630.6615600585938,-3.6730704307556152,-25.139869689941406,-4.5448317527771,12.72708511352539,50.25779342651367
5.75,3.9306626319885254,-17.787212371826172,-28.081424713134766,-2.574462413787842,4.689499855041504,646.8187255859375,-6.5005316734313965,-18.333173751831055,-21.072572708129883,18.585126876831055,67.17461395263672
5.8,-4.3172197341918945,-18.599267959594727,-29.62432289123535,1.5682209730148315,-3.8924367427825928,656.924560546875,-2.7483553886413574,-14.973905563354492,-12.375496864318848,7.130508899688721,58.62974548339844
5.85,-8.260786056518555,-18.666160583496094,-31.092622756958008,-1.554513931274414,0.22735187411308289,652.95068359375,-2.857482433319092,-18.706186294555664,-9.612482070922852,13.347335815429688,47.174381256103516
5.9,-3.964876890182495,-23.758792877197266,-36.297210693359375,-5.221302032470703,-6.829830169677734,618.4089965820312,-2.9544191360473633,-14.856985092163086,-15.755438804626465,9.145082473754883,47.026798248291016
5.95,-6.8451385498046875,-22.023330688476562,-30.070024490356445,-0.0681353211402893,-0.9878425598144531,596.8154296875,-2.667304754257202,-19.62708282470703,-14.882795333862305,16.50630760192871,51.98100280761719
6.0,3.3769631385803223,-19.964475631713867,-21.198293685913086,-3.047368288040161,-10.424975395202637,603.4617919921875,-0.07045446336269379,-18.11263084411621,-23.19194984436035,16.471569061279297,58.3525505065918
6.05,-4.659992694854736,-23.029315948486328,-26.578588485717773,5.85028076171875,-2.4746060371398926,614.7750854492188,-4.3964691162109375,-22.05646514892578,-15.590868949890137,15.549466133117676,52.21077346801758
6.1,-1.820810079574585,-19.2816219329834,-27.47479248046875,-1.2118321657180786,-6.301703453063965,575.5379638671875,0.3743779957294464,-16.325773239135742,-21.820934295654297,12.288920402526855,58.71033477783203
6.15,-5.897171497344971,-24.824132919311523,-34.2736701965332,0.31310105323791504,-1.72037935256958,530.7516479492188,-4.479734420776367,-16.19931411743164,-9.687265396118164,18.63436508178711,51.39004898071289
6.2,-1.652821660041809,-35.12505340576172,-33.694793701171875,1.2466198205947876,-6.3693389892578125,477.4481506347656,-5.26793909072876,-18.2664852142334,-9.866586685180664,9.260257720947266,44.81819152832031
6.25,-3.417447328567505,-22.290409088134766,-37.13799285888672,-0.08067083358764648,-8.002604484558105,426.9489440917969,-8.642196655273438,-21.53255271911621,-15.306746482849121,18.458589553833008,40.73942947387695
6.3,2.3660449981689453,-23.638160705566406,-36.774986267089844,-1.5116770267486572,-4.057858943939209,390.8060302734375,-4.818727493286133,-19.93975067138672,-10.17294692993164,15.451600074768066,54.13914108276367
6.35,3.1764957904815674,-25.109853744506836,-33.04439163208008,3.3753416538238525,-7.9029412269592285,383.36065673828125,-8.171585083007812,-21.82063865661621,-18.862552642822266,15.883692741394043,59.29133224487305
6.4,1.7344722747802734,-29.558618545532227,-31.10038185119629,3.596076011657715,-0.07572190463542938,350.1773986816406,-0.0075267911888659,-15.10944652557373,-24.82803726196289,13.478816986083984,58.761619567871094
6.45,-1.4829645156860352,-25.294036865234375,-27.990398406982422,-3.141435146331787,-7.600801944732666,307.3022766113281,-1.6472053527832031,-18.41411590576172,-16.84821128845215,14.42642879486084,44.65768814086914
6.5,-1.173911690711975,-19.116647720336914,-28.97256851196289,1.2893812656402588,-2.598763942718506,273.6860656738281,-0.5517788529396057,-18.042722702026367,-15.915925979614258,8.998350143432617,42.60617446899414
6.55,-1.7302379608154297,-34.049163818359375,-27.60039520263672,2.1886396408081055,-9.347780227661133,239.27822875976562,-4.300333499908447,-21.025270462036133,-10.600300788879395,14.740435600280762,50.77437210083008
6.6,4.405330181121826,-29.923629760742188,-27.797286987304688,0.8393216133117676,-7.1606574058532715,223.0554962158203,-5.831559658050537,-17.25013542175293,-17.99054527282715,11.743631362915039,51.26224899291992
6.65,-4.054563999176025,-29.820777893066406,-30.93766975402832,-1.3202136754989624,1.0567750930786133,211.0726318359375,-6.4475297927856445,-13.93937873840332,-23.126575469970703,20.61125946044922,62.15896224975586
6.7,-6.274600505828857,-23.873994827270508,-18.694168090820312,-0.10325287282466888,-1.3041599988937378,194.17247009277344,-4.260590076446533,-13.722970962524414,-13.4380521774292,11.331812858581543,53.96334457397461
6.75,-1.7650704383850098,-29.917009353637695,-31.000667572021484,1.6008964776992798,-6.617607116699219,165.93350219726562,0.4619825482368469,-22.454029083251953,-16.8128662109375,13.585275650024414,45.57489013671875
6.8,-7.428536891937256,-27.659015655517578,-30.751710891723633,0.0013312622904777527,-6.766347408294678,148.2953643798828,-1.200598955154419,-17.95416259765625,-16.792823791503906,19.25706672668457,49.455509185791016
6.85,-5.124255180358887,-25.63118553161621,-27.585556030273438,-2.752981185913086,-9.314071655273438,124.43143463134766,-2.1091346740722656,-17.375513076782227,-8.344563484191895,10.50027084350586,51.984397888183594
6.9,-7.066521167755127,-23.05118751525879,-32.719932556152344,3.8191123008728027,-12.54806900024414,106.8978042602539,-1.2720675468444824,-16.942365646362305,-11.005764961242676,21.874780654907227,48.869537353515625
