snr,mad,eventRate,eventAmpMedian,eventAmpSD,riseMedian,riseSD,decayMedian,decaySD,numContourComponents,overallCenterInPixelsX,overallCenterInPixelsY,overallAreaInPixels,overallMaxContourWidthInPixels,largestComponentCenterInPixelsX,largestComponentCenterInPixelsY,largestComponentAreaInPixels,largestComponentMaxContourWidthInPixels,likely_repeat,peak_95th_percentile
14.009076666666667,6.715803333333334,0.024173733333333332,94.36383333333333,381.741,0.125,0.09153006666666667,0.625,0.4960796666666667,1.0,217.0,18.0,60.5,12.083,217.0,18.0,60.5,12.083,False,25.012791650933742
8.7505,6.185683333333333,0.030793503333333333,53.9926,109.7459,0.11666666666666665,0.08455366666666665,0.39166666666666666,0.3251323333333333,1.0,137.0,122.0,67.0,10.2956,137.0,122.0,67.0,10.2956,False,25.93549156640476
11.109350000000001,7.062256666666666,0.029753266666666667,78.77946666666666,151.49429999999998,0.13333333333333333,0.3353629,0.425,0.6335996666666667,1.0,227.0,78.0,41.5,9.48683,227.0,78.0,41.5,9.48683,False,20.149893940441977
17.369396666666663,4.155646666666667,0.018998056666666666,78.93493333333333,67.97019666666667,0.10000000000000002,0.1329456,0.30833333333333335,0.3267356666666667,1.0,106.0,223.0,71.5,13.6015,106.0,223.0,71.5,13.6015,False,16.80664474334256
7.24857,6.58634,0.013268029999999998,49.98163333333334,53.984333333333346,0.11666666666666665,0.047836800000000006,0.7000000000000001,0.3916486666666666,1.0,138.0,225.0,60.5,10.816700000000003,138.0,225.0,60.5,10.816700000000003,False,21.88034226125211
12.466603333333332,9.493756666666668,0.02264009,140.0945,144.85943333333333,0.15,0.34634760000000003,0.5833333333333334,0.380959,1.0,224.0,75.0,39.0,9.48683,224.0,75.0,39.0,9.48683,False,22.66371564234271
14.848799999999999,4.39227,0.04469273333333334,72.8033,81.66609,0.10000000000000002,0.0327054,0.2833333333333333,0.312417,1.0,88.0,144.0,62.0,14.1421,88.0,144.0,62.0,14.1421,False,14.15570008382527
10.659296666666664,4.184073333333333,0.051030733333333335,51.06720000000001,43.44506666666666,0.08333333333333333,0.07961526666666667,0.23333333333333336,0.3631883333333333,1.0,170.0,250.0,64.0,14.0357,170.0,250.0,64.0,14.0357,False,14.590941549709353
35.817033333333335,5.335166666666667,0.040115099999999994,196.55826666666667,257.958,0.19166666666666668,0.7118866666666667,0.6083333333333333,2.0677073333333333,1.0,211.0,42.0,54.5,10.7703,211.0,42.0,54.5,10.7703,False,11.993452798520892
31.467633333333335,9.215696666666666,0.03823496666666667,266.791,215.66549999999998,0.375,0.8240590000000001,2.2333333333333334,2.08691,1.0,271.0,154.0,58.0,10.198,271.0,154.0,58.0,10.198,False,12.487756003518227
27.067233333333334,4.771036666666666,0.05124753333333334,136.64913333333334,270.902,0.13333333333333333,0.4789863333333333,0.55,1.9021800000000002,1.0,93.0,129.0,68.0,12.1655,93.0,129.0,68.0,12.1655,False,12.209738824125747
12.78983,6.838970000000001,0.06376176666666666,91.7041,191.77916666666667,0.13333333333333333,0.13814216666666665,0.2916666666666667,1.0400993333333335,1.0,241.0,134.0,52.5,10.0,241.0,134.0,52.5,10.0,False,13.632823402220659
14.908706666666665,11.890753333333334,0.030728833333333334,171.50413333333333,210.9273333333333,0.20000000000000004,0.1652395,0.8583333333333334,0.5701766666666667,1.0,267.0,133.0,60.0,11.1803,267.0,133.0,60.0,11.1803,False,13.46199416483356
6.446676666666666,6.206449999999999,0.013240863333333333,41.0897,43.73214666666666,0.10833333333333334,0.2054467666666667,0.34166666666666673,0.7635299999999999,1.0,340.0,119.0,57.0,16.4924,340.0,119.0,57.0,16.4924,False,16.77514385828457
13.202779999999999,9.54249,0.02064496,153.41666666666666,89.13386666666666,0.2833333333333334,0.9318749,1.0999999999999999,1.6081836666666665,1.0,270.0,98.0,61.0,11.7047,270.0,98.0,61.0,11.7047,False,12.634399159899214
8.382956666666667,7.824206666666668,0.0071706899999999995,68.3225,52.933666666666674,0.10000000000000002,0.0207194,0.45,0.17247466666666667,1.0,271.0,25.0,62.0,10.6301,271.0,25.0,62.0,10.6301,False,15.651701961362178
