auto_rewarded,change_contrast,change_frame,change_image_category,change_image_name,change_ori,change_time,cumulative_reward_number,cumulative_volume,delta_ori,initial_contrast,initial_image_category,initial_image_name,initial_ori,lick_times,optogenetics,response_latency,response_time,response_type,reward_frames,reward_times,reward_volume,rewarded,scheduled_change_time,startframe,starttime,endframe,endtime,trial_length,mouse_id,response_window,task,stage,session_duration,user_id,LDT_mode,blank_screen_timeout,stim_duration,blank_duration_range,prechange_minimum,stimulus_distribution,stimulus,distribution_mean,computer_name,behavior_session_uuid,startdatetime,date,year,month,day,hour,dayofweek,number_of_rewards,rig_id,trial_type,lick_frames,reward_licks,reward_lick_count,reward_lick_latency,reward_rate,response,color
,1.0,,,,,,54,0.36800000000000027,0.0,1.0,,,90.0,[],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.6981237095426422,37363,1428.6960593741387,37383,1429.463362975046,0.7674799957312644,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[],[],0,,0.0,0.0,lightgray
,1.0,37484.0,im063,im063,90.0,1433.333224717062,55,0.3750000000000003,0.0,1.0,im077,im077,90.0,"[1433.383266939316, 1433.5167089104652, 1433.8836750527844, 1433.9837627047673, 1434.1338964281604, 1434.284011549782, 1434.417450313922, 1434.8011014726944, 1435.268191828858]",False,0.18348419340327382,[],HIT,[37486],[1433.43330531],0.007,True,3.69812210627083,37383,1429.463362975046,37543,1435.551737376023,6.087822124827653,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,1,Widefield-329,go,"[37485, 37488, 37499, 37502, 37505, 37508, 37512, 37523, 37535]","[0.0834036  0.45036974 0.55045739 0.70059111 0.85070624 0.984145
 1.36779616 1.83488652 3.8031406  3.91990845 4.98745   ]",11,0.08340359712019563,0.0,1.0,#55a868
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1437.236445909366, 1437.353213767521]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.973439661820976,37543,1435.551737376023,37603,1437.8369461647235,2.285150418523699,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[37586, 37589]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,[1438.4207553095184],False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.973437416402248,37603,1437.8369461647235,37623,1438.6042443136685,0.7675569681450725,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[37618],[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1440.3390162372962, 1440.4557677390985]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.973438699764756,37623,1438.6042443136685,37683,1440.9061445342377,2.302077256143093,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[37667, 37670]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1442.0237311846577, 1442.2238952638581]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.97343645481169,37683,1440.9061445342377,37723,1442.4407446808182,1.5343079729937017,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[37711, 37717]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,[1444.2589060897008],False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.9734380585491635,37723,1442.4407446808182,37783,1444.7426416939124,2.3025493528693914,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[37769],[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1444.9428493906744, 1445.0595685001463]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.973436775652317,37783,1444.7426416939124,37803,1445.509945616126,0.7667529294267297,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[37787, 37790]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1447.244705352001, 1447.3614703239873]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.731488702999513,37803,1445.509945616126,37863,1447.8118464774452,2.3020063773728907,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[37847, 37850]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1452.8492973237298, 1452.9827809878625]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,4.731483251037162,37863,1447.8118464774452,38003,1453.132902844809,5.320922307204455,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[37995, 37999]",[],0,,0.0,0.0,lightgray
False,1.0,38144.0,im063,im063,90.0,1458.5040056034923,55,0.3750000000000003,0.0,1.0,im063,im063,90.0,[],False,,[],CR,[],[],0.0,False,4.731485816830855,38003,1453.132902844809,38223,1461.5064918072894,8.373571643605828,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,catch,[],[],0,,0.0,0.0,#4c72b0
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1462.6240813443437, 1462.7575188255869, 1462.9243273027241]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,4.7314777986091485,38223,1461.5064918072894,38263,1463.0410890677013,1.5350902038626373,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[38251, 38255, 38260]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1465.7266327496618, 1465.8267207224853, 1465.9935208614916]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,4.731482929730873,38263,1463.0410890677013,38343,1466.110291606281,3.068651545327157,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[38332, 38335, 38340]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,55,0.3750000000000003,0.0,1.0,,,90.0,"[1466.1603351114318, 1466.310451836791]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,4.731483571877789,38343,1466.110291606281,38363,1466.8775891140103,0.7672333642840385,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[38344, 38347]",[],0,,0.0,0.0,lightgray
,1.0,38484.0,im085,im085,90.0,1471.5314288903028,56,0.3820000000000003,0.0,1.0,im063,im063,90.0,"[1471.8817148264498, 1471.981799912639, 1472.1152479774319, 1472.232007817831, 1472.3320893766358, 1472.482216364704, 1472.548940076027, 1472.6823775572702, 1472.8491879589856]",False,0.35028593614697456,[],HIT,[38493],[1471.88171483],0.007,True,4.5231861198456045,38363,1466.8775891140103,38583,1475.3012129222043,8.423713609576225,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,1,Widefield-329,go,"[38493, 38496, 38500, 38503, 38505, 38508, 38510, 38514, 38519]","[0.10008509 0.23353315 0.35029299 0.45037455 0.60050154 0.66722525
 0.80066273 0.96747313]",8,0.10008508618921041,0.0,1.0,#55a868
,1.0,38664.0,im069,im069,90.0,1478.3870905358344,57,0.3890000000000003,0.0,1.0,im085,im085,90.0,"[1478.4872211641632, 1478.6206775675528, 1478.7540752794594, 1478.9542252472602, 1479.104344858788, 1479.2544683190063, 1479.3879138180055, 1479.4879992250353, 1479.6214546663687, 1479.7882461459376, 1480.3887390247546]",False,0.2335870317183435,[],HIT,[38666],[1478.48722116],0.007,True,2.3386412472971188,38583,1475.3012129222043,38723,1480.63896007929,5.337866463698447,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,1,Widefield-329,go,"[38666, 38669, 38673, 38679, 38683, 38686, 38689, 38692, 38696, 38701, 38716]","[0.1334564  0.26685412 0.46700408 0.61712369 0.76724715 0.90069265
 1.00077806 1.1342335  1.30102498 1.90151786 2.4019388  2.70218059]",12,0.1334564033895731,0.0,1.0,#55a868
,1.0,,,,,,57,0.3890000000000003,0.0,1.0,,,90.0,"[1480.8891599667259, 1481.189401755575]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,2.280188096882057,38723,1480.63896007929,38743,1481.4062457205728,0.7670107861049473,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[38728, 38737]",[],0,,0.0,0.0,lightgray
,1.0,38804.0,im063,im063,90.0,1483.7415156541392,58,0.3960000000000003,0.0,1.0,im069,im069,90.0,"[1484.1084805135615, 1484.2085614306852, 1484.3420082125813, 1484.4587696562521, 1484.5588553841226, 1484.7089737132192, 1484.8090571961366, 1484.9425023742951, 1485.0759440246038, 1485.226068767719, 1485.3761486103758, 1485.5096377269365, 1485.643077132292, 1485.776527442038, 1485.9433307880536, 1486.0934574552812, 1487.2944406475872, 1487.4278848636895]",False,0.3669648594222963,[],HIT,[38813],[1484.10848051],0.007,True,2.280182965760332,38743,1481.4062457205728,38903,1487.5112884608097,6.106075130868703,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,1,Widefield-329,go,"[38813, 38816, 38820, 38823, 38825, 38828, 38831, 38835, 38839, 38843, 38846, 38849, 38853, 38857, 38862, 38865, 38897, 38901]","[0.10008092 0.2335277  0.35028914 0.45037487 0.6004932  0.70057668
 0.83402186 0.96746351 1.11758825 1.2676681  1.40115721 1.53459662
 1.66804693 1.83485027 1.98497694 3.18596013 3.31940435]",17,0.10008091712370515,0.0,1.0,#55a868
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1489.5629839831963, 1489.6964253126644]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,2.445230221265774,38903,1487.5112884608097,38963,1489.813187718857,2.301011511590332,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[38956, 38960]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1489.863229620736, 1490.0133546846919]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,2.4452266934158615,38963,1489.813187718857,38983,1490.5804881132208,0.7672038581222296,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[38964, 38967]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1493.0658738100901, 1493.1493114032783, 1493.3160791494884, 1493.4828917961568]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,2.445227334631454,38983,1490.5804881132208,39063,1493.633021029178,3.053014313336462,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39047, 39049, 39054, 39059]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1496.1851163259707, 1496.251837151125, 1496.385282970965]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,2.445227976312708,39063,1493.633021029178,39143,1496.7022145879455,3.068662129342556,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39128, 39130, 39134]",[],0,,0.0,0.0,lightgray
,1.0,39224.0,im077,im077,90.0,1499.7880934840068,58,0.3960000000000003,0.0,1.0,im063,im063,90.0,"[1502.3068344620988, 1502.4736929712817, 1502.573776774574]",False,2.518740978091955,[],MISS,[],[],0.0,True,2.4452289383689276,39143,1496.7022145879455,39303,1502.7905803290196,6.089052397757769,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,go,"[39289, 39294, 39297]",[],0,,0.0,0.0,#ccb974
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1506.1767000523396, 1506.3101109140553, 1506.4435868812725]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,7.098638338437695,39303,1502.7905803290196,39403,1506.6270758854225,3.8363438569940627,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39390, 39394, 39398]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1509.9297993881628, 1510.0298796636052, 1510.1633206726983, 1510.3634882797487]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,7.098635451803375,39403,1506.6270758854225,39503,1510.4468912356533,3.81964023783803,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39488, 39491, 39495, 39501]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1516.6019739531912, 1516.702056794893, 1516.8188185594045, 1516.9523076759651]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,7.098638018062729,39503,1510.4468912356533,39683,1517.302564426791,6.855973703786731,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39664, 39666, 39669, 39673]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1520.8721654568799, 1521.005612238776]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,7.098635452269036,39683,1517.302564426791,39783,1521.1223746449687,3.819608487188816,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39776, 39780]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1521.172413660679, 1521.4393001683056]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,7.0986367347002215,39783,1521.1223746449687,39803,1521.889691395685,0.7677109125070274,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39784, 39790]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1529.3291160026565, 1529.4625919698738]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,7.09863705600651,39803,1521.889691395685,40003,1529.5459949257784,7.655964852310717,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[39997, 40001]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,58,0.3960000000000003,0.0,1.0,,,90.0,"[1529.596033941023, 1529.7461586841382, 1529.8962821443565, 1530.0964494305663]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,5.00319517831781,40003,1529.5459949257784,40023,1530.3132924335077,0.766984486952424,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[40004, 40007, 40011, 40017]",[],0,,0.0,0.0,lightgray
False,1.0,40164.0,im077,im077,90.0,1535.7177620190196,58,0.3960000000000003,0.0,1.0,im077,im077,90.0,"[1537.6860462469049, 1537.8194939908572]",False,1.9682842278853059,[],CR,[],[],0.0,False,5.003202875698889,40023,1530.3132924335077,40223,1537.9362535108812,7.623026824556291,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,catch,"[40216, 40220]",[],0,,0.0,0.0,#4c72b0
,1.0,40304.0,im062,im062,90.0,1541.0388504578732,59,0.4030000000000003,0.0,1.0,im077,im077,90.0,"[1541.6226432463154, 1541.7894443469122, 1541.9395585064776, 1542.0062806145288, 1542.139722585678, 1542.239812162239, 1542.3732509259135, 1542.5400549131446, 1542.6901777321473, 1542.806942062918, 1542.9403920518234, 1543.0738279293291, 1543.2574384855106, 1546.1930730110034]",False,0.5837927884422243,[],HIT,[40320],[1541.62264325],0.007,True,2.612594882465828,40223,1537.9362535108812,40443,1546.3098415108398,8.373926357366145,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,1,Widefield-329,go,"[40320, 40324, 40327, 40329, 40333, 40336, 40340, 40344, 40347, 40350, 40354, 40358, 40363, 40440]","[0.1668011  0.31691526 0.38363737 0.51707934 0.61716892 0.75060768
 0.91741167 1.06753449 1.18429882 1.31774881 1.45118468 1.63479524
 4.57042976 4.73723696]",14,0.16680110059678555,0.0,1.0,#55a868
,1.0,,,,,,59,0.4030000000000003,0.0,1.0,,,90.0,[1546.3598802057095],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,4.751302587217424,40443,1546.3098415108398,40463,1547.077138056513,0.7667157258838415,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[40444],[],0,,0.0,0.0,lightgray
