frame,time,nearest_F_frame,time_since_last_lick,nearest_reward
269,29.7356,561.0,,4.236700000000003
278,30.03586,567.0,0.300259999999998,4.5369600000000005
281,30.18598,570.0,0.15012000000000114,4.504060000000003
284,30.33612,573.0,0.15014000000000038,4.353920000000002
288,30.46956,575.0,0.13344000000000023,4.220480000000002
298,30.80331,582.0,0.33374999999999844,3.8867300000000036
406,35.00684,666.0,4.203529999999997,0.31679999999999353
414,35.27373,672.0,0.2668900000000036,0.5836899999999972
418,35.40714,674.0,0.1334099999999978,0.717099999999995
421,35.55729,677.0,0.15015000000000356,0.8672499999999985
424,35.70743,680.0,0.15014000000000038,1.017389999999999
427,35.80727,682.0,0.09984000000000037,1.1172299999999993
433,36.00767,686.0,0.2003999999999948,1.317629999999994
437,36.14115,689.0,0.13348000000000582,1.45111
463,37.17583,710.0,1.0346799999999945,2.4857899999999944
525,39.54383,757.0,2.368000000000002,4.8537899999999965
529,39.67729,760.0,0.13345999999999947,4.987249999999996
561,40.89484,784.0,1.2175500000000028,6.204799999999999
567,41.1452,789.0,0.2503600000000006,6.455159999999999
573,41.34525,793.0,0.2000499999999974,6.655209999999997
598,42.28003,812.0,0.9347799999999964,7.589989999999993
613,42.88013,824.0,0.6001000000000047,8.190089999999998
622,43.24704,831.0,0.3669099999999972,8.556999999999995
672,45.1483,869.0,1.9012600000000006,10.458259999999996
762,48.61801,938.0,3.469709999999999,13.927969999999995
782,49.38527,954.0,0.7672600000000003,14.695229999999995
846,51.85414,1003.0,2.4688700000000026,13.478170000000006
867,52.65489,1019.0,0.8007500000000007,12.677420000000005
932,55.12348,1068.0,2.468589999999999,10.208830000000006
1090,61.17859,1190.0,6.055109999999999,4.153720000000007
1210,65.78295,1282.0,4.60436,0.4506399999999928
1217,66.01656,1286.0,0.23360999999999876,0.6842499999999916
1225,66.38325,1294.0,0.3666900000000055,1.050939999999997
1229,66.5167,1296.0,0.1334499999999963,1.1843899999999934
1233,66.65014,1299.0,0.13343999999999312,1.3178299999999865
1367,71.80405,1402.0,5.15391000000001,6.471739999999997
1372,71.97078,1405.0,0.16673000000000116,6.638469999999998
1389,72.63777,1419.0,0.6669899999999984,7.3054599999999965
1716,85.08236,1667.0,12.444589999999991,0.632559999999998
1722,85.34862,1673.0,0.2662600000000026,0.8988200000000006
1724,85.44864,1675.0,0.10002000000000066,0.9988400000000013
1727,85.54918,1677.0,0.1005400000000094,1.0993800000000107
1736,85.84932,1683.0,0.30013999999999896,1.3995200000000096
1740,86.01596,1686.0,0.166640000000001,1.5661600000000107
1746,86.2827,1691.0,0.26673999999999864,1.8329000000000093
1831,89.50235,1756.0,3.2196500000000015,3.3364699999999914
1834,89.6019,1758.0,0.09954999999999359,3.236919999999998
1927,93.18818,1830.0,3.586280000000002,0.34936000000000433
1935,93.45504,1835.0,0.2668599999999941,0.6162199999999984
1941,93.70538,1840.0,0.25034000000000844,0.8665600000000069
1944,93.85553,1843.0,0.15014999999999645,1.0167100000000033
1953,94.15576,1849.0,0.3002299999999991,1.3169400000000024
2050,97.87566,1923.0,3.7198999999999955,5.036839999999998
2053,97.97545,1925.0,0.09978999999999871,5.136629999999997
2148,101.62857,1998.0,3.6531200000000013,8.789749999999998
2153,101.79532,2002.0,0.1667500000000075,8.956500000000005
2229,104.71464,2060.0,2.919319999999999,11.875820000000004
