frame,end_frame,time,duration,image_category,image_name,orientation,contrast,nearest_lick,change,nearest_F_frame
1580,1586,79.91155,0.2976260157302022,im065,im065,,,5.170809999999989,False,1564.0
1600,1606,80.67863,0.29705289332196116,im065,im065,,,4.403729999999996,False,1579.0
1620,1626,81.44542,0.2972690570168197,im065,im065,,,3.6369399999999956,False,1595.0
1640,1646,82.21252,0.2978501976467669,im065,im065,,,2.8698399999999964,False,1610.0
1660,1666,82.97974,0.29780433466657996,im065,im065,,,2.1026199999999875,False,1625.0
1680,1685,83.74722,0.24746352434158325,im065,im065,,,1.3351399999999956,False,1641.0
1700,1705,84.49781,0.2457762286067009,im061,im061,,,0.584549999999993,True,1656.0
1720,1726,85.24858,0.2972158179618418,im061,im061,,,0.1000399999999928,False,1671.0
1740,1746,86.01596,0.2974810511805117,im061,im061,,,0.0,False,1686.0
1760,1766,86.78285,0.2979566757567227,im061,im061,,,0.5001499999999908,False,1701.0
1780,1785,87.55013,0.24800938600674272,im061,im061,,,1.2674299999999903,False,1717.0
1800,1806,88.30089,0.2977555859833956,im061,im061,,,1.2014600000000115,False,1732.0
1820,1826,89.06815,0.2968684807419777,im061,im061,,,0.43420000000000414,False,1747.0
1840,1846,89.83575,0.2971503916196525,im061,im061,,,0.2338500000000039,False,1763.0
1860,1866,90.60271,0.2972886208444834,im061,im061,,,1.0008100000000013,False,1778.0
1880,1885,91.37026,0.24771400494500995,im061,im061,,,1.7683600000000013,False,1793.0
1900,1906,92.12061,0.2979024746455252,im061,im061,,,1.0675700000000035,False,1808.0
1920,1926,92.88818,0.2957103690132499,im085,im085,,,0.29999999999999716,True,1824.0
1940,1946,93.65531,0.2976523148827255,im085,im085,,,0.050070000000005166,False,1839.0
1960,1966,94.42264,0.29711094312369823,im085,im085,,,0.26688000000000045,False,1854.0
1980,1986,95.19004,0.2970894551835954,im085,im085,,,1.0342799999999954,False,1870.0
2000,2005,95.95728,0.2477637156844139,im085,im085,,,1.8015199999999965,False,1885.0
2020,2026,96.70791,0.29781588073819876,im085,im085,,,1.167749999999998,False,1900.0
2040,2046,97.47515,0.2978094662539661,im085,im085,,,0.40050999999999704,False,1915.0
2060,2066,98.24259,0.2971003595739603,im085,im085,,,0.2671400000000119,False,1931.0
2080,2085,99.0099,0.2473852694965899,im085,im085,,,1.0344500000000068,False,1946.0
2100,2106,99.76103,0.2972443620674312,im085,im085,,,1.7855800000000102,False,1961.0
2120,2126,100.52808,0.29750542622059584,im085,im085,,,1.1004899999999935,False,1976.0
2140,2146,101.29492,0.29788130708038807,im085,im085,,,0.33364999999999156,False,1992.0
2160,2166,102.06254,0.29741370072588325,im085,im085,,,0.2672199999999947,False,2007.0
2180,2186,102.82971,0.29759169882163405,im085,im085,,,1.034390000000002,False,2022.0
2200,2205,103.597,0.24785736575722694,im085,im085,,,1.1176400000000086,False,2038.0
2220,2226,104.34821,0.29745058342814445,im085,im085,,,0.36643000000000825,False,2053.0
2240,2246,105.11524,0.29697752464562654,im085,im085,,,0.4005999999999972,False,2068.0
2260,2266,105.88214,0.2978739305399358,im085,im085,,,1.167500000000004,False,2083.0
2280,2285,106.64933,0.2479032282717526,im085,im085,,,0.6174699999999973,False,2099.0
2300,2306,107.40016,0.2971542403101921,im085,im085,,,0.13335999999999615,False,2114.0
2320,2326,108.16741,0.2977270418778062,im085,im085,,,0.9006100000000004,False,2129.0
2340,2346,108.93502,0.29740728670731187,im085,im085,,,1.668219999999991,False,2144.0
2360,2366,109.70195,0.2971930471248925,im085,im085,,,2.435149999999993,False,2160.0
2380,2386,110.4692,0.2976398067548871,im085,im085,,,3.2023999999999972,False,2175.0
2400,2406,111.23664,0.29766802955418825,im077,im077,,,3.353290000000001,True,2190.0
2420,2426,112.00387,0.29782293643802404,im077,im077,,,2.586059999999989,False,2206.0
2440,2445,112.77136,0.24756936123594642,im077,im077,,,1.818569999999994,False,2221.0
2460,2466,113.52188,0.2974919560365379,im077,im077,,,1.0680499999999995,False,2236.0
2480,2486,114.28933,0.29723249515518546,im077,im077,,,0.30059999999998865,False,2251.0
2500,2506,115.05643,0.29707534378394485,im077,im077,,,0.1999100000000027,False,2267.0
2520,2526,115.82394,0.2980342893861234,im077,im077,,,0.96741999999999,False,2282.0
2540,2546,116.59091,0.29789060819894075,im077,im077,,,1.7343899999999906,False,2297.0
2560,2565,117.35841,0.24761554412543774,im077,im077,,,2.501890000000003,False,2313.0
2580,2586,118.10895,0.2978989467956126,im077,im077,,,1.9350200000000086,False,2328.0
2600,2606,118.87691,0.29720234777778387,im077,im077,,,1.1670600000000064,False,2343.0
2620,2626,119.64386,0.297552892472595,im063,im063,,,0.40010999999999797,True,2359.0
2640,2646,120.41079,0.2978909285739064,im063,im063,,,0.0,False,2374.0
2660,2666,121.17837,0.29703461239114404,im063,im063,,,0.050039999999995644,False,2389.0
2680,2686,121.94559,0.29734057700261474,im063,im063,,,0.717179999999999,False,2405.0
2700,2706,122.71285,0.297738267108798,im063,im063,,,1.4844400000000064,False,2420.0
2720,2725,123.48045,0.24745261995121837,im063,im063,,,2.252040000000008,False,2435.0
2740,2746,124.23068,0.2971144709736109,im063,im063,,,2.7691599999999994,False,2450.0
2760,2766,124.99792,0.2979425643570721,im063,im063,,,2.0019200000000126,False,2466.0
2780,2786,125.76538,0.29773794626817107,im063,im063,,,1.2344600000000128,False,2481.0
2800,2806,126.53262,0.2976013207808137,im085,im085,,,0.46722000000001174,True,2496.0
2820,2826,127.30011,0.29766867123544216,im085,im085,,,0.0,False,2512.0
2840,2846,128.06776,0.29737264895811677,im085,im085,,,0.30080999999999847,False,2527.0
2860,2866,128.83516,0.29718631180003285,im085,im085,,,1.0682100000000077,False,2542.0
2880,2886,129.60192,0.29776360373944044,im085,im085,,,1.8349700000000126,False,2558.0
2900,2906,130.36932,0.29689574148505926,im085,im085,,,1.5844000000000165,False,2573.0
2920,2926,131.13656,0.297546798363328,im085,im085,,,0.8171600000000012,False,2588.0
2940,2946,131.90365,0.2978017693385482,im085,im085,,,0.050070000000005166,False,2604.0
2960,2966,132.67099,0.2975750216282904,im085,im085,,,0.0,False,2619.0
2980,2986,133.43923,0.29655738454312086,im085,im085,,,0.16695000000001414,False,2634.0
3000,3006,134.20597,0.2975051049143076,im085,im085,,,0.9336900000000128,False,2650.0
3020,3026,134.97314,0.29771100590005517,im085,im085,,,1.6845399999999984,False,2665.0
3040,3046,135.74036,0.2975541749037802,im063,im063,,,0.9173199999999895,True,2680.0
3060,3065,136.50753,0.24777173390612006,im063,im063,,,0.15014999999999645,False,2696.0
3080,3086,137.25841,0.2973694414831698,im063,im063,,,0.20028999999999542,False,2711.0
3100,3106,138.02638,0.29772800393402576,im063,im063,,,0.9682599999999866,False,2726.0
3120,3126,138.79336,0.2973155612125993,im063,im063,,,1.4340399999999818,False,2741.0
3140,3146,139.56027,0.29766867123544216,im063,im063,,,0.667129999999986,False,2757.0
3160,3166,140.32746,0.2972623221576214,im063,im063,,,0.10006000000001336,False,2772.0
3180,3186,141.0947,0.297363989520818,im063,im063,,,0.8673000000000002,False,2787.0
3200,3206,141.86221,0.2976481453515589,im063,im063,,,1.6348100000000159,False,2803.0
3220,3226,142.63018,0.2973129954189062,im063,im063,,,2.402780000000007,False,2818.0
3240,3246,143.3971,0.29762088414281607,im063,im063,,,3.169700000000006,False,2833.0
3260,3266,144.164,0.29773345636203885,im063,im063,,,3.9365999999999985,False,2849.0
3280,3286,144.93142,0.29781844606623054,im062,im062,,,3.6364499999999964,True,2864.0
3300,3305,145.6987,0.24752830900251865,im062,im062,,,2.869169999999997,False,2880.0
3320,3326,146.44905,0.297494200989604,im062,im062,,,2.1188199999999995,False,2895.0
3340,3345,147.21636,0.24796544713899493,im062,im062,,,1.3515099999999904,False,2910.0
3360,3366,147.96779,0.29710677405819297,im062,im062,,,0.6000799999999913,False,2925.0
3380,3386,148.73453,0.29726488748565316,im062,im062,,,0.16666000000000736,False,2940.0
3400,3405,149.50166,0.24783812230452895,im062,im062,,,0.9337899999999877,False,2956.0
3420,3425,150.25249,0.24746127938851714,im062,im062,,,1.6846199999999953,False,2971.0
3440,3446,151.00291,0.2978732893243432,im062,im062,,,1.13476,False,2986.0
3460,3466,151.7702,0.2979236417450011,im085,im085,,,0.3674700000000257,True,3001.0
3480,3486,152.53778,0.296302093192935,im085,im085,,,0.05001000000001454,False,3016.0
3500,3506,153.30513,0.2978700823150575,im085,im085,,,0.3666199999999833,False,3032.0
3520,3526,154.07239,0.2979775224812329,im085,im085,,,1.1338800000000049,False,3047.0
3540,3545,154.83961,0.24750425526872277,im085,im085,,,1.9010999999999854,False,3062.0
3560,3566,155.59009,0.2977437190711498,im085,im085,,,2.6515799999999956,False,3077.0
3580,3586,156.35733,0.2978094667196274,im085,im085,,,2.752440000000007,False,3093.0
3600,3606,157.12493,0.29714237339794636,im085,im085,,,1.9848399999999913,False,3108.0
3620,3625,157.8919,0.24715627636760473,im085,im085,,,1.217870000000005,False,3123.0
3641,3647,158.67597,0.29779054364189506,im085,im085,,,0.43379999999999086,False,3139.0
3661,3667,159.44346,0.2969916365109384,im085,im085,,,0.1669599999999889,False,3154.0
3681,3687,160.21069,0.2975804740563035,im085,im085,,,0.717109999999991,False,3170.0
3701,3707,160.97784,0.297817163169384,im085,im085,,,0.050039999999995644,False,3185.0
3721,3727,161.74515,0.2971333935856819,im085,im085,,,0.6672000000000082,False,3200.0
3741,3747,162.51327,0.29705994902178645,im085,im085,,,1.4353200000000186,False,3216.0
3761,3767,163.2797,0.29764397582039237,im085,im085,,,1.9015899999999988,False,3231.0
3781,3787,164.04716,0.2977177412249148,im085,im085,,,1.134129999999999,False,3246.0
3801,3807,164.81439,0.2976940078660846,im085,im085,,,0.3668999999999869,False,3262.0
3821,3827,165.58184,0.29719112254679203,im085,im085,,,0.2671400000000119,False,3277.0
3841,3847,166.34915,0.2973139574751258,im085,im085,,,0.30002999999999247,False,3292.0
3861,3867,167.11701,0.2968476340174675,im085,im085,,,0.3007199999999841,False,3308.0
3881,3886,167.88375,0.2475709649734199,im085,im085,,,1.0674599999999828,False,3323.0
3901,3907,168.63415,0.2979560340754688,im085,im085,,,1.1678499999999872,False,3338.0
3921,3927,169.40176,0.29743839614093304,im085,im085,,,0.4002399999999966,False,3353.0
3941,3947,170.16893,0.29728958290070295,im085,im085,,,0.3669299999999964,False,3369.0
3961,3967,170.93623,0.2976968945004046,im085,im085,,,1.1342300000000023,False,3384.0
3981,3987,171.70421,0.29704295098781586,im085,im085,,,1.9022099999999966,False,3400.0
4001,4007,172.47125,0.29739670269191265,im085,im085,,,2.6692500000000052,False,3415.0
4021,4027,173.23815,0.29771485459059477,im085,im085,,,3.436149999999998,False,3430.0
4041,4047,174.00531,0.2978995880112052,im085,im085,,,4.203310000000016,False,3446.0
4061,4067,174.77285,0.29756026854738593,im085,im085,,,4.970659999999981,False,3461.0
4081,4087,175.54006,0.29765263572335243,im085,im085,,,4.203449999999975,False,3476.0
4101,4106,176.30768,0.24732561549171805,im085,im085,,,3.4358299999999815,False,3492.0
4121,4127,177.05789,0.29702819837257266,im085,im085,,,2.68562,False,3507.0
4141,4147,177.82543,0.2975875292904675,im085,im085,,,1.918079999999975,False,3522.0
4161,4167,178.59253,0.29740760708227754,im085,im085,,,1.1509799999999757,False,3537.0
4181,4186,179.35978,0.24774960428476334,im085,im085,,,0.3837299999999857,False,3553.0
4201,4207,180.1105,0.2972722640261054,im085,im085,,,0.36699000000001547,False,3568.0
4221,4227,180.87781,0.29750093584880233,im085,im085,,,0.33435999999997534,False,3583.0
4241,4247,181.64525,0.2972414754331112,im085,im085,,,0.26635000000001696,False,3598.0
4261,4267,182.41234,0.2975358944386244,im085,im085,,,1.033440000000013,False,3614.0
4281,4286,183.17977,0.24763799458742142,im085,im085,,,1.8008700000000033,False,3629.0
4301,4307,183.93029,0.2977475682273507,im085,im085,,,2.5513900000000262,False,3644.0
4321,4327,184.69776,0.29753942182287574,im085,im085,,,2.1688600000000235,False,3659.0
4341,4347,185.46507,0.29727739561349154,im085,im085,,,1.4015500000000145,False,3675.0
4361,4367,186.233,0.29695507418364286,im085,im085,,,0.6336200000000076,False,3690.0
4381,4387,187.0,0.29694513231515884,im085,im085,,,0.13337999999998829,False,3705.0
4401,4407,187.76689,0.29774564364925027,im085,im085,,,0.9002699999999777,False,3721.0
4421,4427,188.53412,0.29773185262456536,im085,im085,,,1.6674999999999898,False,3736.0
4441,4447,189.30161,0.29756411723792553,im085,im085,,,1.0841700000000003,False,3751.0
4461,4466,190.06885,0.24767327355220914,im085,im085,,,0.3169300000000135,False,3767.0
4481,4487,190.82008,0.2970281979069114,im085,im085,,,0.04965000000001396,False,3782.0
4501,4507,191.5866,0.2967581539414823,im085,im085,,,0.5328700000000026,False,3797.0
4521,4527,192.35412,0.2976305061019957,im085,im085,,,0.366880000000009,False,3812.0
4541,4547,193.12124,0.29722030833363533,im085,im085,,,0.4002399999999966,False,3828.0
4561,4567,193.88846,0.29777065943926573,im085,im085,,,0.3336299999999994,False,3843.0
4581,4587,194.65596,0.2971997819840908,im085,im085,,,0.43386999999998466,False,3858.0
4601,4607,195.42362,0.2973020910285413,im085,im085,,,1.201529999999991,False,3874.0
4621,4626,196.19061,0.2476620483212173,im085,im085,,,0.4505800000000022,False,3889.0
4641,4647,196.94131,0.297217742074281,im085,im085,,,0.3001199999999926,False,3904.0
4661,4667,197.7084,0.2977992035448551,im085,im085,,,1.067210000000017,False,3919.0
4681,4687,198.47569,0.29768727254122496,im085,im085,,,1.8344999999999914,False,3935.0
4701,4707,199.24313,0.2975018979050219,im085,im085,,,1.8184799999999939,False,3950.0
4721,4726,200.01076,0.24728616699576378,im085,im085,,,1.050849999999997,False,3966.0
4741,4747,200.76119,0.29707149509340525,im069,im069,,,0.3004200000000026,True,3981.0
4761,4767,201.52858,0.29749452136456966,im069,im069,,,0.0,False,3996.0
4781,4787,202.29541,0.29793903650715947,im069,im069,,,0.049710000000004584,False,4011.0
4801,4807,203.06301,0.2970766266807914,im069,im069,,,0.817309999999992,False,4027.0
4821,4827,203.83018,0.29780754214152694,im069,im069,,,1.5844800000000134,False,4042.0
4841,4847,204.59747,0.29781908774748445,im069,im069,,,2.3517699999999877,False,4057.0
4861,4867,205.36544,0.2974887485615909,im069,im069,,,3.1197400000000073,False,4073.0
4881,4887,206.13196,0.29781267372891307,im069,im069,,,3.886259999999993,False,4088.0
4901,4907,206.89956,0.29765327693894506,im069,im069,,,4.653860000000009,False,4103.0
4921,4927,207.66672,0.2975275553762913,im065,im065,,,5.421019999999999,True,4119.0
4941,4946,208.43388,0.24779418390244246,im065,im065,,,6.1881799999999885,False,4134.0
4961,4967,209.18464,0.29764493834227324,im065,im065,,,6.938940000000002,False,4149.0
4981,4987,209.95229,0.29737585596740246,im065,im065,,,7.706590000000006,False,4164.0
5001,5007,210.71991,0.29712152667343616,im065,im065,,,7.155439999999999,False,4180.0
5021,5027,211.4864,0.29721164843067527,im065,im065,,,6.388949999999994,False,4195.0
5041,5047,212.25382,0.2977770739234984,im065,im065,,,5.621530000000007,False,4210.0
5061,5067,213.02106,0.29769561160355806,im065,im065,,,4.854289999999992,False,4226.0
5081,5087,213.78852,0.2975711729377508,im065,im065,,,4.086829999999992,False,4241.0
5101,5107,214.55616,0.2973155612125993,im065,im065,,,3.319189999999992,False,4256.0
5121,5127,215.32323,0.2975666830316186,im065,im065,,,2.552120000000002,False,4272.0
5141,5147,216.09033,0.297461808193475,im063,im063,,,1.785020000000003,True,4287.0
5161,5167,216.85777,0.29772351402789354,im063,im063,,,1.0175800000000095,False,4302.0
5181,5186,217.62499,0.24759084917604923,im063,im063,,,0.2503600000000006,False,4318.0
5201,5207,218.37571,0.2971266582608223,im063,im063,,,0.5003600000000006,False,4333.0
5221,5227,219.14302,0.2973437844775617,im063,im063,,,1.2676700000000096,False,4348.0
5241,5246,219.91097,0.24700585985556245,im063,im063,,,1.8173199999999952,False,4363.0
5261,5267,220.66125,0.2973832325078547,im063,im063,,,1.0670399999999916,False,4378.0
5281,5287,221.42809,0.29775494430214167,im061,im061,,,0.3001999999999896,True,4394.0
5301,5307,222.1954,0.29769176291301847,im061,im061,,,0.05004999999999882,False,4409.0
5321,5327,222.96261,0.2974512246437371,im061,im061,,,0.43355999999999995,False,4424.0
5341,5347,223.7302,0.29776745242998004,im061,im061,,,1.2011499999999842,False,4440.0
5361,5367,224.49819,0.2968867616727948,im061,im061,,,1.9691399999999817,False,4455.0
5381,5387,225.26514,0.29723249515518546,im061,im061,,,2.73608999999999,False,4470.0
5401,5407,226.03209,0.2975734178908169,im061,im061,,,3.5030399999999986,False,4486.0
5421,5427,226.79928,0.2977392291650176,im061,im061,,,4.270229999999998,False,4501.0
5441,5447,227.56649,0.2976853484287858,im061,im061,,,5.037439999999975,False,4516.0
5461,5467,228.33396,0.2975128022953868,im061,im061,,,5.804909999999978,False,4532.0
5481,5487,229.10159,0.29729888355359435,im061,im061,,,6.572539999999975,False,4547.0
5501,5507,229.86854,0.2976645017042756,im061,im061,,,7.339489999999984,False,4563.0
5521,5527,230.63572,0.29789221147075295,im061,im061,,,8.10666999999998,False,4578.0
5541,5547,231.40318,0.29713467648252845,im061,im061,,,8.87412999999998,False,4593.0
5561,5567,232.17042,0.2976529560983181,im061,im061,,,9.641369999999995,False,4609.0
5581,5587,232.93785,0.29754615714773536,im061,im061,,,10.408799999999985,False,4624.0
5601,5607,233.70548,0.2973437844775617,im061,im061,,,11.125650000000007,False,4639.0
5621,5627,234.473,0.29699612595140934,im061,im061,,,10.358129999999989,False,4655.0
5641,5647,235.23972,0.29753172490745783,im077,im077,,,9.591409999999996,True,4670.0
5661,5667,236.00687,0.29779920307919383,im077,im077,,,8.82426000000001,False,4685.0
5681,5687,236.77415,0.29775751009583473,im077,im077,,,8.05698000000001,False,4701.0
5701,5707,237.54162,0.29757919115945697,im077,im077,,,7.289510000000007,False,4716.0
5721,5726,238.30893,0.24764023954048753,im077,im077,,,6.522199999999998,False,4731.0
5741,5747,239.06018,0.2971212058328092,im077,im077,,,5.770949999999999,False,4746.0
5761,5767,239.82717,0.2970474408939481,im077,im077,,,5.003960000000006,False,4762.0
5781,5786,240.59397,0.2477390207350254,im077,im077,,,4.237159999999989,False,4777.0
5801,5807,241.34478,0.2973915711045265,im077,im077,,,3.486350000000016,False,4792.0
5821,5826,242.11204,0.24755140114575624,im077,im077,,,2.7190899999999942,False,4807.0
5841,5847,242.86249,0.29777194280177355,im077,im077,,,1.9686399999999935,False,4822.0
5861,5867,243.63012,0.29756251396611333,im077,im077,,,1.2010099999999966,False,4838.0
5881,5887,244.39779,0.2970394231379032,im066,im066,,,0.4333400000000154,True,4853.0
5901,5907,245.16437,0.29789060773327947,im066,im066,,,0.050039999999995644,False,4868.0
5921,5927,245.93186,0.2976612951606512,im066,im066,,,0.05004999999999882,False,4884.0
5941,5946,246.69908,0.24766525579616427,im066,im066,,,0.8172700000000077,False,4899.0
5961,5967,247.44977,0.29759875498712063,im066,im066,,,1.5679599999999994,False,4914.0
5981,5987,248.21706,0.2970827203243971,im066,im066,,,2.335250000000002,False,4929.0
6001,6007,248.98513,0.2970464788377285,im066,im066,,,1.8008800000000065,False,4945.0
6021,6027,249.75192,0.2975057470612228,im066,im066,,,1.034089999999992,False,4960.0
6041,6047,250.51898,0.29763114731758833,im066,im066,,,0.26703000000000543,False,4975.0
6061,6067,251.28622,0.29733512504026294,im066,im066,,,0.16667999999998528,False,4991.0
6081,6087,252.05368,0.29706700472161174,im066,im066,,,0.3669500000000028,False,5006.0
6101,6107,252.82099,0.2972158179618418,im066,im066,,,1.1342599999999834,False,5021.0
6121,6127,253.58889,0.29706700472161174,im066,im066,,,1.867369999999994,False,5037.0
6141,6147,254.35564,0.2973283897154033,im066,im066,,,1.1006199999999922,False,5052.0
6161,6167,255.12283,0.2977209482342005,im065,im065,,,0.3334299999999928,True,5067.0
6181,6186,255.89004,0.24771849485114217,im065,im065,,,0.050019999999989295,False,5083.0
6201,6207,256.64074,0.2977013848721981,im065,im065,,,0.20024000000000797,False,5098.0
6221,6227,257.40801,0.297738267108798,im065,im065,,,0.9675100000000043,False,5113.0
6241,6247,258.17596,0.29752146173268557,im065,im065,,,1.7354599999999891,False,5129.0
6261,6267,258.94318,0.2972446824423969,im065,im065,,,2.502679999999998,False,5144.0
6281,6286,259.71007,0.24763607047498226,im065,im065,,,2.5519800000000146,False,5159.0
6301,6307,260.46051,0.29731267457827926,im065,im065,,,1.8015399999999886,False,5174.0
6321,6327,261.22776,0.29773890832439065,im065,im065,,,1.0342899999999986,False,5190.0
6341,6347,261.9953,0.29765039030462503,im065,im065,,,0.2667500000000018,False,5205.0
6361,6367,262.76291,0.29694032156839967,im065,im065,,,0.5008599999999888,False,5220.0
6381,6387,263.53029,0.2972706607542932,im065,im065,,,1.2682399999999916,False,5236.0
6401,6406,264.29714,0.24765018187463284,im065,im065,,,2.035090000000025,False,5251.0
6421,6427,265.04777,0.2977308905683458,im065,im065,,,2.785720000000026,False,5266.0
6441,6447,265.81501,0.29763852385804057,im065,im065,,,3.5529599999999846,False,5281.0
