cellName,snr,mad,eventRate,eventAmpMedian,eventAmpSD,riseMedian,riseSD,decayMedian,decaySD,numContourComponents,overallCenterInPixelsX,overallCenterInPixelsY,overallAreaInPixels,overallMaxContourWidthInPixels,largestComponentCenterInPixelsX,largestComponentCenterInPixelsY,largestComponentAreaInPixels,largestComponentMaxContourWidthInPixels,likely_repeat,peak_95th_percentile
C001,14.773150000000001,9.553519999999999,0.0310138,144.51555,181.67149999999998,0.1375,0.16711655,0.55,0.685159,1.0,133.0,88.0,60.0,12.2066,133.0,88.0,60.0,12.2066,False,15.44805895190438
C002,9.2984,7.66955,0.0090834,142.6285,72.4355,0.025,0.0291937,0.15,0.505425,1.0,139.0,202.0,59.0,11.6619,139.0,202.0,59.0,11.6619,False,14.978017905155282
C004,7.3166899999999995,7.551774999999999,0.073020332,54.17245,46.47645,0.125,0.0307344,0.25,0.37779250000000003,1.0,94.0,148.0,62.0,10.4403,94.0,148.0,62.0,10.4403,False,19.802217691724707
C006,5.2902450000000005,7.119730000000001,0.093775815,37.875150000000005,48.2012,0.07500000000000001,0.0453481,0.1,0.291481,1.0,41.0,184.0,56.5,14.1421,41.0,184.0,56.5,14.1421,False,7.58944563388932
C009,5.631354999999999,7.70195,0.097793332,42.6066,29.1365,0.07500000000000001,0.0711585,0.125,0.1952155,1.0,193.0,73.0,59.5,15.1327,193.0,73.0,59.5,15.1327,False,16.724524035078694
C012,6.0125,4.8165949999999995,0.026424450000000002,57.92,50.0725,0.05,0.0779375,0.25,1.1093,1.0,134.0,100.0,61.5,11.6619,134.0,100.0,61.5,11.6619,False,16.027051295333873
C015,4.011025,10.76219,0.03631775,44.9554,11.922705,0.05,0.023797899999999997,0.05,0.0363279,1.0,80.0,163.0,59.5,11.4018,80.0,163.0,59.5,11.4018,False,5.18501909568285
C016,4.26657,8.70809,0.07865009999999999,38.0471,11.059239999999999,0.05,0.023735875,0.07500000000000001,0.04560204999999999,1.0,75.0,150.0,61.0,11.7047,75.0,150.0,61.0,11.7047,False,5.236495651850203
C018,7.47685,7.59655,0.00825765,113.59649999999999,46.47585,0.0625,0.3976885,0.2625,0.662215,1.0,178.0,175.0,58.5,11.4018,178.0,175.0,58.5,11.4018,False,18.856540031044304
C035,4.565105,8.908845,0.06533865,42.1068,9.750869999999999,0.07500000000000001,0.025907105,0.07500000000000001,0.09922695,1.0,70.0,142.0,59.0,15.5563,70.0,142.0,59.0,15.5563,False,5.552959832795683
C040,3.959835,11.147784999999999,0.04729882,44.9288,10.419815,0.05,0.01189575,0.05,0.0404563,1.0,93.0,201.0,60.0,12.3693,93.0,201.0,60.0,12.3693,False,4.804280921765194
C041,4.180105,8.35933,0.07877310000000001,35.7506,11.625969999999999,0.05,0.02566365,0.05,0.09486125000000001,1.0,70.0,157.0,56.5,11.0454,70.0,157.0,56.5,11.0454,False,5.603381508489747
C045,3.934745,10.456235,0.02618623,41.36855,20.81237,0.05,0.028957,0.05,0.1169935,1.0,173.0,163.0,60.0,11.4018,173.0,163.0,60.0,11.4018,False,7.59226225202785
C076,3.96314,11.913175,0.0334673,47.78655,13.762445,0.05,0.02844485,0.0625,0.50549715,1.0,77.0,158.0,53.5,11.4018,77.0,158.0,53.5,11.4018,False,7.231568859165664
C078,6.6199,10.61285,0.005780350000000001,140.5125,22.4136,0.075,24.403499999999998,19.525,27.70685,1.0,156.0,123.0,56.5,10.4403,156.0,123.0,56.5,10.4403,False,3.538634516629254
C092,7.2878,7.3724,0.00412882,107.4575,6.28565,0.025,0.158114,0.375,0.540485,1.0,147.0,196.0,58.5,11.1803,147.0,196.0,58.5,11.1803,False,15.126199353973265
C100,4.443605,8.28867,0.055540549999999994,38.36735,14.269615,0.05,0.027676950000000002,0.05,0.09540570000000001,1.0,59.0,128.0,48.0,19.2354,59.0,128.0,48.0,19.2354,False,7.028998094605729
C107,5.3267,6.6616,0.013212200000000002,70.969,15.62805,0.1,0.2696205,0.3625,0.153348,1.0,171.0,193.0,38.5,8.246210000000001,171.0,193.0,38.5,8.246210000000001,False,5.183662431978682
C116,3.7707100000000002,11.4863,0.019345882000000002,43.5241,9.471499999999999,0.07500000000000001,0.017289099999999998,0.05,0.15295999999999998,1.0,188.0,175.0,62.5,13.1529,188.0,175.0,62.5,13.1529,False,6.83359648317473
C120,9.76745,7.84425,0.00412882,153.236,6.52935,0.05,0.2015565,0.275,0.641675,1.0,183.0,133.0,52.5,11.4018,183.0,133.0,52.5,11.4018,False,15.86137131606454
C138,5.94515,10.57714,0.05454015,70.41720000000001,19.84619,0.05,0.026822599999999995,0.25,0.6239738499999999,1.0,164.0,126.0,50.0,13.6015,164.0,126.0,50.0,13.6015,False,9.717082519551589
C141,5.278335,14.39985,0.008610982,85.07005000000001,22.61835,0.05,0.01369305,0.1375,0.2498125,1.0,86.0,174.0,60.0,10.7703,86.0,174.0,60.0,10.7703,False,6.20496499730744
C143,8.61005,14.2929,0.00412882,246.12599999999998,8.8643,0.05,0.0158114,0.25,0.681635,1.0,154.0,196.0,60.5,10.8167,154.0,196.0,60.5,10.8167,False,18.089862302434312
C149,8.56225,9.0139,0.00743185,154.3585,36.22765,0.05,0.54677,0.3,0.659385,1.0,170.0,170.0,59.0,10.2956,170.0,170.0,59.0,10.2956,False,19.85404955359239
C150,4.17404,12.74286,0.022990399999999998,52.4855,26.71344,0.05,0.0333246,0.05,0.2180476,1.0,93.0,194.0,55.5,11.4018,93.0,194.0,55.5,11.4018,False,8.534053660022526
C151,4.346775,11.4509,0.010262482,49.827799999999996,15.28485,0.07500000000000001,0.0125,0.05,0.311749,1.0,196.0,191.0,54.5,17.4642,196.0,191.0,54.5,17.4642,False,5.237681583980523
C153,6.273265,9.051915000000001,0.01684877,58.161950000000004,18.35195,0.05,0.044094049999999996,0.175,0.28193025,1.0,209.0,203.0,56.5,14.5602,209.0,203.0,56.5,14.5602,False,4.850197857440916
C155,4.30421,11.537655,0.0181549,50.719449999999995,21.979485,0.05,0.0349301,0.07500000000000001,0.26266615000000004,1.0,91.0,185.0,57.0,9.84886,91.0,185.0,57.0,9.84886,False,5.895620204771609
C157,6.67645,12.76685,0.00412882,170.4745,10.54865,0.025,0.025,0.25,0.670725,1.0,159.0,188.0,46.0,9.48683,159.0,188.0,46.0,9.48683,False,16.969429278417664
C160,5.64325,6.9759,0.005780350000000001,78.7335,22.432,0.025,0.02112885,0.225,0.5976899999999999,1.0,136.0,159.0,49.5,15.2643,136.0,159.0,49.5,15.2643,False,12.139381459688739
C161,5.3613100000000005,13.204954999999998,0.0121443,74.69825,18.50842,0.05,0.025215450000000004,0.1875,0.52717,1.0,83.0,168.0,57.0,11.6619,83.0,168.0,57.0,11.6619,False,7.469005042019693
C162,4.062965,12.614075,0.0295886,51.6438,13.125845000000002,0.05,0.0329073,0.05,0.43328754999999997,1.0,89.0,179.0,63.5,10.8167,89.0,179.0,63.5,10.8167,False,6.008323031473494
C163,5.19755,14.1158,0.005780350000000001,146.7355,35.8219,0.05,0.60082,0.275,0.6294850000000001,1.0,166.0,178.0,58.0,11.4018,166.0,178.0,58.0,11.4018,False,19.659730337172515
C164,5.843595,10.105235,0.00566125,57.416399999999996,8.600109999999999,0.0875,0.044094049999999996,0.225,0.159055,1.0,133.0,173.0,47.0,10.4403,133.0,173.0,47.0,10.4403,False,7.353813512444411
C173,4.599080000000001,10.8259,0.02698025,48.39985,16.6833,0.05,0.034044000000000005,0.07500000000000001,0.39726350000000005,1.0,119.0,174.0,49.5,10.0,119.0,174.0,49.5,10.0,False,6.765497464517232
