stim_type,starttime,startframe,nearest_F_frame
auditory_and_visual,249.49324560165405,14944,5743
auditory,253.83025002107024,15204,5830
auditory,257.2167915124446,15407,5897
visual,261.3037122245878,15652,5979
auditory,265.4397351089865,15900,6062
auditory_and_visual,269.3096558395773,16132,6139
auditory_and_visual,274.0304223783314,16415,6234
auditory_and_visual,278.8678039666265,16705,6330
auditory_and_visual,282.3540055565536,16914,6400
visual,286.1236898507923,17140,6475
auditory,289.9938803091645,17372,6553
auditory,294.6810627952218,17653,6646
visual,298.4674954973161,17880,6722
visual,303.1547555960715,18161,6816
auditory_and_visual,308.1088747549802,18458,6915
visual,311.9621740821749,18689,6992
auditory,315.43144060485065,18897,7061
visual,319.6857302580029,19152,7146
visual,324.0890050828457,19416,7235
auditory,328.49278632737696,19680,7323
auditory,331.76205881498754,19876,7388
auditory_and_visual,336.4493564404547,20157,7482
auditory,339.50178802385926,20340,7543
auditory_and_visual,343.3551226314157,20571,7620
auditory_and_visual,347.27535914443433,20806,7698
auditory,351.06132808327675,21033,7774
auditory_and_visual,355.0815101377666,21274,7854
visual,359.21832359954715,21522,7937
auditory,363.0884534418583,21754,8014
visual,367.57535773329437,22023,8104
visual,371.29491450823843,22246,8178
visual,376.04890621080995,22531,8273
visual,380.35255557484925,22789,8360
auditory_and_visual,384.60610692575574,23044,8445
auditory_and_visual,388.3260264378041,23267,8519
visual,392.24593100324273,23502,8597
auditory_and_visual,396.41683397628367,23752,8681
auditory,399.46843424998224,23934,8742
auditory_and_visual,404.0557828042656,24209,8833
visual,408.6760489512235,24486,8926
auditory_and_visual,412.84645352326334,24736,9009
auditory,416.149606090039,24934,9075
visual,419.86929275654256,25157,9150
auditory,423.088241122663,25350,9214
auditory,426.37437106482685,25547,9280
auditory_and_visual,429.81129248254,25753,9348
visual,434.7483174931258,26049,9447
visual,439.30257494561374,26322,9538
auditory,444.17343956045806,26614,9636
auditory,448.9768358748406,26902,9732
auditory,452.1961428076029,27095,9796
auditory_and_visual,455.71574724279344,27306,9866
auditory_and_visual,460.50296699628234,27593,9962
auditory,464.6398583948612,27841,10045
auditory_and_visual,468.72663478180766,28086,10127
auditory,472.63019472919405,28320,10205
auditory,476.08258551731706,28527,10274
auditory,480.78669665567577,28809,10368
auditory_and_visual,484.37291017733514,29024,10439
auditory_and_visual,489.12704748660326,29309,10534
auditory_and_visual,492.36351303197443,29503,10599
auditory,496.8175122383982,29770,10688
auditory,500.18615457229316,29972,10756
auditory_and_visual,503.3720817528665,30163,10819
visual,507.942739950493,30437,10911
auditory_and_visual,512.0629618391395,30684,10993
auditory,516.9167483430356,30975,11090
auditory_and_visual,520.436315253377,31186,11161
auditory_and_visual,524.6232222393155,31437,11244
visual,528.977125806734,31698,11331
auditory,532.6298554055393,31917,11404
visual,536.3835655134171,32142,11479
visual,539.4523795619607,32326,11541
auditory_and_visual,544.323222367093,32618,11638
auditory_and_visual,547.3756821751595,32801,11699
auditory,551.8628420811146,33070,11789
auditory_and_visual,554.9995028804988,33258,11852
auditory_and_visual,558.5183103214949,33469,11922
visual,561.6877219397575,33659,11985
auditory_and_visual,566.3581306803972,33939,12079
auditory,571.0621170587838,34221,12173
auditory_and_visual,575.7662820778787,34503,12267
visual,579.1029635332525,34703,12334
visual,583.5393368378282,34969,12422
visual,588.2433568909764,35251,12516
auditory_and_visual,592.6972935572267,35518,12605
