snr,mad,eventRate,eventAmpMedian,eventAmpSD,riseMedian,riseSD,decayMedian,decaySD,numContourComponents,overallCenterInPixelsX,overallCenterInPixelsY,overallAreaInPixels,overallMaxContourWidthInPixels,largestComponentCenterInPixelsX,largestComponentCenterInPixelsY,largestComponentAreaInPixels,largestComponentMaxContourWidthInPixels,likely_repeat,peak_95th_percentile
22.62946666666667,9.098596666666667,0.049586866666666674,208.57799999999997,79.55616666666667,0.26666666666666666,0.25440466666666667,1.5833333333333333,0.7459756666666667,1.0,205.0,175.0,55.5,11.1803,205.0,175.0,55.5,11.1803,False,5.411733686695501
27.007966666666665,10.549566666666665,0.08484330000000001,252.36300000000003,143.98766666666668,0.325,0.637717,0.9583333333333334,0.7596076666666667,1.0,152.0,144.0,60.0,9.84886,152.0,144.0,60.0,9.84886,False,5.8278049785494686
12.245873333333334,9.630343333333334,0.008503683333333333,124.95589999999999,60.42523333333333,0.08333333333333333,0.0402369,0.40833333333333327,0.3077473333333333,1.0,267.0,123.0,66.0,12.649099999999999,267.0,123.0,66.0,12.649099999999999,False,17.72180927230927
13.912139999999999,9.572193333333333,0.031107996666666665,122.084,56.81306666666668,0.6,0.6029686333333334,1.1083333333333334,0.9476890000000001,1.0,258.0,227.0,60.0,12.649099999999999,258.0,227.0,60.0,12.649099999999999,False,8.859580792319235
10.04394,21.723333333333333,0.0602684,224.184,180.96633333333332,0.20833333333333334,0.2300506666666667,0.875,0.590412,1.0,248.0,193.0,63.5,10.4403,248.0,193.0,63.5,10.4403,False,6.947171580480357
17.562166666666666,13.268353333333335,0.0969482,220.6939,83.5955,0.225,0.09871303333333332,0.6333333333333333,0.301404,1.0,198.0,87.0,50.5,12.7279,198.0,87.0,50.5,12.7279,False,5.4465575795952015
26.86276666666667,11.462933333333334,0.03688556666666667,306.984,86.64543333333332,0.3499999999999999,0.09725776666666668,1.55,0.38498566666666667,1.0,217.0,214.0,63.0,15.033300000000002,217.0,214.0,63.0,15.033300000000002,False,5.342469102489721
13.256676666666669,6.7868666666666675,0.06872826666666666,91.74740000000001,39.97,0.20000000000000004,0.15797529999999999,0.7333333333333334,0.4311783333333333,1.0,328.0,181.0,60.0,12.806199999999999,328.0,181.0,60.0,12.806199999999999,False,5.483456961785353
16.520266666666668,9.93139,0.03517363666666667,160.10866666666666,85.34463333333333,0.20000000000000004,0.0828754,0.9166666666666666,0.33119566666666667,1.0,65.0,60.0,64.0,18.2483,65.0,60.0,64.0,18.2483,False,7.544717871327353
9.355456666666667,9.623173333333334,0.033677700000000005,94.64413333333333,38.990433333333335,0.20833333333333334,0.09946096666666666,0.9750000000000001,0.4328206666666667,1.0,93.0,65.0,67.5,11.4018,93.0,65.0,67.5,11.4018,False,6.636336673606797
10.535276666666666,27.057599999999997,0.06118933333333334,286.12833333333333,115.22966666666667,0.18333333333333335,0.12876973333333333,0.975,0.7857770000000001,1.0,305.0,175.0,61.5,11.1803,305.0,175.0,61.5,11.1803,False,5.58136106869589
10.305813333333333,8.801816666666666,0.012096733333333333,91.68586666666666,69.48026666666667,0.17500000000000002,0.12870096666666667,0.9083333333333333,0.8099573333333333,1.0,256.0,151.0,70.5,10.7703,256.0,151.0,70.5,10.7703,False,10.440603721696704
14.167363333333332,15.142166666666666,0.10915996666666666,198.50066666666666,86.52223333333332,0.19999999999999998,0.0843529,0.7333333333333334,0.32877633333333334,1.0,199.0,83.0,53.5,13.4536,199.0,83.0,53.5,13.4536,True,
9.06295,10.608206666666666,0.09499823333333335,94.17843333333333,56.68503333333334,0.15,0.13103033333333333,0.5666666666666668,0.8777553333333333,1.0,232.0,249.0,66.0,13.341699999999998,232.0,249.0,66.0,13.341699999999998,False,5.471964500583056
7.073343333333334,9.903163333333334,0.07509326666666667,72.16646666666666,44.61853333333334,0.16666666666666666,0.0975768,0.8333333333333334,0.7656603333333334,1.0,240.0,258.0,64.5,15.652499999999998,240.0,258.0,64.5,15.652499999999998,False,5.652408193169114
8.695206666666666,7.543973333333334,0.019567733333333334,66.18183333333333,38.991299999999995,0.18333333333333335,0.09867363333333334,1.125,0.7072759999999999,1.0,223.0,254.0,68.5,13.1529,223.0,254.0,68.5,13.1529,False,8.138145836440971
5.793446666666665,4.387246666666667,0.014286966666666664,38.646166666666666,55.6198,0.09166666666666667,0.06926666666666667,0.325,0.49123866666666666,1.0,202.0,100.0,57.0,10.4403,202.0,100.0,57.0,10.4403,False,22.220569494767545
13.104133333333332,11.390749999999999,0.16434066666666666,146.5425,54.12056666666666,0.18333333333333335,0.05939846666666667,0.4166666666666667,0.14544566666666667,1.0,173.0,233.0,58.0,18.2483,173.0,233.0,58.0,18.2483,False,5.002462210395612
11.945733333333331,8.964166666666666,0.014212089999999998,106.86946666666667,36.22496666666667,0.21666666666666667,0.1537154,1.2,1.0402230000000001,1.0,106.0,32.0,65.5,13.928400000000002,106.0,32.0,65.5,13.928400000000002,False,6.89547908076255
11.11817,16.60678,0.0931605,143.66960000000003,47.26976666666667,0.21666666666666667,0.08271459999999999,0.625,0.2405676666666667,1.0,243.0,110.0,61.5,10.0,243.0,110.0,61.5,10.0,False,4.727566518282972
9.049636666666666,12.864473333333335,0.08116843333333333,100.95889999999999,45.2202,0.21666666666666667,0.20981300000000003,0.725,0.4996353333333334,1.0,193.0,88.0,56.0,13.6015,193.0,88.0,56.0,13.6015,False,4.718296174968226
12.102366666666668,12.673666666666668,0.12211883333333334,153.315,56.566333333333326,0.21666666666666667,0.09161136666666665,0.5,0.170005,1.0,207.0,188.0,62.5,12.3693,207.0,188.0,62.5,12.3693,False,4.93521531053355
8.973683333333334,13.466193333333331,0.09468046666666667,107.55023333333332,42.689099999999996,0.18333333333333335,0.24511566666666665,0.5333333333333333,0.5967963333333333,1.0,222.0,230.0,65.5,14.5602,222.0,230.0,65.5,14.5602,False,4.755531916619921
15.957100000000002,15.210183333333333,0.11953553333333333,218.936,66.6318,0.25,0.09399843333333331,0.5499999999999999,0.23903566666666667,1.0,138.0,26.0,63.0,13.038400000000001,138.0,26.0,63.0,13.038400000000001,False,4.5945354271321825
9.052243333333335,9.509216666666667,0.1304118,79.8073,33.98806666666667,0.15833333333333333,0.05661706666666666,0.39999999999999997,0.16710933333333333,1.0,177.0,236.0,56.5,21.2132,177.0,236.0,56.5,21.2132,False,5.680405800835799
13.293663333333333,14.690026666666668,0.09857300000000001,163.0036666666667,100.70756666666666,0.20833333333333334,0.252574,1.2583333333333333,0.979667,1.0,159.0,215.0,52.0,20.2237,159.0,215.0,52.0,20.2237,False,5.106156489745235
18.180000000000003,14.712196666666665,0.14020923333333332,231.92233333333334,68.65983333333334,0.25,0.0818194,0.4833333333333334,0.217483,1.0,264.0,193.0,59.5,13.6015,264.0,193.0,59.5,13.6015,False,4.430051440338205
10.423456666666668,8.84557,0.07186753333333333,89.93490000000001,33.37506666666667,0.18333333333333335,0.09461926666666666,1.0416666666666667,0.585101,1.0,184.0,194.0,65.0,12.649099999999999,184.0,194.0,65.0,12.649099999999999,False,4.56689129669452
12.832373333333331,34.41584666666667,0.1079758,290.04499999999996,77.84123333333334,0.27499999999999997,0.11461623333333333,0.725,0.2885713333333333,1.0,158.0,53.0,41.5,10.0,158.0,53.0,41.5,10.0,True,
21.80558666666667,38.05202666666667,0.10703606666666667,446.7743333333333,130.915,0.375,0.21453323333333332,0.725,0.4980736666666667,1.0,143.0,62.0,60.5,12.0416,143.0,62.0,60.5,12.0416,True,
7.56679,8.1627,0.011712619999999998,63.052666666666674,27.339796666666672,0.1416666666666667,0.06868763333333333,0.625,0.4183213333333334,1.0,313.0,192.0,68.0,11.661899999999997,313.0,192.0,68.0,11.661899999999997,False,6.845985639301739
11.428483333333332,17.64165,0.0699768,181.23199999999997,100.94253333333332,0.20833333333333334,0.209241,0.9166666666666666,0.6711956666666666,1.0,249.0,197.0,64.0,15.8114,249.0,197.0,64.0,15.8114,False,6.034781392686578
9.337976666666668,14.217876666666667,0.118882,131.7194333333333,41.678900000000006,0.225,0.11926403333333335,0.7000000000000001,0.577142,1.0,156.0,91.0,59.0,10.0,156.0,91.0,59.0,10.0,False,4.348667451766101
13.441166666666668,12.628126666666665,0.10882813333333334,166.331,54.635600000000004,0.2833333333333333,0.13618966666666668,0.9833333333333333,0.49447233333333324,1.0,115.0,44.0,62.5,13.416400000000001,115.0,44.0,62.5,13.416400000000001,False,4.109789537060848
28.38286666666667,25.926556666666666,0.11760286666666665,423.24366666666674,147.869,0.3499999999999999,0.18554060000000003,0.6666666666666666,0.5759839999999999,1.0,144.0,57.0,66.5,11.1803,144.0,57.0,66.5,11.1803,False,4.148971224724368
8.145393333333333,12.74759,0.07602666666666667,97.585,28.669833333333333,0.21666666666666667,0.09911226666666667,0.7666666666666666,0.41483133333333333,1.0,152.0,102.0,66.0,10.816700000000003,152.0,102.0,66.0,10.816700000000003,False,4.543145939068774
9.394516666666666,9.096353333333333,0.009466816666666666,81.0903,54.339200000000005,0.1416666666666667,0.09299160000000001,0.8416666666666667,0.3698996666666667,1.0,245.0,237.0,62.5,14.1421,245.0,237.0,62.5,14.1421,False,6.6078378059668745
8.004133333333334,11.05041,0.016419666666666666,89.10953333333333,59.891799999999996,0.14166666666666664,0.0717796,0.5166666666666667,0.597611,1.0,245.0,179.0,71.5,13.0,245.0,179.0,71.5,13.0,False,6.42698855814594
10.463073333333332,16.08816666666667,0.15876566666666667,169.47766666666664,48.669333333333334,0.2333333333333333,0.07271663333333332,0.48333333333333334,0.18292833333333336,1.0,198.0,186.0,59.0,11.1803,198.0,186.0,59.0,11.1803,False,4.2190347822364105
8.21628,8.354533333333334,0.09004380000000001,66.3233,22.228333333333335,0.16666666666666666,0.08202616666666666,0.7416666666666667,0.6199460000000001,1.0,275.0,223.0,66.5,11.1803,275.0,223.0,66.5,11.1803,False,4.41825293462291
5.2039,16.0046,0.010640433333333333,127.89699999999999,30.59663333333333,0.19166666666666665,0.15293506666666667,0.39999999999999997,0.10327779999999999,1.0,208.0,106.0,60.0,9.84886,208.0,106.0,60.0,9.84886,False,6.935866745151314
7.516946666666667,11.338803333333333,0.043531999999999994,83.173,19.500966666666667,0.19999999999999998,0.06771423333333333,1.175,0.43402233333333334,1.0,122.0,44.0,66.0,13.1529,122.0,44.0,66.0,13.1529,False,4.556047039379182
12.688403333333333,16.306036666666667,0.09214583333333333,175.73666666666668,82.84546666666667,0.2333333333333333,0.24795999999999999,1.2833333333333334,0.8762996666666667,1.0,157.0,218.0,59.0,18.4391,157.0,218.0,59.0,18.4391,True,
17.28937,28.482070000000004,0.1228066,315.5506666666667,99.0304,0.3,0.12618143333333334,0.75,0.320802,1.0,160.0,51.0,50.5,11.4018,160.0,51.0,50.5,11.4018,False,3.826533767980812
7.665273333333334,9.214383333333334,0.013806533333333334,70.27786666666667,20.383100000000002,0.17500000000000002,0.0557145,1.4750000000000003,0.5127833333333333,1.0,109.0,109.0,60.5,12.2066,109.0,109.0,60.5,12.2066,False,6.880422997201567
6.278606666666666,15.305933333333334,0.03431529999999999,96.97923333333334,39.6539,0.19166666666666665,0.06789006666666668,1.3999999999999997,0.6282893333333334,1.0,189.0,164.0,67.0,12.3693,189.0,164.0,67.0,12.3693,False,4.516836973106416
5.61474,13.130193333333333,0.010589979999999999,74.69493333333334,16.96441,0.19999999999999998,0.08545226666666667,1.2333333333333332,0.5087473333333333,1.0,114.0,76.0,63.0,12.3693,114.0,76.0,63.0,12.3693,False,3.9909449424512755
13.620946666666667,27.605,0.14589866666666668,302.63100000000003,94.17706666666668,0.2833333333333333,0.10517913333333333,0.7000000000000001,0.291085,1.0,94.0,52.0,64.5,12.0416,94.0,52.0,64.5,12.0416,False,3.731320714512286
7.849306666666666,39.697833333333335,0.1073881,264.51433333333335,73.45639999999999,0.3,0.0936484,0.6333333333333333,0.38937566666666673,1.0,130.0,95.0,64.0,10.4403,130.0,95.0,64.0,10.4403,False,3.869835569220707
6.518756666666667,37.31733333333334,0.0840649,243.1846666666667,72.84506666666665,0.2833333333333333,0.1060754,1.05,0.4734623333333334,1.0,182.0,159.0,64.0,10.6301,182.0,159.0,64.0,10.6301,False,3.8777609048291537
5.533673333333333,14.16707,0.08426,78.84353333333334,20.1913,0.18333333333333335,0.0665874,0.6,0.25886000000000003,1.0,139.0,90.0,60.5,10.7703,139.0,90.0,60.5,10.7703,False,3.948910031844143
8.112696666666666,16.888406666666665,0.06814636666666667,140.8832,40.16543333333334,0.20833333333333334,0.0805954,0.7833333333333333,0.25798266666666664,1.0,284.0,200.0,69.0,13.6015,284.0,200.0,69.0,13.6015,False,4.990443624360938
5.7745,12.08202666666667,0.08561603333333333,69.56106666666666,23.8612,0.2333333333333333,0.09210453333333335,0.8333333333333334,0.5275123333333332,1.0,34.0,82.0,65.0,14.3178,34.0,82.0,65.0,14.3178,False,4.127596440698286
8.393073333333334,35.150866666666666,0.16928,258.238,59.91696666666667,0.25,0.08461443333333334,0.6,0.290104,1.0,257.0,214.0,67.5,13.6015,257.0,214.0,67.5,13.6015,False,3.3466529188280605
5.689330000000001,15.456499999999998,0.05722243333333333,90.1878,21.61033333333333,0.2333333333333333,0.07965026666666668,0.9666666666666667,0.7194806666666667,1.0,131.0,144.0,59.5,13.8924,131.0,144.0,59.5,13.8924,False,3.8756536556283354
10.062996666666665,13.7433,0.027958866666666665,141.6444,97.68886666666667,0.16666666666666666,0.06551486666666666,0.5666666666666667,0.3153876666666667,1.0,206.0,183.0,58.5,11.4018,206.0,183.0,58.5,11.4018,False,7.291821362927758
15.167666666666667,9.316623333333332,0.009047293333333333,129.30786666666668,84.2606,0.19166666666666665,0.13990233333333332,0.6666666666666666,0.2392482,1.0,183.0,36.0,64.0,11.4018,183.0,36.0,64.0,11.4018,False,12.529467332323836
6.414739999999999,34.851933333333335,0.037763933333333326,179.93536666666668,26.778066666666664,0.26666666666666666,0.061869766666666666,1.0333333333333334,0.31081233333333336,1.0,139.0,60.0,62.0,11.1803,139.0,60.0,62.0,11.1803,True,
7.434893333333332,10.291323333333333,0.038018666666666666,76.57100000000001,36.67016666666667,0.18333333333333335,0.09325933333333332,1.0083333333333333,0.4681313333333333,1.0,230.0,215.0,66.5,16.7631,230.0,215.0,66.5,16.7631,False,5.801803434972689
4.296156666666667,14.510433333333333,0.050157066666666666,61.614599999999996,13.10542,0.16666666666666666,0.06323909999999999,0.65,0.3762493333333334,1.0,130.0,106.0,61.0,10.6301,130.0,106.0,61.0,10.6301,False,3.952328332913944
5.775216666666666,9.528186666666667,0.011718993333333332,54.547200000000004,6.510966666666666,0.16666666666666666,0.0473575,1.5333333333333334,0.39539100000000005,1.0,108.0,83.0,62.5,12.3693,108.0,83.0,62.5,12.3693,False,4.469417616915479
8.907233333333332,12.290036666666667,0.012172160000000001,112.3945,30.75936666666667,0.17500000000000002,0.05480406666666667,0.4166666666666667,0.320768,1.0,235.0,175.0,62.0,10.2956,235.0,175.0,62.0,10.2956,False,8.897658735608253
4.029833333333333,7.3786,0.031608066666666663,89.20300000000002,50.06066666666667,0.06666666666666667,0.024532666666666664,0.27499999999999997,0.12850633333333333,1.0,252.0,164.0,59.0,10.198,252.0,164.0,59.0,10.198,False,11.02279380072882
3.6094266666666663,10.886066666666666,0.0095527,64.43906666666668,14.546999999999999,0.10000000000000002,0.04876366666666667,0.5666666666666667,0.4014506666666667,1.0,172.0,143.0,68.5,14.7648,172.0,143.0,68.5,14.7648,False,5.039480028385203
9.114513333333333,12.458599999999999,0.01163545,117.40043333333331,42.70770000000001,0.16666666666666666,0.06918656666666666,0.75,0.22623833333333332,1.0,195.0,180.0,65.0,12.083,195.0,180.0,65.0,12.083,False,7.133670417450714
5.2541433333333325,12.708013333333332,0.026278206666666665,64.31086666666667,15.476533333333334,0.16666666666666666,0.07653326666666667,0.85,0.641525,1.0,140.0,67.0,56.0,13.038400000000001,140.0,67.0,56.0,13.038400000000001,False,4.507179603575937
5.87229,18.545600000000004,0.07991540333333334,106.08146666666669,21.6605,0.21666666666666667,0.07381356666666668,0.6333333333333334,0.3245186666666667,1.0,259.0,217.0,66.0,15.652499999999998,259.0,217.0,66.0,15.652499999999998,False,3.9921671796429354
3.9462233333333336,37.7916,0.00849731,159.6224,16.68426666666667,0.2833333333333333,0.11114856666666667,0.9,0.24697066666666667,1.0,167.0,119.0,62.0,12.53,167.0,119.0,62.0,12.53,False,3.2525114531618984
6.988423333333333,11.69546333333333,0.00899457,76.68356666666666,18.741273333333336,0.20000000000000004,0.05127403333333334,1.4333333333333333,0.8480016666666668,1.0,134.0,183.0,59.0,15.6205,134.0,183.0,59.0,15.6205,False,4.048719833638908
8.653273333333333,8.974306666666665,0.008975956666666667,74.87483333333334,22.989866666666668,0.16666666666666666,0.08927143333333333,0.9333333333333332,0.5353203333333333,1.0,239.0,244.0,65.5,14.866099999999998,239.0,244.0,65.5,14.866099999999998,False,5.488336126232774
5.837976666666666,11.667766666666665,0.013777533333333333,68.32996666666666,16.338033333333332,0.16666666666666666,0.0668643,2.0500000000000003,0.7193586666666668,1.0,105.0,60.0,66.5,13.416400000000001,105.0,60.0,66.5,13.416400000000001,False,4.158967923413933
8.058156666666667,8.834173333333334,0.011120873333333331,70.58576666666667,49.37853333333333,0.13333333333333333,0.06239340000000001,0.375,0.280116,1.0,184.0,209.0,66.0,13.341699999999998,184.0,209.0,66.0,13.341699999999998,False,5.663223017501528
6.832146666666667,10.380709999999999,0.022791199999999998,69.73790000000001,22.170666666666666,0.15,0.07792133333333334,0.9499999999999998,0.5260563333333333,1.0,288.0,236.0,63.5,15.2643,288.0,236.0,63.5,15.2643,False,4.84324856160537
7.896543333333334,10.451306666666667,0.011126703333333335,84.56403333333333,45.369433333333326,0.13333333333333333,0.10476446666666667,0.525,0.3812313333333333,1.0,248.0,209.0,66.0,12.3693,248.0,209.0,66.0,12.3693,False,5.279291131521244
4.84075,17.670333333333332,0.03718299333333333,84.99216666666668,12.095366666666669,0.2333333333333333,0.06085906666666666,1.3333333333333333,0.278502,1.0,75.0,63.0,66.5,13.928400000000002,75.0,63.0,66.5,13.928400000000002,False,3.3233917487307374
6.469069999999999,15.6106,0.02541176666666667,146.88266666666667,42.911833333333334,0.15,0.07763133333333333,0.5,0.25459899999999996,1.0,234.0,149.0,58.5,10.4403,234.0,149.0,58.5,10.4403,False,7.736324539275735
6.516913333333335,14.407833333333334,0.008889580000000001,92.85629999999999,21.8014,0.15,0.06512343333333333,0.6,0.528695,1.0,270.0,206.0,56.5,13.6015,270.0,206.0,56.5,13.6015,False,4.020564254745298
8.65934,11.692836666666667,0.00264852,111.32459999999999,23.903847333333335,0.19999999999999998,0.03333333333333333,0.6166666666666667,0.16666666666666666,1.0,211.0,237.0,68.0,19.0263,211.0,237.0,68.0,19.0263,False,3.781097424222433
6.586560000000001,10.455613333333334,0.006831056666666666,67.85283333333334,12.8814,0.13333333333333333,0.16384523333333334,0.6583333333333333,0.2044425666666667,1.0,225.0,189.0,56.5,12.2066,225.0,189.0,56.5,12.2066,False,5.958961141672648
7.233433333333333,8.588033333333334,0.0058574733333333325,93.19433333333335,44.891999999999996,0.20833333333333334,0.056622766666666664,0.5166666666666666,0.2552309,1.0,134.0,53.0,66.0,11.7047,134.0,53.0,66.0,11.7047,False,5.959425142277123
4.61715,9.955433333333334,0.00320665,67.16743333333334,12.357233333333333,0.11666666666666665,0.010540933333333334,0.2833333333333334,0.09368966666666667,1.0,228.0,207.0,70.0,13.1529,228.0,207.0,70.0,13.1529,False,5.1416741991383415
8.852523333333334,10.597356666666665,0.029196893333333335,90.44500000000001,27.566366666666667,0.2333333333333333,0.06520759999999999,0.9,0.5911743333333334,1.0,56.0,64.0,59.5,16.7631,56.0,64.0,59.5,16.7631,False,4.345736804886249
