stim_type,starttime,startframe,nearest_F_frame
auditory_and_visual,0.002157166600227356,0,272
auditory,3.7289278488606215,211,343
auditory,8.36617961898446,487,436
visual,13.103626772761345,770,531
auditory_and_visual,16.65649821795523,982,602
visual,20.14251255057752,1188,671
visual,24.746377298608422,1463,763
auditory_and_visual,28.282835863530636,1674,835
visual,31.58601824566722,1870,900
auditory_and_visual,36.089201398193836,2138,991
auditory_and_visual,41.077320301905274,2434,1090
auditory_and_visual,44.746212128549814,2652,1164
auditory,48.76624177582562,2890,1244
visual,52.81990090943873,3131,1325
auditory_and_visual,57.039927799254656,3383,1410
visual,61.16053608991206,3628,1492
auditory_and_visual,65.29745912179351,3875,1575
auditory_and_visual,70.21857177838683,4168,1673
auditory,75.20577021315694,4464,1772
visual,78.44094024971128,4657,1837
auditory,82.92805241048336,4924,1927
auditory_and_visual,86.63128764741123,5145,2001
visual,90.85147425532341,5396,2085
auditory_and_visual,95.80536424554884,5691,2185
auditory,99.20899954997003,5893,2252
auditory,102.76137387752533,6105,2323
auditory,107.34862208738923,6378,2415
auditory,111.76879471167922,6642,2504
auditory,116.58941916748881,6929,2600
auditory_and_visual,121.10982566140592,7199,2691
visual,125.31373409181833,7448,2774
visual,129.71722186543047,7711,2862
visual,134.3209798131138,7985,2954
auditory_and_visual,137.8580515962094,8196,3026
auditory_and_visual,142.06102287955582,8446,3110
visual,146.2474885955453,8694,3193
visual,150.6845410708338,8959,3282
auditory,154.38770991936326,9180,3356
auditory_and_visual,157.74068354442716,9380,3423
auditory_and_visual,161.39461535587907,9596,3496
visual,165.26362341083586,9826,3573
auditory_and_visual,168.39944220148027,10013,3636
visual,171.75223141349852,10212,3703
auditory_and_visual,175.32159174792469,10425,3775
auditory,179.24150715582073,10658,3853
auditory,182.5610777232796,10856,3919
auditory,186.34806916490197,11082,3995
visual,189.76711156964302,11286,4063
auditory_and_visual,192.86967675760388,11471,4125
auditory_and_visual,197.20655373297632,11729,4212
auditory,201.3602796420455,11976,4295
visual,208.73166103102267,12182,4444
auditory_and_visual,213.4533768352121,12459,4537
auditory_and_visual,216.50595000945032,12640,4598
auditory,220.4429136440158,12874,4676
visual,225.43022208474576,13171,4776
visual,230.33429870195687,13463,4874
visual,234.05420724488795,13685,4949
auditory_and_visual,239.00903373770416,13980,5048
auditory,242.44420903548598,14184,5116
visual,245.91377039812505,14391,5186
auditory,249.23377522081137,14589,5252
visual,254.18796412274241,14884,5351
visual,257.2904674112797,15069,5413
auditory,260.77690990641713,15277,5483
auditory,265.3634727373719,15551,5575
visual,268.9832760207355,15766,5647
auditory_and_visual,272.8031833451241,15994,5724
auditory_and_visual,276.89020512625575,16237,5806
visual,280.509350290522,16452,5878
auditory_and_visual,284.6628699749708,16699,5961
auditory,289.0663532577455,16961,6049
auditory_and_visual,294.0539076924324,17258,6149
auditory_and_visual,298.3076278921217,17511,6234
visual,301.56041607633233,17704,6298
auditory_and_visual,305.7635457981378,17954,6383
auditory,308.9163278248161,18141,6446
auditory_and_visual,313.7706148009747,18431,6543
visual,316.9069361612201,18616,6605
auditory,321.7269881311804,18904,6702
auditory,325.0636428464204,19103,6768
auditory_and_visual,328.7995736338198,19326,6843
visual,333.1867319140583,19586,6931
auditory,336.2727556116879,19770,6993
visual,339.9424008112401,19989,7066
visual,344.21293992362916,20244,7151
auditory_and_visual,348.66629591211677,20510,7241
auditory,352.53620294854045,20740,7318
auditory,356.9896721523255,21005,7407
visual,360.9430977385491,21241,7486
auditory_and_visual,364.0797667577863,21428,7549
visual,367.1315881628543,21610,7610
auditory_and_visual,370.7345943413675,21825,7682
auditory,374.12084369920194,22025,7749
visual,377.22331331297755,22210,7811
auditory,381.09317288175225,22441,7889
visual,384.5127172153443,22645,7957
visual,388.4332448784262,22879,8036
auditory,392.9532010797411,23148,8126
auditory_and_visual,396.0390422884375,23332,8188
visual,400.05895262770355,23572,8268
visual,404.42932567186654,23832,8355
auditory,408.0489413328469,24048,8428
visual,411.1349775400013,24232,8489
auditory_and_visual,414.3709663748741,24425,8554
visual,417.9577360711992,24638,8626
auditory_and_visual,422.34489563293755,24899,8714
auditory_and_visual,426.2976210862398,25134,8793
auditory_and_visual,431.0017402302474,25413,8887
auditory_and_visual,434.7045655865222,25633,8961
auditory_and_visual,438.45766454935074,25856,9036
auditory_and_visual,441.99432452581823,26066,9107
auditory,445.0796843338758,26249,9168
auditory_and_visual,449.3001878131181,26500,9253
auditory,454.22070585377514,26793,9351
visual,459.0582736618817,27081,9448
auditory_and_visual,463.4783811811358,27345,9536
auditory,468.18251732364297,27626,9630
auditory_and_visual,471.9521542470902,27851,9706
auditory_and_visual,476.63927583768964,28129,9800
auditory_and_visual,479.7427015192807,28313,9862
auditory_and_visual,483.0281182229519,28508,9927
auditory_and_visual,487.7320622522384,28788,10021
auditory,491.83548536896706,29031,10103
auditory,496.17227029800415,29290,10190
auditory,499.9592569284141,29516,10266
auditory,503.0448444467038,29699,10327
auditory,506.1481816098094,29884,10389
auditory_and_visual,509.65054820664227,30093,10460
visual,513.1033759694546,30298,10528
visual,516.2389792352915,30485,10591
auditory_and_visual,519.2754076514393,30666,10652
auditory,523.1120309364051,30894,10728
auditory,527.7988834418356,31173,10822
auditory,531.201560754329,31376,10890
auditory,535.2213267702609,31616,10971
auditory_and_visual,539.6421180646867,31879,11059
auditory_and_visual,544.2458625417203,32153,11151
auditory_and_visual,547.6154100503772,32353,11219
auditory_and_visual,552.1024712156504,32620,11308
auditory_and_visual,556.4728230908513,32880,11396
auditory,560.2757854610682,33105,11472
visual,563.4618547651917,33295,11535
visual,566.6149276867509,33483,11598
auditory,570.7847624309361,33732,11682
visual,574.9715463034809,33982,11765
visual,578.3739631902426,34183,11833
auditory,581.4772256240249,34368,11895
auditory,585.997872017324,34638,11986
auditory_and_visual,590.4010544642806,34900,12074
auditory,595.3891560491174,35197,12174
