stim_type,starttime,startframe,nearest_F_frame
auditory_and_visual,0.001997126266360283,0,277
visual,4.533379003405571,258,364
auditory_and_visual,8.086501572281122,471,435
auditory_and_visual,12.940410418435931,759,532
auditory_and_visual,16.827841632068157,990,610
auditory,20.997421726584435,1238,693
auditory_and_visual,26.001578586176038,1536,793
visual,29.404096821323037,1738,861
auditory_and_visual,33.14074666239321,1961,936
auditory_and_visual,37.894749738276005,2242,1031
visual,42.63187103904784,2524,1125
auditory,46.91901770979166,2780,1211
auditory_and_visual,50.572667606174946,2998,1284
auditory,54.37566878274083,3224,1360
auditory_and_visual,58.31158109381795,3459,1439
visual,62.331599516794086,3698,1519
visual,67.21909904293716,3989,1617
auditory_and_visual,71.77298172004521,4261,1708
auditory_and_visual,75.50924926251173,4483,1783
auditory,80.2134761698544,4763,1877
auditory,83.783770121634,4976,1948
auditory,87.88639432378113,5220,2030
auditory_and_visual,91.1722138505429,5416,2096
auditory_and_visual,94.87561457976699,5636,2170
auditory_and_visual,99.04600705951452,5884,2254
visual,103.68350674584508,6158,2346
auditory_and_visual,108.63702245429158,6453,2445
visual,112.22326777130365,6666,2517
auditory,115.34242287650704,6852,2579
auditory_and_visual,119.6125867459923,7107,2665
visual,122.79949890635908,7296,2728
auditory,126.28494684584439,7504,2798
auditory,131.1555059067905,7796,2895
auditory,135.3091436177492,8043,2978
visual,139.8962940070778,8318,3070
visual,143.49932167492807,8533,3142
auditory_and_visual,146.98623787611723,8741,3212
visual,150.98874943889678,8979,3292
auditory,155.6092060301453,9255,3384
auditory,158.81176903657615,9446,3448
auditory_and_visual,162.61506976559758,9672,3525
auditory_and_visual,166.01873233169317,9874,3593
auditory_and_visual,169.83796197362244,10101,3669
auditory,174.04138868115842,10351,3753
auditory,178.01125825755298,10588,3832
auditory_and_visual,182.19818388670683,10838,3916
visual,186.25170222483575,11079,3997
visual,190.65582951530814,11341,4085
auditory_and_visual,195.3259801696986,11619,4179
auditory_and_visual,199.71350118517876,11880,4267
auditory_and_visual,203.51573647931218,12106,4343
auditory_and_visual,207.86937079019845,12365,4430
auditory,211.8561035376042,12602,4509
auditory,216.0431253835559,12852,4593
auditory,220.0465548504144,13090,4673
auditory,224.03366123698652,13329,4753
auditory,228.05343591235578,13569,4833
auditory_and_visual,232.3067378923297,13823,4918
visual,235.8596333898604,14034,4989
visual,240.17963693104684,14292,5075
auditory,244.75037893094122,14564,5167
auditory_and_visual,248.27043231204152,14774,5237
auditory_and_visual,253.19067741930485,15067,5336
auditory_and_visual,256.4601838104427,15261,5401
auditory,259.9627364259213,15469,5471
auditory,263.29938825778663,15668,5538
auditory,266.9690244756639,15888,5611
auditory_and_visual,270.1547605525702,16078,5675
auditory,274.0578432548791,16307,5753
auditory,278.52846941165626,16574,5842
auditory,282.3653765358031,16802,5919
auditory,285.71781648136675,17002,5986
auditory,290.0714879967272,17262,6073
auditory,294.0245623923838,17498,6152
auditory_and_visual,297.3591179922223,17697,6219
visual,302.014750264585,17974,6312
visual,305.2841953970492,18170,6377
visual,309.6544186640531,18430,6465
auditory_and_visual,313.44070708565414,18656,6541
visual,318.0613310933113,18932,6633
visual,321.73088520765305,19150,6706
auditory_and_visual,326.2681202366948,19421,6797
visual,330.9888655394316,19702,6891
visual,334.2251500803977,19895,6956
auditory_and_visual,338.5117621086538,20151,7042
auditory_and_visual,341.8476544730365,20349,7109
auditory,345.10095003806055,20542,7173
visual,349.00463248975575,20774,7251
auditory_and_visual,352.74035256169736,20997,7326
auditory_and_visual,357.7611205074936,21295,7427
visual,361.11368649825454,21495,7494
visual,365.4675886090845,21756,7581
visual,369.9879338461906,22025,7671
visual,373.3247457165271,22224,7738
auditory,377.2605695091188,22459,7816
auditory,381.08050730265677,22687,7893
auditory_and_visual,385.36717321164906,22942,7979
visual,389.687568673864,23199,8065
auditory_and_visual,394.2081926167011,23468,8156
auditory,399.0621566288173,23757,8252
auditory_and_visual,402.2321183793247,23946,8316
auditory_and_visual,406.068003045395,24174,8393
visual,410.28817169368267,24425,8477
auditory,414.4197768550366,24671,8559
auditory_and_visual,418.17805385403335,24895,8635
visual,422.19844238832593,25134,8715
visual,425.9847548622638,25360,8791
auditory,430.0213753916323,25600,8871
visual,433.24039970710874,25792,8936
visual,436.2931957822293,25974,8997
auditory_and_visual,440.2628049328923,26211,9076
auditory_and_visual,444.5501235090196,26465,9162
auditory,448.50337750837207,26700,9241
auditory_and_visual,452.60651229694486,26945,9323
