cellName,snr,mad,eventRate,eventAmpMedian,eventAmpSD,riseMedian,riseSD,decayMedian,decaySD,numContourComponents,overallCenterInPixelsX,overallCenterInPixelsY,overallAreaInPixels,overallMaxContourWidthInPixels,largestComponentCenterInPixelsX,largestComponentCenterInPixelsY,largestComponentAreaInPixels,largestComponentMaxContourWidthInPixels,likely_repeat,peak_95th_percentile
C001,21.02605,21.65425,0.0065175499999999996,500.14459999999997,309.62131,0.275,0.22252874999999997,2.6,0.6080895,1.0,198.0,47.0,62.0,9.84886,198.0,47.0,62.0,9.84886,False,11.63515107788712
C002,4.66712,15.99005,0.0062229500000000005,149.255,334.477,0.05,1.809595,1.375,2.66228,1.0,204.0,101.0,62.0,10.7703,204.0,101.0,62.0,10.7703,False,15.92553728013786
C003,3.6972400000000003,12.76265,0.016677450000000003,94.3735,114.736,0.05,0.116382,0.6,1.270465,1.0,270.0,178.0,48.0,9.48683,270.0,178.0,48.0,9.48683,False,11.88049796383223
C005,4.575785,17.1871,0.010703450000000002,157.289,206.7695,0.075,0.7288600000000001,0.975,1.69924,1.0,275.0,130.0,60.0,9.84886,275.0,130.0,60.0,9.84886,False,11.997847222584763
C007,9.73975,12.12775,0.00821425,236.243,295.1795,0.2,0.702365,1.925,3.167825,1.0,277.0,135.0,58.5,10.4403,277.0,135.0,58.5,10.4403,False,8.176137388053892
C008,4.889444999999999,12.0357,0.01194805,117.696,124.432,0.05,0.08392999999999999,0.85,2.0522299999999998,1.0,160.0,72.0,61.0,10.7703,160.0,72.0,61.0,10.7703,False,11.035306916619675
C009,9.33982,46.799400000000006,0.006129315,417.9185,135.77565,0.5750000000000001,0.26582485,1.6749999999999998,2.18494,1.0,263.0,62.0,22.0,6.32456,263.0,62.0,22.0,6.32456,False,11.593262870143882
C010,4.816675,13.76605,0.011201250000000001,132.61350000000002,125.4445,0.05,0.1309685,0.925,1.69357,1.0,156.0,67.0,63.5,10.198,156.0,67.0,63.5,10.198,False,10.437344866999386
C011,21.48516,41.03115,0.004542195,897.001,135.7225,0.525,0.1625905,4.125,0.823146,1.0,190.0,50.0,65.5,10.7703,190.0,50.0,65.5,10.7703,False,12.28893646937314
C013,8.73022,64.94915,0.011790567,618.644,175.4555,0.425,0.1232015,2.8375,0.627905,1.0,228.0,79.0,61.0,10.2956,228.0,79.0,61.0,10.2956,False,10.49616207028085
C014,7.11875,14.41385,0.013192600000000002,205.21650000000002,152.306,0.075,3.5041050000000005,1.425,4.72259,1.0,263.0,160.0,57.0,10.0,263.0,160.0,57.0,10.0,False,7.769580766480387
C016,6.7845,12.8311,0.010703450000000002,174.1055,119.0835,0.05,1.591915,0.85,4.05264,1.0,272.0,173.0,56.0,9.43398,272.0,173.0,56.0,9.43398,False,7.547273048117242
C017,8.70303,54.37734999999999,0.015695595,484.679,165.3422,0.2375,0.6179804,1.9500000000000002,1.92579,1.0,265.0,64.0,25.5,6.7082,265.0,64.0,25.5,6.7082,False,9.216252816966803
C018,10.25455,46.34535,0.0065952,950.5,219.257,0.2875,0.073951,2.9125,0.9733149999999999,1.0,266.0,89.0,62.0,10.7703,266.0,89.0,62.0,10.7703,False,8.367695477138419
C019,15.1518,31.489849999999997,0.006268634499999999,474.321,212.7905,0.8,0.4297955,6.975,5.2873600000000005,1.0,281.0,107.0,46.5,9.84886,281.0,107.0,46.5,9.84886,False,8.05303013505145
C020,4.04035,14.6762,0.007965350000000001,118.594,154.0855,0.05,0.537445,0.65,2.1591299999999998,1.0,154.0,61.0,61.5,10.7703,154.0,61.0,61.5,10.7703,False,10.600411947055969
C021,15.71495,13.98665,0.0074196,439.599,218.7755,0.6,5.2168,7.7,9.63635,1.0,286.0,50.0,53.5,10.6301,286.0,50.0,53.5,10.6301,False,11.954760655341243
C022,4.404355000000001,19.79065,0.00348484,174.33,276.91450000000003,0.05,0.368818,2.675,5.78315,1.0,189.0,77.0,57.5,10.2956,189.0,77.0,57.5,10.2956,False,15.002458481606206
C024,22.6352,27.54085,0.015323260000000002,600.9575,155.15650000000002,0.925,5.758210999999999,3.9,3.92579,1.0,281.0,111.0,42.5,10.2956,281.0,111.0,42.5,10.2956,False,8.216735218001675
C025,14.467274999999999,32.40475,0.008011055,527.944,255.47115,0.39999999999999997,1.8193920000000001,6.175,5.828110000000001,1.0,178.0,31.0,65.0,10.2956,178.0,31.0,65.0,10.2956,False,10.878350156007192
C026,8.66605,28.34925,0.0057707999999999995,491.3525,113.3005,0.525,3.374285,5.825,5.9981,1.0,258.0,115.0,53.0,9.43398,258.0,115.0,53.0,9.43398,False,9.470690039901678
C027,6.67605,45.53425,0.007622805,303.4905,57.55565000000001,0.3375,0.05,2.7875,1.152685,1.0,264.0,94.0,37.0,8.544,264.0,94.0,37.0,8.544,False,8.947524900747315
C028,3.72897,18.2318,0.0087121,135.972,79.1755,0.05,1.844075,1.025,3.43773,1.0,198.0,142.0,65.5,10.2956,198.0,142.0,65.5,10.2956,False,4.430135606564786
C029,7.0546,14.26615,0.017175299999999998,201.2845,159.439,0.175,2.61155,1.475,5.5868,1.0,298.0,94.0,47.5,10.0,298.0,94.0,47.5,10.0,False,7.716238961039865
C030,16.43245,27.85902,0.009753475,548.0474999999999,90.3663,0.5875,0.2330265,4.1375,2.5344300000000004,1.0,163.0,28.0,61.0,12.2066,163.0,28.0,61.0,12.2066,False,9.249147312849448
C033,6.4368,14.6622,0.011201250000000001,188.7545,109.273,0.1,0.2261085,0.525,1.4500600000000001,1.0,241.0,46.0,48.0,13.0384,241.0,46.0,48.0,13.0384,False,9.040920586587031
C034,5.6801,22.89,0.004978345,260.0355,133.529,0.2,0.3789375,1.075,2.5678349999999996,1.0,244.0,53.0,56.5,12.53,244.0,53.0,56.5,12.53,False,9.55758809582483
C037,4.6180449999999995,42.2818,0.0004978345,390.51849999999996,229.269,1.275,1.2,17.575,12.025,1.0,260.0,146.0,64.0,10.6301,260.0,146.0,64.0,10.6301,False,7.582356034721344
C038,12.793809999999999,47.4596,0.0037954445,587.495,179.28105,2.8375,2.05471,13.3,4.6700349999999995,1.0,151.0,24.0,66.0,10.198,151.0,24.0,66.0,10.198,False,6.309915048140875
C040,5.7945,24.53275,0.003982675,284.3095,153.7165,0.225,0.95541,2.45,5.98035,1.0,241.0,42.0,51.5,13.4164,241.0,42.0,51.5,13.4164,False,8.302064665947515
C043,9.632165,92.91690000000001,0.003546527,1082.2075,52.5025,1.0,1.000235,10.55,4.333645,1.0,258.0,66.0,61.5,10.4403,258.0,66.0,61.5,10.4403,False,7.902010738421026
C044,13.684535,24.78685,0.0241428,371.04949999999997,149.315,0.36250000000000004,0.7503934999999999,2.5625,2.682005,1.0,193.0,21.0,61.0,9.48683,193.0,21.0,61.0,9.48683,False,7.6635693554709565
C045,15.07255,35.57195,0.01088852,556.948,214.15200000000002,0.35,3.105238,3.625,2.9212855,1.0,254.0,53.0,52.5,9.84886,254.0,53.0,52.5,9.84886,False,10.13550445051454
C046,15.35575,27.7139,0.018931499999999997,360.463,161.8949,0.375,1.3475019999999998,2.125,2.895185,1.0,296.0,89.0,53.5,10.8167,296.0,89.0,53.5,10.8167,False,11.031879490287675
C047,8.150435,35.04925,0.007871755000000001,288.9255,139.76497999999998,0.3875,0.1833305,7.725,3.663535,1.0,182.0,85.0,65.0,11.6619,182.0,85.0,65.0,11.6619,False,10.823077295624746
C048,10.785665,48.1315,0.004060325,513.403,153.016,0.75,0.9289149999999999,7.95,3.7593900000000002,1.0,209.0,121.0,63.5,10.4403,209.0,121.0,63.5,10.4403,False,8.743761052395536
C049,4.54928,14.75175,0.006720749999999999,134.2195,196.236,0.275,2.8712299999999997,1.625,5.8923,1.0,245.0,60.0,49.5,10.198,245.0,60.0,49.5,10.198,False,9.423635191826756
C050,6.60025,15.89705,0.00329761,209.84900000000002,123.84649999999999,0.6,0.2855915,16.0625,8.79315,1.0,197.0,72.0,57.5,11.0,197.0,72.0,57.5,11.0,False,12.641153639769406
