cellName,snr,mad,eventRate,eventAmpMedian,eventAmpSD,riseMedian,riseSD,decayMedian,decaySD,numContourComponents,overallCenterInPixelsX,overallCenterInPixelsY,overallAreaInPixels,overallMaxContourWidthInPixels,largestComponentCenterInPixelsX,largestComponentCenterInPixelsY,largestComponentAreaInPixels,largestComponentMaxContourWidthInPixels,likely_repeat,peak_95th_percentile
C001,13.80195,32.9637,0.009462905,437.08000000000004,696.51615,0.475,0.3392355,2.875,1.53741,1.0,91.0,108.0,60.5,12.2066,91.0,108.0,60.5,12.2066,False,12.194618508826467
C002,6.295,17.85295,0.007265300000000001,224.769,352.8475,0.1,0.36320949999999996,1.125,3.079395,1.0,100.0,137.0,53.0,10.0,100.0,137.0,53.0,10.0,False,16.920637516365595
C003,6.382125,50.3027,0.00256754,318.488,524.09505,0.3,0.35642050000000003,1.8,0.9137850000000001,1.0,71.0,73.0,57.0,12.53,71.0,73.0,57.0,12.53,False,19.366268093087257
C004,9.73998,43.3805,0.0084874,435.67549999999994,227.289715,0.2875,0.26933,3.2,3.339585,1.0,106.0,82.0,56.5,11.1803,106.0,82.0,56.5,11.1803,False,15.331540153691334
C005,8.788915,46.00205,0.013190905,423.337,486.21,0.35,0.45599599999999996,3.9749999999999996,3.51842,1.0,83.0,64.0,60.5,11.7047,83.0,64.0,60.5,11.7047,False,13.489715591174399
C006,15.81433,44.7975,0.010247705000000001,902.8439999999999,489.0975,0.5375000000000001,0.140942,3.5625,2.63333,1.0,147.0,224.0,57.0,11.4018,147.0,224.0,57.0,11.4018,False,11.586735362850106
C007,21.5982,44.13165,0.013269305,1173.3965,354.6035,0.6000000000000001,1.7438375,3.15,2.4475255,1.0,147.0,212.0,57.0,14.1421,147.0,212.0,57.0,14.1421,False,10.71309525530417
C008,11.212250000000001,42.88035,0.01486705,502.398,458.25350000000003,0.325,0.31059000000000003,1.5,1.718845,1.0,145.0,161.0,55.5,12.8062,145.0,161.0,55.5,12.8062,False,11.176687258997754
C009,6.340254999999999,49.462500000000006,0.012316249999999999,298.495,226.4475,0.4,1.252675,4.05,2.20085,1.0,72.0,77.0,54.0,10.0,72.0,77.0,54.0,10.0,False,12.602653333273278
C010,12.586555,52.7146,0.00325149,965.39805,523.535,0.375,0.075,4.25,28.4449,1.0,132.0,199.0,51.5,12.3693,132.0,199.0,51.5,12.3693,False,13.047627999266325
C011,8.567070000000001,40.40515,0.0236011,335.8695,262.7974,0.1875,1.57547045,1.1125,3.4188815,1.0,111.0,86.0,56.0,10.2956,111.0,86.0,56.0,10.2956,False,9.00180792776055
C012,14.0549,30.073700000000002,0.025877099999999997,435.7,400.92050000000006,0.3125,0.91071,2.2375,3.0504499999999997,1.0,78.0,72.0,58.5,10.2956,78.0,72.0,58.5,10.2956,False,6.635337068839769
C013,9.311975,54.6891,0.015775155,335.99350000000004,326.472,0.35,1.2155595,2.75,2.84483,1.0,120.0,117.0,53.0,10.0,120.0,117.0,53.0,10.0,False,10.456014040449269
C014,13.668425000000001,28.56245,0.035603305,261.179,246.83495000000002,0.4,1.3405974999999999,1.6,3.170845,1.0,103.0,123.0,50.0,10.6301,103.0,123.0,50.0,10.6301,False,13.084469230378597
C015,20.15473,55.79675,0.00811748,1368.8815000000002,506.797,0.8374999999999999,0.8544669000000001,5.0125,4.26547,1.0,75.0,91.0,51.5,10.8167,75.0,91.0,51.5,10.8167,False,9.600870722317934
C016,11.08257,67.18935,0.00907051,879.7090000000001,419.41499999999996,0.5249999999999999,0.1446149,3.5,1.772135,1.0,138.0,160.0,57.0,10.8167,138.0,160.0,57.0,10.8167,False,7.861808127576687
C017,45.9165,71.55109999999999,0.0027749750000000003,2961.2200000000003,468.9375,1.0,0.259924,7.112500000000001,0.461572,1.0,148.0,218.0,55.5,10.4403,148.0,218.0,55.5,10.4403,False,10.302404393943942
C018,7.79839,55.58585000000001,0.014883805,398.0865,304.6155,0.375,0.951525,2.075,1.6168575,1.0,99.0,105.0,55.0,11.4018,99.0,105.0,55.0,11.4018,False,11.026853780390859
C019,11.9174,35.9822,0.01540525,414.9465,390.671,0.45,0.56994,1.9249999999999998,1.8639099999999997,1.0,98.0,116.0,52.5,10.8167,98.0,116.0,52.5,10.8167,False,8.599324496489784
C020,18.50805,43.468,0.031073800000000002,894.182,470.908,0.4,0.5777555000000001,1.975,1.321185,1.0,102.0,110.0,46.5,9.84886,102.0,110.0,46.5,9.84886,False,8.572696789329854
C021,10.46943,50.05335,0.019519900000000003,450.762,179.7663,0.4,0.38432399999999994,4.1625,1.94056,1.0,103.0,101.0,55.5,9.48683,103.0,101.0,55.5,9.48683,False,7.174739138972305
C022,8.793714999999999,38.96805,0.015237005,356.2025,246.6628,0.275,0.54266025,1.4625,1.3272300000000001,1.0,61.0,67.0,52.5,11.1803,61.0,67.0,52.5,11.1803,False,11.45539181696692
C023,11.038755,45.63405,0.014614704999999999,406.656,358.67850000000004,0.425,2.3452924,1.7875,2.8176405,1.0,147.0,167.0,49.0,10.6301,147.0,167.0,49.0,10.6301,False,8.054078402984496
C024,4.8261199999999995,7.3626,0.011301549999999999,71.0655,174.7505,0.05,0.259148,0.5625,1.485155,1.0,170.0,198.0,62.5,11.4018,170.0,198.0,62.5,11.4018,False,8.72264861434196
C025,9.455725,43.56065,0.00683371,513.068,734.6614999999999,0.7250000000000001,4.4713045000000005,5.6125,8.4608,1.0,59.0,76.0,52.0,11.3137,59.0,76.0,52.0,11.3137,False,10.055789960545765
C026,13.899149999999999,40.018699999999995,0.012691899999999999,606.297,308.058,0.38749999999999996,0.3480635,2.05,1.80079,1.0,163.0,211.0,56.0,10.2956,163.0,211.0,56.0,10.2956,False,9.17886995226414
