auto_rewarded,change_contrast,change_frame,change_image_category,change_image_name,change_ori,change_time,cumulative_reward_number,cumulative_volume,delta_ori,initial_contrast,initial_image_category,initial_image_name,initial_ori,lick_times,optogenetics,response_latency,response_time,response_type,reward_frames,reward_times,reward_volume,rewarded,scheduled_change_time,startframe,starttime,endframe,endtime,trial_length
True,1.0,1237.0,im069,im069,90.0,48.24153153086081,3,0.015,0.0,1.0,im077,im077,90.0,"[48.52695176168345, 48.5598285170272, 48.76057143439539, 48.793823753716424, 48.89370515104383, 49.04605035693385, 49.14445996726863, 49.194441076833755, 49.293785587884486, 49.39406050974503, 49.42732790275477, 49.560799659229815, 49.66102679353207, 49.69430092186667, 49.81192234181799, 49.96204334986396, 50.061146358260885, 50.09541311697103, 50.194536972325295, 50.22841084818356, 50.32790898461826, 50.36191146937199]",False,,[],[],[1236],[48.243908712640405],0.005,True,4.744063415811397,1097,42.87053628987633,1316.0,51.27601092751138,8.405474637635052
,1.0,,,,,,3,0.015,0.0,1.0,,,90.0,[53.68169403355569],False,inf,[],[],[],[],0.0,True,5.208705498416528,1316,51.29408514103852,1396.0,54.3118937977124,3.0178086566738784
,1.0,,,,,,3,0.015,0.0,1.0,,,90.0,"[56.582989681046456, 56.61636451561935]",False,inf,[],[],[],[],0.0,True,5.208704536360308,1396,54.3303775715176,1446.0,56.6304983550217,2.3001207835040987
,1.0,,,,,,3,0.015,0.0,1.0,,,90.0,[59.90420554601587],False,inf,[],[],[],[],0.0,True,5.208705498649358,1446,56.64855268364772,1545.0,60.45034442190081,3.801791738253087
,1.0,,,,,,3,0.015,0.0,1.0,,,90.0,[60.57086932612583],False,inf,[],[],[],[],0.0,True,5.208704536360315,1545,60.46881857397966,1565.0,61.21764425537549,0.7488256813958287
True,1.0,1692.0,im065,im065,90.0,66.57357268058695,4,0.02,0.0,1.0,im069,im069,90.0,"[66.82493013096973, 66.8581353041809, 66.9917177092284, 67.02495046448894, 67.09218025254086, 67.1261769644916, 67.22558626136743, 67.2589607750997, 67.37660207995214, 67.55169632355683, 67.62607593764551, 67.65945045137778, 67.7931999519933, 67.82644040463492, 67.92631538771093, 68.05968643771484, 68.19381438847631, 68.34439466847107, 68.42655143793672, 68.45992819685489, 68.56004660692997, 68.59342657309026, 68.7267745314166, 68.7601698921062, 68.91141438437626]",False,,[],[],[1691],[66.57539469469339],0.005,True,5.208704856968112,1565,61.23607895872556,1770.0,69.59137235721573,8.355293398490176
True,1.0,1885.0,im069,im069,90.0,74.16388601833023,5,0.025,0.0,1.0,im065,im065,90.0,"[74.46551707549952, 74.59863828402013, 74.63188643404283, 74.73200805136003, 74.86550450325012, 74.89875425677747, 75.03350793360732, 75.13286912208423, 75.2652449759189, 75.29849537089467, 75.39874271070585, 75.4319898984395, 75.54424886894412, 75.64886121707968, 75.68374600447714, 75.78423773357645, 75.93436259008013, 76.21607336541638, 76.24927853886038]",False,,[],[],[1884],[74.16544151352718],0.005,True,4.324350061135235,1770,69.61044144630432,1983.0,77.94823440071195,8.337792954407632
,1.0,,,,,,5,0.025,0.0,1.0,,,90.0,"[80.65302609559149, 80.82004844164476]",False,inf,[],[],[],[],0.0,True,2.3057457469515867,1983,77.96663029678166,2063.0,81.00081912055612,3.034188823774457
,1.0,,,,,,5,0.025,0.0,1.0,,,90.0,"[82.92201259918511, 82.95529410406016, 83.08878863160498]",False,inf,[],[],[],[],0.0,True,2.30576915946979,2063,81.0190645987168,2123.0,83.302754862234,2.283690263517201
,1.0,2203.0,im062,im062,90.0,86.37353759375401,5,0.025,0.0,1.0,im069,im069,90.0,"[89.96085540042259, 89.9941070782952]",False,3.5874117775820196,[],[],[],[],0.0,True,2.3057685180213667,2123,83.32137558376417,2298.0,90.14178002532572,6.82040444156155
,1.0,,,,,,5,0.025,0.0,1.0,,,90.0,[92.69703795202076],False,inf,[],[],[],[],0.0,False,6.852154983823397,2298,90.16027823160402,2377.0,93.17762601282448,3.017347781220451
,1.0,,,,,,5,0.025,0.0,1.0,,,90.0,"[97.0509230659809, 97.10091315582395, 97.60102861514315, 97.634459575871]",False,inf,[],[],[],[],0.0,False,6.852153380551584,2377,93.19598085666075,2496.0,97.7480870615691,4.552106204908341
False,1.0,2671.0,im062,im062,90.0,104.65531604131684,5,0.025,0.0,1.0,im062,im062,90.0,[],False,,[],[],[],[],0.0,False,6.852154342607804,2496,97.76646692166105,2710.0,106.17179563152604,8.405328709864989
,1.0,2889.0,im066,im066,90.0,113.0461988504976,5,0.025,0.0,1.0,im062,im062,90.0,[],False,,[],[],[],[],0.0,True,6.852152097654738,2710,106.18986407201737,2919.0,114.54545958945528,8.355595517437905
,1.0,,,,,,5,0.025,0.0,1.0,,,90.0,"[119.58558815997094, 119.61892611160874]",False,inf,[],[],[],[],0.0,True,6.8521488904126215,2919,114.56382341356948,3056.0,120.03337547602132,5.4695520624518394
,1.0,3232.0,im061,im061,90.0,127.17508622561581,6,0.035,0.0,1.0,im066,im066,90.0,"[127.64225116395392, 127.6759819984436, 127.80935240723193, 127.84260697150603, 128.04369851225056, 128.14369536913, 128.2759660265874, 128.30971546284854, 128.40948268398643, 128.44284180318937, 128.54296213760972, 128.6764553822577, 128.95995225105435, 128.99351727287285, 129.09370175143704, 129.2268874249421, 129.26012563263066]",False,0.4672662860248238,[],[],[3242],[127.64425695105456],0.01,True,6.852154021767177,3056,120.05164115969092,3311.0,130.2085550315678,10.156913871876895
,1.0,,,,,,6,0.035,0.0,1.0,,,90.0,"[132.91359304008074, 132.94956186343916, 133.0800903660711, 133.11371375923045, 133.21358585590497, 133.24756107944995]",False,inf,[],[],[],[],0.0,True,3.5071668316497266,3311,130.22697658534162,3391.0,133.26109036034904,3.0341137750074267
,1.0,3490.0,im077,im077,90.0,137.08284086664207,7,0.045000000000000005,0.0,1.0,im061,im061,90.0,"[137.5842177204322, 137.61734431725927, 137.90234408318065, 137.952383243246, 138.10245453938842, 138.15120472293347, 138.25095238001086, 138.38444883190095, 138.41813348256983, 138.51781956106424, 138.66982255806215, 138.7698194149416, 138.91827203379944, 139.05172198126093, 139.15218292106874, 139.18827265617438, 139.30178788932972, 139.3358025616035, 139.42017230391502, 139.6200422195252, 139.70291964849457, 139.73591667413712]",False,0.5014637690037489,[],[],[3501],[137.586303046206],0.01,True,3.50726433064591,3391,133.2794429594651,3603.0,141.9017074527219,8.622264493256807
,1.0,,,,,,7,0.045000000000000005,0.0,1.0,,,90.0,"[142.40756285004318, 142.43803869048133]",False,inf,[],[],[],[],0.0,True,6.859530517496523,3603,141.918334253598,3623.0,142.65227144001983,0.7339371864218265
,1.0,,,,,,7,0.045000000000000005,0.0,1.0,,,90.0,"[145.30740210483782, 145.34063742589206]",False,inf,[],[],[],[],0.0,True,6.859564513797295,3623,142.6705538011156,3703.0,145.6881007498596,3.017546948743984
,1.0,,,,,,7,0.045000000000000005,0.0,1.0,,,90.0,"[146.00787112675607, 146.17461893567815]",False,inf,[],[],[],[],0.0,True,6.859562589684856,3703,145.70617015240714,3723.0,146.4554047526326,0.7492346002254635
,1.0,3904.0,im065,im065,90.0,153.34603355103172,8,0.05500000000000001,0.0,1.0,im077,im077,90.0,"[153.91466713347472, 154.1654100830201, 154.41539805592038, 154.51514603360556, 154.54876942676492, 154.6486412025988, 154.68188518309034, 154.78214438958094, 154.8155176206492, 154.93276892905124, 155.03288605622947, 155.1822575398255, 155.215625960147, 155.28213091939688, 155.31574853952043, 155.41562095680274, 155.44925397145562, 155.58262245589867]",False,0.5687297987751663,[],[],[3917],[153.916632830631],0.01,True,6.8595638725817025,3723,146.47430642531253,3982.0,156.3970438532997,9.922737427987158
,1.0,4063.0,im062,im062,90.0,159.46799881197512,8,0.05500000000000001,0.0,1.0,im065,im065,90.0,"[160.75335586071014, 160.78735417616554, 160.88747579348274, 160.9211017524358]",False,1.2854484540876001,[],[],[],[],0.0,True,2.954746630155995,3982,156.41599716222845,4102.0,160.9676389633678,4.55164180113934
,1.0,,,,,,8,0.05500000000000001,0.0,1.0,,,90.0,"[161.03797493106686, 161.08797335950658]",False,inf,[],[],[],[],0.0,True,7.252087499750786,4102,160.98598322365433,4122.0,161.73482943116687,0.7488462075125426
,1.0,,,,,,8,0.05500000000000001,0.0,1.0,,,90.0,"[163.85602784878574, 163.98939889878966, 164.02339400723577]",False,inf,[],[],[],[],0.0,True,7.252085254564889,4122,161.75302070751786,4182.0,164.03671738528647,2.283696677768603
,1.0,,,,,,8,0.05500000000000001,0.0,1.0,,,90.0,"[164.39025964890607, 164.4235090818256, 164.52338406490162]",False,inf,[],[],[],[],0.0,True,7.252084933957093,4182,164.05511199869215,4202.0,164.8040650060866,0.7489530073944479
,1.0,,,,,,8,0.05500000000000001,0.0,1.0,,,90.0,"[167.72578061791137, 167.75899284728803]",False,inf,[],[],[],[],0.0,True,7.2520862168539395,4202,164.82256289152429,4282.0,167.87329512904398,3.0507322375196964
,1.0,,,,,,8,0.05500000000000001,0.0,1.0,,,90.0,[167.89416827168316],False,inf,[],[],[],[],0.0,True,7.252084933957093,4282,167.89153066487052,4302.0,168.6406273553148,0.7490966904442757
,1.0,4503.0,im069,im069,90.0,176.2819134707097,9,0.065,0.0,1.0,im062,im062,90.0,"[176.53456919826567, 176.81655611423776, 176.8498036225792, 177.1017906474881, 177.20192830078304, 177.3019254785031, 177.41721237287857, 177.45048040733673, 177.56706814467907, 177.66727218730375, 177.7009128993377, 177.8031429341063, 177.95228221616708, 178.0521546334494, 178.20152258919552, 178.30138955428265, 178.3353897940833, 178.43551269429736, 178.46876084432006, 178.56926123262383, 178.71913175773807, 178.86887656035833]",False,0.25275386800058186,[],[],[4507],[176.53653072589077],0.01,True,7.252086537461736,4302,168.65869387146086,4581.0,179.31616226932965,10.657468397868797
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[182.73865145933814, 182.905398306204]",False,inf,[],[],[],[],0.0,True,5.813332300385952,4581,179.33427112037316,4674.0,183.1193350306712,3.7850639102980494
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[183.51024061092176, 183.53950252360664, 183.6726269396022, 183.80612050485797, 183.83936993777752]",False,inf,[],[],[],[],0.0,True,5.813291248152524,4674,183.1378797411453,4694.0,183.8866265253164,0.7487467841710895
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[185.64187335502356, 185.8074418741744]",False,inf,[],[],[],[],0.0,True,5.813333262442171,4694,183.90493294037879,4754.0,186.1885811893735,2.283648248994723
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[187.34315796964802, 187.37577911070548, 187.51514924084768]",False,inf,[],[],[],[],0.0,True,5.813313698381677,4754,186.2105220113881,4793.0,187.70647387509234,1.4959518637042493
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[187.82689005485736, 188.1933798121754, 188.22662892425433, 188.3268765846733, 188.3601455814205]",False,inf,[],[],[],[],0.0,True,5.8133335830499675,4793,187.7247321822215,4813.0,188.47380481823348,0.7490726360119879
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[190.4614477714058, 190.49506859877147]",False,inf,[],[],[],[],0.0,True,5.813332941834375,4813,188.49208365147933,4873.0,190.74239202449098,2.2503083730116487
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[191.92920026998036, 191.9625959515106]",False,inf,[],[],[],[],0.0,True,2.549568796657553,4873,190.76070228847675,4913.0,192.27699489868246,1.51629261020571
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[194.08235369203612, 194.49883642536588, 194.53208682034165]",False,inf,[],[],[],[],0.0,True,2.549580984177595,4913,192.29517976054922,4972.0,194.57891396270134,2.283734202152118
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[195.56660823128186, 195.66568045062013]",False,inf,[],[],[],[],0.0,True,2.549582587682238,4972,194.59728067344986,5012.0,196.11353030707687,1.5162496336270124
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[196.33466977626085],False,inf,[],[],[],[],0.0,True,2.549580984177595,5012,196.13187937811017,5032.0,196.88083046115935,0.7489510830491781
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[197.05165046057664],False,inf,[],[],[],[],0.0,True,2.5495822670744417,5032,196.8991147466004,5049.0,197.63145378185436,0.7323390352539718
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[198.8853462082334],False,inf,[],[],[],[],0.0,True,2.549557250818765,5049,197.6497662907932,5089.0,199.16610059468076,1.516334303887561
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[200.0039378083311],False,inf,[],[],[],[],0.0,True,3.3732468840746606,5089,199.18459078273736,5129.0,200.70068967761472,1.5160988948773593
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[201.12034722487442, 201.15353379654698, 201.25399890565313, 201.28711588075384]",False,inf,[],[],[],[],0.0,True,3.3732587507540757,5129,200.71888191625476,5149.0,201.46799720847048,0.7491152922157198
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[202.4891278897412],False,inf,[],[],[],[],0.0,True,3.3732590711290413,5149,201.4860967588611,5182.0,202.98592966329306,1.499832904431969
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[203.00673898262903, 203.1562368304003]",False,inf,[],[],[],[],0.0,True,3.373258750521245,5182,203.00414659758098,5201.0,203.73650551727042,0.7323589196894318
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[203.75859932298772],False,inf,[],[],[],[],0.0,True,3.373258750521245,5201,203.75558262434788,5221.0,204.50387847516686,0.7482958508189768
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[205.34193217521533],False,inf,[],[],[],[],0.0,True,3.373259392202499,5221,204.52199855144136,5261.0,206.0384874427691,1.5164888913277537
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[208.076353329001],False,inf,[],[],[],[],0.0,True,7.332672424808834,5261,206.05683106160723,5319.0,208.4905262319371,2.4336951703298837
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[208.56109857093543, 209.01095549738966]",False,inf,[],[],[],[],0.0,True,7.332669859015141,5319,208.50907222554088,5339.0,209.25783664919436,0.7487644236534834
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[209.87780542392284],False,inf,[],[],[],[],0.0,True,7.3326708210713605,5339,209.2760173419956,5359.0,210.02514418005012,0.749126838054508
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[212.63023408106528],False,inf,[],[],[],[],0.0,True,7.332670500463564,5359,210.0432597664185,5439.0,213.07769650709815,3.0344367406796664
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[213.54795736190863, 213.7143273621332]",False,inf,[],[],[],[],0.0,True,7.332669859015141,5439,213.09630472050048,5460.0,213.86174084618688,0.7654361256863922
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[216.73412320413627],False,inf,[],[],[],[],0.0,True,7.332661841259096,5460,213.88072750973515,5540.0,216.91422550124116,3.0334979915060103
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[217.03499351162463, 217.08461573487148]",False,inf,[],[],[],[],0.0,True,3.0520300231209205,5540,216.93269227677956,5555.0,217.81499548745342,0.8823032106738538
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[217.9355107699521, 217.9855925857555, 218.3515813772101, 218.38482888578437]",False,inf,[],[],[],[],0.0,True,3.0519790285533475,5555,217.830319841858,5575.0,218.56555049447343,0.735230652615428
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[219.08565422846004, 219.1216737255454]",False,inf,[],[],[],[],0.0,True,3.052031306017767,5575,218.58440373837948,5595.0,219.33290420915,0.748500470770523
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[221.2880078048911, 221.32100611343049]",False,inf,[],[],[],[],0.0,True,3.052031306017767,5595,219.3512568080332,5650.0,221.98512529581785,2.633868487784639
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[222.45497210044414, 222.4885675907135]",False,inf,[],[],[],[],0.0,True,3.0519998752778577,5650,222.00158371869475,5670.0,222.73574797506444,0.7341642563696951
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[223.1560787151102],False,inf,[],[],[],[],0.0,True,3.052030664569344,5670,222.75418043346144,5690.0,223.50312285707332,0.7489424236118793
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[225.4238384619821, 225.45737942983396]",False,inf,[],[],[],[],0.0,True,3.991705901742222,5690,223.5223122164607,5746.0,225.80495372321457,2.282641506753862
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[225.87550842226483],False,inf,[],[],[],[],0.0,True,3.991704939918833,5746,225.82306834729388,5766.0,226.5722869115416,0.7492185642477125
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,[228.09357314254157],False,inf,[],[],[],[],0.0,True,3.991705260526629,5766,226.5907992294524,5806.0,228.10686444863677,1.5160652191843837
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[228.22791886259802, 228.2783143434208]",False,inf,[],[],[],[],0.0,True,3.9917062228156794,5806,228.12593353749253,5826.0,228.87421784247272,0.7482843049801886
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[231.06199819222093, 231.09599682851695]",False,inf,[],[],[],[],0.0,True,3.9917062228156794,5826,228.8926387547981,5885.0,231.17611285252497,2.2834740977268666
,1.0,,,,,,9,0.065,0.0,1.0,,,90.0,"[233.14768802071922, 233.1809416229371, 233.31431010738015, 233.34730873652734]",False,inf,[],[],[],[],0.0,True,3.991704619078206,5885,231.19417680287734,5945.0,233.46144007425755,2.267263271380216
,1.0,6025.0,im085,im085,90.0,236.53211247804575,10,0.075,0.0,1.0,im069,im069,90.0,"[236.6340978029184, 236.83371980162337, 237.13395764818415, 237.3021778857801, 237.50194901949726, 237.61821411177516, 237.65170729230158, 237.7519450103864, 237.78488141996786, 237.8849388929084, 237.9179378428962, 238.01843470335007, 238.05271044233814, 238.15276599116623, 238.30180392530747, 238.40167473908514, 238.43493475578725, 238.53517183242366, 238.56841934099793, 238.66829207888804, 238.70191675494425, 238.85291878250428, 238.9031670524273, 241.15437953686342, 241.18762287590653]",False,4.622384763555601,[],[],[6030],[236.83570442115888],0.01,True,2.7695865513761078,5945,233.48005630564876,6142.0,241.30126286973245,7.821206564083695
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,"[241.82133902143687, 241.85461828135885]",False,inf,[],[],[],[],0.0,True,2.4740162345969168,6142,241.31973670097068,6161.0,242.06855500582606,0.7488183048553765
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,"[242.85672605759464, 243.05618096073158]",False,inf,[],[],[],[],0.0,True,2.47403579819175,6161,242.08705930574797,6198.0,243.70324550080113,1.6161861950531602
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,[243.73032907862216],False,inf,[],[],[],[],0.0,True,2.4740018021238086,6198,243.72694547544234,6218.0,244.47056137025356,0.7436158948112279
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,[245.12412691814825],False,inf,[],[],[],[],0.0,True,2.4740374019292233,6218,244.48859228636138,6238.0,245.23788814409636,0.7492958577349782
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,"[245.30836875690147, 245.5911132148467, 245.6243584784679, 245.7581047716085]",False,inf,[],[],[],[],0.0,True,2.474035477816784,6238,245.25620225653984,6258.0,246.0051203055773,0.7489180490374565
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,"[246.9929495973047, 247.22619017818943, 247.25943993171677]",False,inf,[],[],[],[],0.0,True,2.474036439640173,6258,246.02357649733312,6298.0,247.53984184609726,1.5162653487641364
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,[247.95929830148816],False,inf,[],[],[],[],0.0,True,3.265410072531523,6298,247.55815916578285,6318.0,248.30708042206243,0.7489212562795728
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,"[250.87959568668157, 251.062464840943]",False,inf,[],[],[],[],0.0,True,3.2654174488391448,6318,248.32537625334226,6388.0,251.376339730341,3.0509634769987315
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,[252.31473666569218],False,inf,[],[],[],[],0.0,True,3.2654190525766182,6388,251.39491939963773,6428.0,252.91091566393152,1.5159962642937899
,1.0,6529.0,im062,im062,90.0,256.78241475718096,10,0.075,0.0,1.0,im085,im085,90.0,[],False,,[],[],[],[],0.0,True,3.265418731735963,6428,252.92960758530535,6638.0,261.41804496361874,8.488437378313392
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,"[264.64110587048344, 264.74110465170816, 265.12421992700547]",False,inf,[],[],[],[],0.0,True,3.265415524726677,6638,261.4371454832144,6737.0,265.23789038928226,3.800744906067848
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,[265.3084640109446],False,inf,[],[],[],[],0.0,True,3.265416807390693,6737,265.2562926998362,6757.0,266.0051559053827,0.7488632055465132
,1.0,,,,,,10,0.075,0.0,1.0,,,90.0,[268.62825491372496],False,inf,[],[],[],[],0.0,True,3.2260462791635973,6757,266.0237163314596,6836.0,269.2745638359338,3.2508475044742227
,1.0,6937.0,im061,im061,90.0,273.1292340741493,11,0.08499999999999999,0.0,1.0,im062,im062,90.0,"[273.6645232902374, 273.69733012863435, 274.3488469128497, 274.3820989113301, 274.6157140941359]",False,1.2197032822296023,[],[],[6949],[273.6666682702489],0.01,True,3.2260594289726896,6836,269.29272464383394,6976.0,274.6290503011551,5.33632565732114
,1.0,,,,,,11,0.08499999999999999,0.0,1.0,,,90.0,"[274.6499763627071, 274.749698682921, 274.8498401849065, 274.98220737907104, 275.1157028689049, 275.2159505293239, 275.2491710972972, 275.3490707757883, 275.3826960932929]",False,inf,[],[],[],[],0.0,True,2.850481797533746,6976,274.64750168216415,6996.0,275.3963344192598,0.748832737095654
,1.0,,,,,,11,0.08499999999999999,0.0,1.0,,,90.0,"[275.5170684333425, 275.61719133355655, 275.7495742433239, 275.8829315023031, 275.916306336876, 276.0504346084781]",False,inf,[],[],[],[],0.0,True,2.8505161149079754,6996,275.41493782168254,7016.0,276.16367626702413,0.7487384453415871
,1.0,,,,,,11,0.08499999999999999,0.0,1.0,,,90.0,"[276.7505376881454, 276.7837819894776, 276.91727876197547]",False,inf,[],[],[],[],0.0,True,2.8505157940673485,7016,276.1825186065398,7036.0,276.931004003156,0.7484853966161609
,1.0,7117.0,im066,im066,90.0,280.0182884547394,12,0.09499999999999999,0.0,1.0,im061,im061,90.0,"[280.33668871293776, 280.37006611330435, 280.47019125847146, 280.50343459751457, 280.7041787977796, 280.7371777477674, 280.8218050287105, 280.9715504727792, 281.1044179913588, 281.23791668820195, 281.2711641967762, 281.370918268105, 281.7530537417624, 281.9056542410981, 282.0379011654295, 282.07126894406974, 282.17114970018156, 282.20476347161457, 282.3385767955333, 282.4716322564054]",False,1.7349493806250393,[],[],[7123],[280.33867814322],0.01,True,2.850511945376809,7036,276.9497145265341,7175.0,282.48561279126443,5.535898264730349
,1.0,,,,,,12,0.09499999999999999,0.0,1.0,,,90.0,"[282.5065167231951, 282.60663449182175]",False,inf,[],[],[],[],0.0,True,8.100896284881287,7175,282.50400868756697,7195.0,283.25294565898366,0.7489369714166969
,1.0,,,,,,12,0.09499999999999999,0.0,1.0,,,90.0,[283.2738669097889],False,inf,[],[],[],[],0.0,True,8.100907510112279,7195,283.27110807062127,7215.0,284.0202166275121,0.7491085568908602
,1.0,,,,,,12,0.09499999999999999,0.0,1.0,,,90.0,"[286.12516092159785, 286.1587849559728, 286.2917820457369]",False,inf,[],[],[],[],0.0,True,8.100907830720075,7215,284.0382831436582,7275.0,286.3055948438123,2.267311700154096
,1.0,,,,,,12,0.09499999999999999,0.0,1.0,,,90.0,"[286.69199461955577, 286.8920143118594, 286.9256399499718]",False,inf,[],[],[],[],0.0,True,8.100908793009125,7275,286.3241305742413,7295.0,287.07277889712714,0.748648322885856
,1.0,,,,,,12,0.09499999999999999,0.0,1.0,,,90.0,[287.24353122431785],False,inf,[],[],[],[],0.0,True,8.100909113616922,7295,287.0910898023285,7310.0,287.8233772015665,0.7322873992379755
,1.0,,,,,,12,0.09499999999999999,0.0,1.0,,,90.0,"[287.8945130466018, 288.0445756833069]",False,inf,[],[],[],[],0.0,True,8.100908151560702,7310,287.8417503265664,7330.0,288.59070686181076,0.7489565352443606
