frame,time,nearest_F_frame,time_since_last_lick,nearest_reward
257,32.41431,618.0,,7.22363
451,39.88714,768.0,7.472830000000002,0.24920000000000186
456,40.05383,771.0,0.16668999999999556,0.41588999999999743
459,40.15403,773.0,0.10020000000000095,0.5160899999999984
463,40.28747,776.0,0.13344000000000023,0.6495299999999986
467,40.45441,779.0,0.16694000000000386,0.8164700000000025
470,40.60456,782.0,0.15014999999999645,0.9666199999999989
472,40.67113,783.0,0.06656999999999869,1.0331899999999976
476,40.80461,786.0,0.1334799999999987,1.1666699999999963
480,40.93812,789.0,0.13351000000000113,1.3001799999999974
484,41.07126,791.0,0.13314000000000448,1.433320000000002
487,41.20498,794.0,0.13371999999999673,1.5670399999999987
490,41.35513,797.0,0.15015000000000356,1.7171900000000022
492,41.43842,799.0,0.08328999999999809,1.8004800000000003
497,41.60512,802.0,0.16669999999999874,1.967179999999999
501,41.73858,805.0,0.13345999999999947,2.1006399999999985
685,49.14497,953.0,7.406390000000002,0.28352999999999895
689,49.27811,955.0,0.13313999999999737,0.4166699999999963
692,49.37825,957.0,0.10014000000000323,0.5168099999999995
696,49.5117,960.0,0.1334499999999963,0.6502599999999958
700,49.67869,963.0,0.16699000000000552,0.8172500000000014
702,49.77876,965.0,0.10006999999999522,0.9173199999999966
705,49.9121,968.0,0.133340000000004,1.0506600000000006
709,50.04557,971.0,0.13346999999999554,1.1841299999999961
712,50.14578,973.0,0.10021000000000413,1.2843400000000003
716,50.27892,975.0,0.13313999999999737,1.4174799999999976
720,50.44591,979.0,0.16698999999999842,1.584469999999996
723,50.59606,982.0,0.15015000000000356,1.7346199999999996
725,50.6794,983.0,0.08333999999999975,1.8179599999999994
730,50.84618,987.0,0.1667799999999957,1.984739999999995
748,51.56353,1001.0,0.7173500000000033,2.7020899999999983
753,51.73028,1004.0,0.1667500000000004,2.8688399999999987
807,53.83211,1046.0,2.1018299999999996,4.970669999999998
814,54.06546,1051.0,0.2333500000000015,5.20402
859,55.80046,1086.0,1.7349999999999994,6.939019999999999
862,55.95027,1089.0,0.14981000000000222,7.0888300000000015
920,58.13558,1132.0,2.185309999999994,9.274139999999996
951,59.31991,1156.0,1.1843300000000028,10.458469999999998
956,59.48664,1159.0,0.16673000000000116,10.6252
985,60.63787,1182.0,1.1512299999999982,9.624320000000004
1039,62.70618,1224.0,2.068310000000004,7.556010000000001
1088,64.57425,1261.0,1.868070000000003,5.6879399999999976
1242,70.52911,1380.0,5.9548599999999965,0.26691999999999894
1249,70.76272,1385.0,0.23360999999999876,0.5005299999999977
1253,70.89624,1388.0,0.1335200000000043,0.634050000000002
1257,71.06288,1391.0,0.166640000000001,0.800690000000003
1259,71.16299,1393.0,0.1001099999999866,0.9007999999999896
1262,71.29637,1396.0,0.1333800000000025,1.034179999999992
1265,71.39658,1398.0,0.10021000000000413,1.1343899999999962
1270,71.56333,1401.0,0.1667499999999933,1.3011399999999895
1273,71.66387,1403.0,0.1005400000000094,1.401679999999999
1277,71.83051,1406.0,0.166640000000001,1.56832
1280,71.98061,1409.0,0.1500999999999948,1.7184199999999947
1282,72.06463,1411.0,0.08401999999999532,1.80243999999999
1286,72.19802,1414.0,0.13339000000000567,1.9358299999999957
1290,72.33143,1416.0,0.1334099999999978,2.0692399999999935
1378,75.70027,1484.0,3.368840000000006,5.438079999999999
1444,78.58587,1541.0,2.8855999999999966,8.323679999999996
1529,81.92273,1608.0,3.3368600000000015,6.671359999999993
1547,82.58945,1621.0,0.666719999999998,6.004639999999995
1696,88.82765,1746.0,6.238200000000006,0.23356000000001131
1701,88.99444,1749.0,0.16678999999999178,0.4003500000000031
1704,89.09465,1751.0,0.10021000000000413,0.5005600000000072
1708,89.22813,1754.0,0.1334799999999916,0.6340399999999988
1712,89.39476,1757.0,0.16663000000001205,0.8006700000000109
1715,89.56168,1761.0,0.1669199999999904,0.9675900000000013
1717,89.62821,1762.0,0.0665300000000002,1.0341200000000015
1722,89.79529,1765.0,0.16707999999999856,1.2012
1726,89.92873,1768.0,0.13344000000000733,1.3346400000000074
1730,90.0622,1771.0,0.13347000000000264,1.46811000000001
1733,90.21234,1774.0,0.15013999999999328,1.6182500000000033
1736,90.36247,1777.0,0.15013000000000432,1.7683800000000076
1738,90.42904,1778.0,0.06656999999999869,1.8349500000000063
1742,90.56253,1781.0,0.13348999999999478,1.968440000000001
1747,90.72931,1784.0,0.16678000000000281,2.135220000000004
1752,90.9299,1788.0,0.20059000000000538,2.3358100000000093
1890,96.46755,1899.0,5.537649999999999,0.28284999999999627
1894,96.60134,1902.0,0.13378999999999053,0.4166399999999868
1898,96.73479,1904.0,0.1334500000000105,0.5500899999999973
1902,96.86825,1907.0,0.13345999999999947,0.6835499999999968
1906,97.05165,1911.0,0.1833999999999918,0.8669499999999886
1908,97.15142,1913.0,0.09977000000000658,0.9667199999999951
1911,97.26802,1915.0,0.11660000000000537,1.0833200000000005
1915,97.40149,1918.0,0.13346999999998843,1.216789999999989
1919,97.55172,1921.0,0.15023000000000764,1.3670199999999966
1922,97.65192,1923.0,0.10020000000000095,1.4672199999999975
1925,97.80203,1926.0,0.15010999999999797,1.6173299999999955
1928,97.95213,1929.0,0.1500999999999948,1.7674299999999903
1936,98.21875,1934.0,0.2666200000000032,2.0340499999999935
2052,102.65603,2023.0,4.437280000000001,6.471329999999995
2057,102.82278,2026.0,0.1667499999999933,6.638079999999988
2111,104.92436,2068.0,2.1015799999999984,8.739659999999986
2116,105.09114,2071.0,0.16678000000000281,8.90643999999999
2292,111.96358,2209.0,6.872439999999997,15.778879999999987
2362,114.69935,2263.0,2.7357700000000023,18.51464999999999
2477,119.06934,2351.0,4.369990000000001,22.88463999999999
2491,119.60341,2362.0,0.5340699999999998,23.41870999999999
3042,141.58821,2801.0,21.984800000000007,8.057089999999988
3242,149.6453,2962.0,8.057089999999988,0.0
3247,149.81187,2966.0,0.1665700000000072,0.1665700000000072
3253,150.06189,2971.0,0.25002000000000635,0.41659000000001356
