t,C000,C002,C003,C004,C005,C006,C009,C010,C012,C013
0.0,-4.609846591949463,12.434379577636719,12.762857437133789,-35.8705940246582,-4.789247035980225,-0.965751588344574,9.000142097473145,-23.790307998657227,11.025308609008789,21.140552520751953
0.05,-16.503768920898438,7.420898914337158,3.2694101333618164,-38.57818603515625,-3.408158540725708,-5.427741050720215,1.6823405027389526,-15.028375625610352,15.087210655212402,10.899494171142578
0.1,-17.311145782470703,6.173652648925781,1.6923067569732666,-25.122989654541016,4.786245822906494,-1.897309422492981,-15.433526039123535,-14.869772911071777,19.335338592529297,8.051003456115723
0.15,-5.727219581604004,19.46691131591797,-4.2245097160339355,-32.654762268066406,3.178931713104248,8.417262077331543,-9.1673583984375,-12.222140312194824,17.213645935058594,6.607905864715576
0.2,-9.875083923339844,7.674537181854248,0.24003800749778748,-28.093414306640625,-3.537287712097168,0.29212164878845215,-14.731487274169922,-20.62464714050293,7.658614158630371,53.14265823364258
0.25,-11.464497566223145,17.127716064453125,-9.594861030578613,-24.29285430908203,-7.288450717926025,-1.7290911674499512,-12.749883651733398,-11.273187637329102,4.181376934051514,94.70061492919922
0.3,-10.754952430725098,4.921164512634277,-3.261939525604248,-29.200496673583984,-4.606743812561035,4.0513482093811035,-1.6353917121887207,-17.57061767578125,11.332158088684082,137.51951599121094
0.35,1.5599892139434814,18.9943790435791,-11.08061695098877,-36.25847625732422,-5.936192989349365,9.825090408325195,-5.136504650115967,-21.724956512451172,23.773292541503906,104.83641052246094
0.4,-16.862821578979492,3.9116787910461426,-10.970998764038086,-41.934288024902344,3.0107643604278564,17.73218536376953,-13.450247764587402,-11.99954605102539,21.957311630249023,74.97224426269531
0.45,-6.78934383392334,11.573684692382812,-5.388698577880859,-29.700979232788086,10.186434745788574,-2.860819101333618,-23.284032821655273,-22.08656120300293,17.66028594970703,64.62110900878906
0.5,-14.978687286376953,19.1502628326416,-14.950042724609375,-25.887237548828125,-5.260839462280273,5.917622089385986,-23.17343521118164,-20.130292892456055,27.978025436401367,115.52766418457031
0.55,-14.49425983428955,1.1734791994094849,0.51625657081604,-28.790128707885742,-7.0272135734558105,-2.450693130493164,-25.01887321472168,-23.07586669921875,4.619538307189941,172.61866760253906
0.6,-3.6283090114593506,12.492523193359375,1.7669936418533325,-30.612791061401367,2.1930108070373535,-10.206525802612305,-16.422168731689453,-7.006673812866211,21.885963439941406,257.59149169921875
0.65,-12.65692138671875,3.8678627014160156,-2.963024616241455,-26.51349449157715,-5.321506023406982,7.40403938293457,-15.67857837677002,-12.416496276855469,11.122267723083496,278.7597351074219
0.7,-1.256035566329956,9.834423065185547,-12.610391616821289,-29.29282569885254,6.0690388679504395,-16.08643341064453,-14.203669548034668,-21.70343017578125,9.979077339172363,257.92059326171875
0.75,1.2582693099975586,-4.677474498748779,2.282576084136963,-31.764442443847656,8.435613632202148,-2.1796457767486572,13.607617378234863,-26.385034561157227,-1.2086575031280518,264.8345947265625
0.8,-11.107300758361816,4.278051853179932,-7.14443826675415,-28.025718688964844,-6.047979831695557,-14.695391654968262,61.80569076538086,-26.39764976501465,6.384548664093018,256.8701171875
0.85,1.0743707418441772,0.36454764008522034,-7.097379207611084,-20.151168823242188,-24.56292152404785,0.1882513016462326,96.24150085449219,-16.925500869750977,-5.378861427307129,209.81346130371094
0.9,-9.494704246520996,2.3483991622924805,-5.074845314025879,-24.433399200439453,-12.033149719238281,0.5523995161056519,113.40043640136719,16.088342666625977,9.311491012573242,178.21600341796875
0.95,-5.503603458404541,3.9433538913726807,-1.0891809463500977,-29.412214279174805,0.26334348320961,-14.512491226196289,137.30963134765625,7.756429195404053,22.742984771728516,142.6121063232422
1.0,-16.73495101928711,7.799106597900391,-4.9559502601623535,-33.44200134277344,-8.304625511169434,-3.598761558532715,151.5434112548828,8.818138122558594,12.516221046447754,103.88380432128906
1.05,-19.782691955566406,3.199509859085083,4.131326198577881,-18.478612899780273,-8.6712007522583,4.294201374053955,156.98915100097656,16.452192306518555,8.15371322631836,76.77255249023438
1.1,-10.70114517211914,5.544971466064453,0.8634848594665527,-34.83626174926758,25.67207908630371,-1.6572046279907227,182.3753204345703,-14.286773681640625,2.5148918628692627,91.31096649169922
1.15,-13.105144500732422,-6.636546611785889,-5.881156921386719,-12.961952209472656,16.843181610107422,3.8527908325195312,154.45677185058594,-4.308981418609619,-3.5460989475250244,84.69233703613281
1.2,-18.291366577148438,5.334649085998535,10.145306587219238,-33.27492141723633,41.15549087524414,-10.510896682739258,100.34037780761719,-12.347652435302734,1.5747941732406616,71.44579315185547
1.25,-16.982858657836914,10.004179954528809,-8.948970794677734,-39.64453125,90.19908905029297,-2.633344888687134,92.5009994506836,7.0895586013793945,-1.1525678634643555,66.22333526611328
1.3,-17.248111724853516,1.6731644868850708,-8.513237953186035,-28.129743576049805,151.3922882080078,-14.513134002685547,67.46183013916016,31.585500717163086,-9.825191497802734,64.7916488647461
1.35,-7.808442115783691,5.591655731201172,4.504124641418457,-31.7049560546875,174.0167236328125,-11.979585647583008,44.60689926147461,32.34061813354492,13.74820613861084,46.46018600463867
1.4,-14.46318244934082,9.030001640319824,5.937823295593262,-30.441810607910156,158.12210083007812,-5.326167583465576,47.921756744384766,16.096765518188477,-4.590784072875977,33.31862258911133
1.45,-17.51742935180664,7.912683010101318,2.138216495513916,-38.75119400024414,137.99069213867188,5.9920549392700195,22.359458923339844,-0.38539421558380127,-4.901625156402588,50.37654495239258
