stim_type,starttime,startframe,nearest_F_frame
visual,461.61054279399104,27621,9389
auditory,465.4803619524464,27853,9467
auditory,469.7672440279275,28110,9552
auditory_and_visual,474.6713597723283,28404,9651
auditory,478.34123813570477,28623,9724
visual,481.62720262934454,28820,9790
auditory,485.53067949810065,29054,9868
visual,490.4845637141261,29351,9967
auditory,495.07180326478556,29626,10058
auditory,499.3419312131591,29882,10144
auditory_and_visual,502.4947501232382,30071,10207
visual,507.482739134226,30369,10307
auditory_and_visual,512.152747068787,30649,10400
auditory,517.1240858659148,30946,10499
visual,521.1937868066598,31190,10581
auditory,524.7966374361422,31406,10653
auditory_and_visual,528.4996885801665,31628,10727
visual,532.8533225699794,31888,10814
visual,536.9733346418943,32135,10896
auditory_and_visual,540.4431201887783,32343,10966
auditory_and_visual,543.5454425914213,32528,11028
auditory,547.0648006496485,32738,11098
auditory_and_visual,551.9689423723612,33032,11196
visual,555.7059700228274,33255,11271
auditory_and_visual,560.2594755319878,33528,11362
auditory,564.7470899410546,33796,11452
auditory,568.9169644557405,34046,11535
auditory,572.8697829169687,34283,11614
visual,576.3395431269892,34491,11683
auditory_and_visual,579.7095784512348,34693,11751
auditory_and_visual,584.3968421202153,34973,11845
visual,589.1169597732369,35255,11939
visual,593.0869781633373,35493,12018
