t,C000,C002,C003,C004,C005,C006,C009,C010,C012,C013
2.8,0.16948446307729118,0.12296955350921085,0.047622309154570726,0.20172839319397626,1.1359700092312481,-0.5594101837329425,-0.48212265992101155,-0.6363211855534813,-0.33327035909028857,1.2936955986300436
2.85,0.10771721105449363,-0.3572335051675117,-0.29375355391129665,0.9056990418495553,0.647132969384503,-0.4867921284296622,-0.20640428677046752,-0.3956191984119895,-0.45146689561170333,1.2926048284721632
2.9,-0.07458609821458631,0.8705091915032767,-0.038711453441813565,0.4315705089815355,0.42068615391268377,-0.41293966254180026,0.7301926926947446,-0.17252024632354204,0.10476161806058018,1.145705171524763
2.95,-0.011476835224739116,-0.17892246086406077,0.17826619259608234,0.1971334354533581,-0.08065683310175129,0.2522398862680522,1.6417965689585163,-0.10739727434452795,0.5704576325624349,0.7108965946314661
3.0,0.05964219016187793,-0.06166600631448046,0.018933907967450377,0.3294526538487639,-0.32664688694685956,-0.2714829419773447,2.525340920325213,0.2380567904799592,-0.5592572776510778,0.5994004923430457
3.05,-0.10419189875458101,-0.3774452264903793,-0.006170481929493046,0.25357214485530094,0.22967057757080264,-0.0029637704710037964,3.1334020809393577,0.6582699364630615,-0.6951177564065013,0.4607255163721831
3.1,-0.042789741973555,1.1270745650126424,-0.1680655574630583,0.047156777938981244,-0.04393293595817596,-0.3842402329295238,3.1212842084144907,1.7777682380005788,-0.128025636906451,0.5458640881288002
3.15,0.058290670378339966,0.16830076503715516,-0.054905764146816416,-0.008538072980928676,0.0522897890092953,-0.2574200814328144,3.0336085580353216,2.8734980356156066,-0.6047042909869792,0.4064853391533334
3.2,-0.041811361536171834,-0.12269130683188767,-0.18743790344734806,0.04954143884091996,0.32206042414830516,0.06896458778504293,4.025745463209796,3.184769817432597,-0.8751811795638876,0.18181366778101543
3.25,-0.06940544299827647,0.06793921163258629,-0.10558903037590522,0.15111997188588078,0.009808076901729065,-0.010905774086846107,4.344755454912126,3.148174419470476,0.11228408322903777,0.03573334907380268
3.3,-0.0011718453349967859,0.11145844880263163,-0.18174108438798617,-0.012139564639679665,0.4414901555484747,-0.021387750411474154,4.107975268194361,3.530555931390464,-0.14769564339127297,-0.10952593408547066
3.35,-0.051169304802863885,0.4026495564343277,0.00028756309932453824,-0.14503027769033444,0.18300164825284332,-0.23291356610826783,4.10274747697607,3.2538719671020404,0.1882358018358039,-0.05547419098452978
3.4,-0.07442586973501067,0.04472853703590551,-0.07905673235970487,-0.12271589422784908,-0.0004460563500665677,-0.017478250741378928,3.731836339314867,2.9534281983054442,-0.45985888115932166,0.028147160668279807
3.45,-0.10515446660106685,-0.11382510897032991,-0.05180044433488147,-0.22899610081259084,0.25178603217553125,-0.27711673855398,2.7710629132061815,2.8793998707520867,-0.03754045211090503,0.5532902215118864
3.5,-0.13916512892866578,-0.3120289005435457,-0.09890783947098263,-0.0040430100998420275,-0.33542516889080126,-0.6657895625768836,2.093183590448776,3.0109822229974843,-0.1253681647107813,0.3380804421305219
3.55,-0.16710200814692153,0.31540893431193695,-0.1701339423914323,0.01534957715992123,-0.13372764412081392,0.07123148361931154,2.0921828410321455,2.7264070154980566,-0.3068212505713354,0.44648254463865616
3.6,-0.05752994311570151,0.014894338290628733,0.07384110510586517,-0.12904462466907765,-0.32968660794879845,-0.4760391251560186,1.1445541609554575,1.8496692336465004,0.054635514195364714,1.153346407081215
3.65,-0.09296036033646257,0.33943052211150954,-0.03273394558300708,-0.22380843199282177,-0.16256111560802858,0.2689187995947492,1.125192810483863,1.4665234849051325,-0.060657718061239776,1.4899047812411372
3.7,-0.046857530981891764,0.32832115085024627,-0.2295300447403004,-0.1960094859874547,-0.4197185918335132,-0.5852677786694104,0.8009156446770201,0.7531355025269796,-0.011635705542673425,1.3761823055435183
3.75,-0.18775734675288458,0.3960335422835571,-0.2703606295907808,-0.26601216018524293,-0.27132059822252946,0.10163230090468908,0.3701963421420926,0.38988531432813495,-0.007487567792840663,1.4459950232208054
3.8,0.0005526169247893863,0.2844827314242883,0.0880321067530186,-0.24966112866041243,-0.09602606664112194,-0.5932313493232453,0.4413962609917602,0.21009248952684703,-0.5553625830590566,1.732076838061324
3.85,-0.02621216974279471,-0.05539333329390541,0.059614730601834705,-0.21703940671519062,-0.08846731502701052,-0.22451435716099194,0.2935959398122875,-0.4916881984038456,-0.5268882020880817,2.3973838284886884
3.9,0.0752197971386965,0.03680455119277517,0.011328571793551116,-0.31431913546267726,-0.5852822780942603,0.5015016077938671,0.27147384136507446,0.19560518446417985,-0.3266026399276302,2.613460399319528
3.95,-0.04953933222344475,-0.11645403073844061,0.11730271486713006,-0.3675721758670676,-0.1019779886633187,0.09802604252442662,-0.0015580680437587242,-0.16819264643966841,-0.5118797226162248,2.1817453717882787
4.0,-0.20153927968730517,0.3989079192431496,-0.19912643435665472,-0.3156010042564165,-0.27734296730698244,-0.3858100927093457,-0.19661998415392246,-0.054893464256575396,-0.5848668197086138,1.5882364108033673
4.05,0.010894657730951992,0.1061685542809096,0.05153834472304414,-0.39559161870278114,-0.15870527022098205,-0.18026468607510085,-0.2560976738175286,-0.5599031759717574,0.014747742849180503,1.2363564890019068
4.1,-0.222860574063689,0.337744243464115,-0.17470126338379338,-0.011360505845136763,-0.4124667109978229,-0.5531196083847044,-0.12301343128821851,-0.3724007530756704,-0.528013959820837,1.0104092112068013
4.15,-0.17252182092575713,0.47017118265542795,0.1627951427643928,0.16710814704099078,0.05249716473429596,-0.1315976336115406,-0.06852860594726043,-0.20524235898284018,-0.8486581780195467,0.7784567377410524
4.2,-0.282184784730248,-0.48303857603492856,0.059253867389645755,0.027725992232834906,-0.19494036572531034,0.16413937316637597,-0.17909430192646686,-0.19875481559842792,-0.15809125426858892,0.7029521397140813
4.25,-0.016407008921496102,0.23900238299888954,-0.00448458506068071,0.11593649186181666,0.011603342438734145,0.2245436571611484,-0.3468102989049649,-0.3188889516040395,0.003820497065022184,0.7306305382087265
4.3,0.09105310662499068,0.23877687486131857,-0.100319118952131,-0.17131316585331532,-0.3275865571077529,-0.12023959358027488,-0.28980689945976434,-0.38509088918327794,0.13350329695398955,1.536891873566934
4.35,-0.0837116326191505,0.596462524657315,-0.10536289830981527,-0.10216982048763222,-0.04248532544922736,-0.6746235808048241,-0.3077479301323642,-0.52013299626035,-0.2952902210167132,2.0688863368678736
4.4,-0.00880718479382088,0.008220277196457713,0.059707942389221794,-0.06480343694484912,-0.35711421612372785,0.09144154782480554,-0.028186550241094236,-0.35232326715230566,-0.765066734024555,1.7898632349718195
4.45,0.1674992815706347,-0.12889408402591476,-0.14095594099122702,-0.17100185739865284,-0.10943729768877393,0.32221633724251286,0.7245467848614685,-0.11676719377767895,0.6337150923521214,1.4254168420634223
4.5,0.0667642661498326,-0.4278985945586102,-0.10970533656046783,-0.1692398134060391,-0.4541661166329329,-0.9758411488041646,2.16711970172205,0.36527506359639694,-0.12921807637834853,1.1942618176100552
4.55,-0.10803240539315752,-0.4133227493891787,-0.14840258467387846,-0.04474965530603383,0.027778753918314962,-0.5719237672479821,2.5306053836454403,1.5839791205691771,-0.45017981728444956,0.7952369263973313
4.6,0.20040938648899537,1.2670269286328149,-0.030053722539263694,-0.19431853256079176,-0.6429609556876368,-0.6275208596091317,3.691696597747223,1.7990746283020462,-0.29467498003298076,0.5545147439149521
4.65,-0.12290613158074976,-0.008167939140933937,0.002091307822899722,-0.03221911986588397,-0.23354003941225612,-0.28473063478697375,3.4746116142609473,2.499161228610982,-0.19547811933325546,0.5158652557138045
4.7,0.0750308492771475,-0.08539493199723219,0.03826669346400961,0.0034821312155431943,-0.05113559883337058,-0.2674421647349061,4.042800231379531,2.4509348594449096,1.169215337046008,0.2899739396383684
4.75,-0.2164675624634117,0.6391719263801904,-0.12769723133980942,-0.038684452689170264,-0.5741251300635583,0.28608932277812765,3.4619804306842057,2.3730684198006093,-0.047671427888892344,0.19648757991059002
4.8,-0.01686044756515091,-0.22729890792573684,-0.06795511837383786,-0.07929840299880578,-0.24046209176308278,0.06337514075177153,2.5396648739175864,2.3421039083349906,-0.43061284740071804,0.044439682321772325
4.85,-0.20851894785962874,-0.1090007044932051,0.04182640604792424,1.251903346676532,-0.337562976873884,-0.19339257333771426,1.8844362470779146,2.373938406074631,-0.5323689387977313,0.2775413635921559
4.9,-0.1473852901320067,0.8640762464090846,-0.037427935879117115,0.8197149075762528,-0.474956538638899,0.13826248916193473,1.561276509183118,1.9888551318482472,-0.8155938580389537,0.036381482594880075
4.95,-0.08216003001214678,-0.10276395258095003,0.07121135128469525,0.2856220982416854,-0.09051476994185101,-0.02035771127751084,1.2043387376336594,1.6386206351587627,-0.5041779489021172,0.06600218250464868
5.0,-0.14307125624450692,0.7765495854686727,0.01277191146309466,0.24400614049990424,-0.23429997403480454,0.10564911070132116,0.4878742753050084,0.7584047019047923,-0.5447613739423149,0.6684265490740513
5.05,-0.2557164132688224,0.23853647409922765,-0.0044778857219244066,0.18150987483289416,-0.17971341225464219,-0.30944834243636654,0.3466212305257234,0.4145990499742524,-0.2406369818606543,0.7997930936375904
5.1,0.07279376140498924,0.1609695546388162,-0.1022021076247344,-0.05278953401147052,-0.1950998498646377,0.07845152485885704,0.5679256153369822,0.3546129111878809,-0.2976145245244465,1.2040092527925368
5.15,-0.06300775376901858,0.08052253386626232,-0.2297577874336417,0.012642722726660777,-0.2686730513336906,-0.3774034701701085,0.13145421436659877,0.23643876668054703,-0.8777719801260055,1.3483275847872531
5.2,0.016147296459907458,-0.3281052927572711,-0.028681457238494384,-0.11491906424172428,-0.23986419456505736,0.10181821626036243,0.33496606592429135,-0.12451257606126566,0.041752983173830915,0.8928797126716889
5.25,0.14474160319225382,0.05492401798449996,0.06858894540622881,-0.02967276997430946,-0.20080487707812908,-0.0648604576545858,-0.3332943065927375,0.062008133063460764,-0.38523854126231516,0.6228645910403819
5.3,-0.2526695443472848,0.0006361591707648481,0.0044464605803305095,-0.09070620022728047,-0.26509496315294556,0.02630125640811277,-0.07447640005395918,-0.13118933170706834,-0.644036664130179,1.1604858657342718
5.35,-0.009229935356436406,0.15357131273346844,-0.14045480085153847,-0.24817482415052683,-0.22818670974621166,-0.28225161200835946,0.04771690726260888,-0.31096203631010233,-0.0049659501035223905,1.1117025823743865
5.4,-0.256163394579541,0.4992377866294964,-0.23139340987871704,-0.07124121950882159,-0.0835067628188555,-0.6180986700172474,-0.3937985637071839,-0.2519397163980512,-0.08580697573390261,0.6041293894848282
5.45,-0.04362261980037549,0.3935510005627533,-0.1888625598407759,-0.11332139793559254,0.10778765500112254,-0.343693159957039,-0.4056985350838829,-0.3531569535506088,-0.4651232268588545,0.4569086722199301
5.5,-0.07919632681394917,-0.15163332591867865,-0.10560417027206795,-0.1779808734533152,-0.23268804661662595,-0.2705920595023202,-0.47077210877316095,-0.5929861741928846,0.1512372036650659,0.6806583923872844
5.55,-0.03188488947843234,0.20564937060848032,-0.10154365708610155,0.005727737928167991,-0.23379603248550285,0.17339812051326167,-0.3420893369035414,-0.42381415716093696,-0.27893161191185967,1.8899253714060058
5.6,0.1922507392566676,0.15797132640067046,-0.2437137898587295,-0.1114487975713386,-0.4623645142812569,-0.5311612301587019,-0.3983541624018575,-0.5425579787789957,-0.8633816090991951,2.790608552215729
5.65,-0.0037430293134348685,0.5069836537440341,-0.12142691144670698,-0.09120865489209187,0.08322677401199892,-0.08159309840165757,-0.5522953336237673,-0.5512464739855586,-0.3961591047247325,2.306663706879175
5.7,-0.09700287912358942,0.13587114190643593,-0.10468663510439177,-0.14026144151011644,-0.17274216544316223,-0.4422457288535537,-0.6350388814181874,-0.5713654054433681,0.01884814684212325,1.7343885492479845
5.75,-0.24024138338813356,-0.08994856259646876,-0.43396444569358616,0.02616076795604992,-0.2196765227478139,-0.5677479190067045,-0.5178624269523486,-0.5237197558146985,-0.24882182301349517,1.4621555682107659
5.8,-0.18405836595275762,0.22601345474763343,-0.08784258648357655,-0.12845867826828042,-0.16494918051679514,-0.06125162247027979,-0.22385710300700384,-0.5283612296702755,-0.3732003904370898,1.194855128288143
5.85,-0.0037462264807178935,-0.105781744534892,-0.15909795928953463,-0.03277066989821719,-0.12598167636738192,0.1304075139014588,-0.28434066853010426,-0.5503692905156715,-0.4477853784520088,1.0228527291204639
5.9,-0.026792376856701078,-0.2781746509108017,-0.12882898863800882,-0.07052901095656895,-0.4531910852209051,-0.09434360531962567,-0.3747787556597797,-0.5368650416919737,-0.12617539422988705,0.8554926039772545
5.95,0.06845493765885162,0.11019342322634244,0.07856026036451592,-0.06190782888629849,-0.07931112501379314,-0.25522977687447074,-0.4627682394382778,-0.47338633469028685,0.770410990171447,0.5571254559112393
6.0,-0.020141308182865334,-0.05739969314346237,-0.03164736637920816,0.005390371618608507,-0.045650426307670446,0.3103139737587326,-0.0952949665034117,-0.7784231364026881,-0.12394435269079965,0.5356893049103675
6.05,0.08151083012736009,0.19325852574894564,0.1288760206322656,-0.1518052015187559,-0.04147589791912509,-0.1537879822851584,0.6803137043687323,-0.2105425107871074,-0.4535281025962668,0.654505044133018
6.1,0.15602472743199608,-0.2618848042774762,0.05009845266642782,-0.09069109851591972,0.06802570315838262,-0.2750465352414766,1.780550975648438,0.9912782251138547,-0.8767844416077869,1.295167444589237
6.15,0.13604139243998428,-0.4497842199336297,0.29353878497541597,-0.17154746150227773,0.21667426848363597,0.03626236502845725,3.0494223772533875,1.9840593330732308,-1.5147156290345851,1.2164387088685125
6.2,-0.018934472031078634,-0.31613157120487134,-0.00602387458393864,-0.17417691226201465,-0.14509080379264497,-0.4561028199784687,3.689572583487865,2.2542207321082657,-0.5388810419717478,1.009803651349791
6.25,0.1483640249770186,0.36306505353914187,0.12215102501915283,-0.09092256333428196,-0.5639038397542109,-1.0932616947067237,3.6741231406793684,2.526477344723394,0.14391344977608472,0.6161608296394027
6.3,0.19072006785813256,-0.14704897009595153,0.0010487384646131958,-0.17553290380845632,0.12051732941201812,0.16185878542045803,3.7567440692071643,2.9161572168317598,-0.010162588346473624,0.5424527082775982
6.35,0.033022016252878726,-0.22481418619904112,0.024298293562133026,-0.25897327028671496,-0.13613129980870328,0.1508929265160795,4.377501499547375,3.1568616815126385,-0.423017308707105,0.387106039516859
6.4,0.06325299686824126,-0.15619311687164344,0.2186516392517084,-0.1448575259568469,-0.014054593167022483,0.3238736077070409,4.5208339454164035,3.1859753365294305,-0.043873888444270495,0.22322458231534514
6.45,0.03289617700858627,0.1597814244838355,0.05918645175656007,-0.1488749483576718,-0.3249648753477111,0.22527248083924684,4.830654717236502,2.9587497174855977,-0.2752599931780938,0.2567747977530122
6.5,-0.04277429949808207,0.5139039575261973,-0.28208802450035797,-0.23080339071688932,0.1580415191515673,-0.40345674908413603,4.3030334241843855,2.916850423383666,-0.28442211062196554,0.15591116952810913
6.55,-0.14185145817807035,-0.1941943304764359,-0.047519201213687086,-0.39896080458512556,-0.4322083798538004,-0.058447267620497796,3.4858576963732517,3.598386531614716,-1.1495069237741526,0.43260999247007015
6.6,-0.1802921737665208,0.8532459673403263,0.09176659415893816,-0.006415388276540663,0.05558529322542374,0.40885550675268384,2.675922528043505,3.571839854035337,-0.2971750576560746,0.6489033902465542
6.65,-0.14421981890394295,-0.2566207073086233,0.11898757897563055,-0.10696356560823582,-0.4353611799110483,-0.1441028530741111,2.5998113566938703,3.514559311575588,0.7437312610235054,0.42430008357417764
6.7,-0.18686019483896052,0.013712686917203166,0.11524144281694175,-0.06380852435592319,0.053391732686150974,-0.7332019562392937,1.6967743184499708,3.85049982974866,-0.681759752297521,0.3328403093023378
6.75,-0.08983189277604149,0.13930304679982605,-0.010290132342125507,-0.23223177572202663,-0.030923751143438705,0.15059575975796127,1.717219988101342,3.4858497869540366,0.3066841763051338,0.28817769367522644
6.8,-0.14677307197128878,-0.7163829162454598,0.0005899148352998095,-0.05102821253210622,0.07789010190861792,0.19729947235211842,1.1991365786296875,3.450279428873432,0.008699466069519383,0.271067271549521
6.85,0.08383869471344708,0.21905137568402472,0.08658612913722014,0.12085938918687333,-0.17480468648948255,0.018399991080736037,1.0680247090321113,3.154228158039936,0.19736749639937134,0.226899303034665
6.9,-0.12102790604912038,-0.07128983827987641,-0.02515650590840592,-0.028399239694137244,-0.45931877731967896,0.04255778508511731,0.7225786243026955,3.148443036308678,-0.3268916999234812,0.05991095969692227
6.95,0.04013537484136957,-0.0030804079526563248,-0.017476210271619365,0.0010418131044404157,-0.503396909135511,0.15581772707687755,0.6769915398507407,2.517292175738621,-0.3341370085343384,-0.17820046684592702
