t,C000,C001,C002,C003,C004,C005,C006,C007,C009,C010,C013,C016,C021,C024,C026,C030,C058
1.5,12.302281379699707,18.181793212890625,7.271484851837158,1.8575630187988281,10.825878143310547,-9.825738906860352,-8.350138664245605,-3.604020833969116,27.38707733154297,-11.346924781799316,10.84333324432373,25.253965377807617,9.315011978149414,23.254270553588867,36.904720306396484,14.89543342590332,-15.546703338623047
1.55,8.031997680664062,15.433222770690918,14.434514999389648,9.02591609954834,17.664823532104492,-8.402971267700195,1.2906838655471802,-7.351454257965088,26.807096481323242,-4.979943752288818,-4.818501949310303,39.939064025878906,-1.0779304504394531,16.198711395263672,46.057376861572266,7.816227436065674,17.458009719848633
1.6,-1.836866855621338,32.85033416748047,19.98769760131836,3.6525986194610596,20.947885513305664,11.986644744873047,-7.313665866851807,-25.838773727416992,7.555300712585449,15.352547645568848,2.007540225982666,34.80710220336914,-7.125346660614014,16.03244972229004,33.949745178222656,16.918807983398438,10.370412826538086
1.65,-4.153900623321533,17.14658546447754,27.5749568939209,-13.829865455627441,-9.735238075256348,17.32628631591797,-1.901633620262146,-2.9706833362579346,0.8941300511360168,0.010183806531131268,-7.320641994476318,36.484867095947266,-9.162394523620605,10.120914459228516,42.87689208984375,18.071170806884766,9.784019470214844
1.7,0.09032664448022842,11.34950065612793,7.003381729125977,2.0272161960601807,9.20520305633545,7.758727073669434,-2.3437721729278564,-10.182737350463867,8.785785675048828,13.358100891113281,4.726739406585693,29.08344268798828,6.075242042541504,-6.2280659675598145,27.696306228637695,11.664814949035645,13.505901336669922
1.75,-2.641833543777466,16.36861801147461,39.08491516113281,-12.354530334472656,14.401283264160156,-6.184415817260742,3.8132734298706055,-3.7257754802703857,2.3777031898498535,-1.4440244436264038,-15.919366836547852,29.379478454589844,1.556486964225769,10.029043197631836,34.51019287109375,25.426279067993164,21.842031478881836
1.8,5.5707502365112305,23.059799194335938,21.244129180908203,-0.8203680515289307,-5.056395530700684,9.026694297790527,0.9193643927574158,-9.527534484863281,2.211416006088257,-5.0071821212768555,-17.121416091918945,26.989181518554688,1.9899015426635742,-3.572719097137451,31.900190353393555,25.65812873840332,6.453690528869629
1.85,7.350887298583984,13.611010551452637,29.70335578918457,8.489258766174316,-12.798526763916016,11.706941604614258,-14.109502792358398,-2.7618110179901123,-13.109033584594727,18.267494201660156,-28.14804458618164,46.63801956176758,12.635791778564453,-7.853456497192383,23.58527374267578,24.30084228515625,4.793863773345947
1.9,6.098764419555664,13.843308448791504,24.17296600341797,-3.6125776767730713,-5.289947509765625,-2.751267194747925,0.06709964573383331,-11.089890480041504,-3.419501304626465,7.093921661376953,-20.089344024658203,35.856563568115234,13.523717880249023,3.5288121700286865,45.45560836791992,35.85114288330078,-0.9515238404273987
1.95,16.62508201599121,24.84185791015625,12.924334526062012,-16.546810150146484,-23.092845916748047,-4.527884006500244,-7.8393235206604,-9.313807487487793,-21.287012100219727,-26.64398956298828,-27.825111389160156,35.909912109375,14.360093116760254,3.6570048332214355,35.10936737060547,37.465484619140625,-2.4223148822784424
2.0,1.6810561418533325,9.439193725585938,64.30050659179688,-5.386962890625,-6.801053524017334,10.392762184143066,0.6317604184150696,-10.426868438720703,-14.466413497924805,0.6719325184822083,-22.493669509887695,41.221160888671875,15.47417163848877,13.766744613647461,51.922874450683594,27.915769577026367,-7.390538692474365
2.05,1.2351096868515015,20.394454956054688,40.929039001464844,-8.977991104125977,7.213354587554932,-2.0230159759521484,1.9036710262298584,-0.35889753699302673,5.702084064483643,0.3991558253765106,-1.6481469869613647,23.075149536132812,18.986936569213867,-1.1536623239517212,44.546180725097656,15.639568328857422,11.995843887329102
2.1,-7.320633411407471,27.257692337036133,30.204214096069336,-3.561800003051758,-5.26360559463501,-9.684228897094727,6.491942405700684,-5.624711036682129,-16.60796546936035,1.6593482494354248,-30.87820816040039,49.008216857910156,1.6853742599487305,10.836780548095703,38.94678497314453,7.831106185913086,-4.304612636566162
2.15,3.2308719158172607,30.634437561035156,24.38425064086914,-7.878842830657959,14.437361717224121,-4.969326496124268,8.068681716918945,0.7605510950088501,-12.409852027893066,-22.633277893066406,-30.796159744262695,23.121665954589844,27.03398323059082,6.497422695159912,47.82221221923828,36.122772216796875,-2.7970142364501953
2.2,-0.7170680165290833,22.89426612854004,27.884042739868164,-25.142393112182617,-1.9921199083328247,2.684453010559082,11.30712890625,8.63427734375,-22.905776977539062,1.2613871097564697,-11.943120002746582,29.281230926513672,22.333311080932617,19.171215057373047,49.34638977050781,32.75129318237305,17.406505584716797
2.25,1.3125700950622559,27.275121688842773,18.108957290649414,-17.810821533203125,-4.545225620269775,-5.31937313079834,1.001631498336792,-14.557129859924316,-22.311586380004883,1.076995611190796,-3.4553494453430176,39.92549514770508,20.492584228515625,20.0567569732666,40.30296325683594,19.433393478393555,17.28494644165039
2.3,20.42508888244629,23.335140228271484,20.260025024414062,-15.016900062561035,2.0947799682617188,4.881323337554932,-0.5896737575531006,3.943545341491699,-25.872215270996094,-15.875548362731934,-11.261748313903809,35.50947952270508,21.82733917236328,-3.2087833881378174,38.573890686035156,8.69117546081543,3.695462465286255
2.35,-6.502871990203857,19.055076599121094,35.19674301147461,-14.159689903259277,0.7830079197883606,-21.123159408569336,-4.170100688934326,-12.549095153808594,-18.83832550048828,-17.73111343383789,13.379951477050781,26.623083114624023,9.536049842834473,19.041902542114258,49.673954010009766,38.899906158447266,5.7278733253479
2.4,4.193564414978027,30.892045974731445,13.034993171691895,-8.223159790039062,-1.1513179540634155,-12.43669319152832,17.04349136352539,-2.276249885559082,-17.22515106201172,-13.614632606506348,-12.089578628540039,23.053743362426758,24.011579513549805,11.200852394104004,42.51675033569336,25.544021606445312,4.17151403427124
2.45,16.740102767944336,23.593812942504883,48.364044189453125,-11.901729583740234,-1.8418570756912231,-1.7577488422393799,9.14216423034668,-9.727879524230957,-29.44566535949707,0.9951385259628296,-19.598857879638672,19.692792892456055,3.7837629318237305,8.45129108428955,33.48707580566406,44.76374816894531,9.918498039245605
2.5,-13.98961353302002,30.691303253173828,43.123016357421875,-7.360320091247559,0.7797775864601135,3.8519115447998047,6.912257194519043,-17.32018280029297,-20.134775161743164,7.383749485015869,-10.050264358520508,22.66718864440918,13.793326377868652,16.28928565979004,59.66036605834961,43.971412658691406,37.077720642089844
2.55,-1.51388680934906,30.227367401123047,17.240982055664062,-5.004195690155029,-10.100720405578613,-6.259650707244873,-25.2720890045166,0.012663053348660469,-10.110466957092285,9.498297691345215,6.882643222808838,22.043712615966797,10.329243659973145,31.13513946533203,79.55643463134766,29.646047592163086,38.554588317871094
2.6,-4.949947834014893,12.225272178649902,43.273841857910156,4.2965288162231445,11.138251304626465,-6.709641933441162,-5.2494659423828125,-7.984759330749512,13.449210166931152,-0.6044147610664368,-26.902376174926758,24.194364547729492,9.213789939880371,27.786657333374023,60.0242805480957,1.1658344268798828,24.962751388549805
2.65,0.2711361050605774,27.838178634643555,22.597673416137695,1.201849341392517,13.764225959777832,-3.2942187786102295,-6.132874488830566,-0.040330637246370316,46.73248291015625,0.9503049254417419,-5.90191125869751,7.238714694976807,3.1239354610443115,8.955157279968262,10.185636520385742,12.216443061828613,-2.1169681549072266
2.7,8.021154403686523,39.278594970703125,30.257030487060547,-16.482765197753906,-4.419947147369385,3.729799270629883,-8.232486724853516,-3.589580774307251,46.98612976074219,29.17317771911621,6.569136142730713,20.44708251953125,12.564475059509277,-8.525094032287598,45.59907531738281,25.32781219482422,33.45338821411133
2.75,-1.168976902961731,28.89055824279785,13.567529678344727,-14.186565399169922,1.7517844438552856,-14.959646224975586,-3.934640407562256,-26.774850845336914,63.51663589477539,-12.50204086303711,2.8770902156829834,-6.774053573608398,14.21841812133789,6.082991123199463,51.23149108886719,25.902751922607422,25.325843811035156
2.8,17.849769592285156,34.80873107910156,36.39299774169922,-17.335100173950195,-1.3412925004959106,2.6192660331726074,12.812440872192383,35.76217269897461,41.86751174926758,11.509385108947754,-21.840662002563477,25.93528938293457,13.023372650146484,18.74347496032715,47.394657135009766,55.82708740234375,27.697908401489258
2.85,12.664228439331055,19.31574249267578,23.399370193481445,-8.3306245803833,17.78217315673828,0.8816313743591309,1.5325188636779785,-6.092568874359131,28.126779556274414,-3.103818416595459,-16.342998504638672,8.696130752563477,8.134779930114746,26.08587646484375,56.10604476928711,16.149009704589844,-4.348098278045654
2.9,2.7457940578460693,25.339481353759766,23.148117065429688,-14.024279594421387,13.345377922058105,-12.938633918762207,-6.027825832366943,-6.257852554321289,26.8566837310791,10.407564163208008,-2.058992862701416,6.909083843231201,6.539118766784668,24.748586654663086,49.182369232177734,23.608806610107422,-3.4895856380462646
2.95,14.193745613098145,30.783655166625977,12.181693077087402,10.195079803466797,1.1334611177444458,9.21130084991455,-2.0539045333862305,6.815250873565674,10.732114791870117,-7.382347583770752,-24.36781883239746,30.660463333129883,-3.3361589908599854,-7.152466773986816,49.20092010498047,26.80103874206543,2.366960048675537
3.0,5.721733093261719,22.593490600585938,31.122371673583984,-13.018207550048828,2.3094513416290283,2.3816585540771484,6.675095081329346,-4.663575649261475,6.741300106048584,29.11703872680664,-3.600099563598633,23.571102142333984,15.522894859313965,5.800323963165283,45.27328109741211,9.290356636047363,14.24998950958252
3.05,9.64089584350586,19.793928146362305,32.31013107299805,-8.727217674255371,-0.26868176460266113,-1.5209192037582397,11.32633113861084,-10.139370918273926,-4.327544689178467,-4.799778938293457,-11.61541748046875,29.857707977294922,2.7837092876434326,9.059229850769043,41.08978271484375,26.199989318847656,-4.041446685791016
3.1,3.947216272354126,23.350330352783203,30.768985748291016,-9.47216510772705,-4.780891418457031,11.828335762023926,-4.234553337097168,-6.836148738861084,-2.7103140354156494,-14.379474639892578,-23.945842742919922,20.02100944519043,1.133720874786377,17.225679397583008,33.811492919921875,21.7520809173584,12.513550758361816
3.15,-9.609477043151855,30.070287704467773,30.02202606201172,-8.160554885864258,-5.5570268630981445,-1.1414321660995483,19.03702163696289,-4.90811014175415,-26.66398811340332,11.077024459838867,-31.487058639526367,28.89228630065918,-9.588702201843262,5.990235805511475,43.62370300292969,24.921937942504883,19.924598693847656
3.2,-1.1440184116363525,11.669964790344238,39.402889251708984,-2.116523265838623,7.143249988555908,-12.610244750976562,4.546389102935791,-10.480000495910645,-24.74629783630371,-12.823515892028809,-19.888851165771484,31.419675827026367,-8.203682899475098,12.388053894042969,34.52850341796875,17.85370445251465,18.322526931762695
3.25,9.91468334197998,10.516329765319824,23.133285522460938,-8.981282234191895,-17.868085861206055,-4.893878936767578,-15.884482383728027,-17.704666137695312,-10.381704330444336,-2.9072113037109375,-14.329928398132324,24.654781341552734,-11.722965240478516,15.631803512573242,33.02864456176758,21.65610694885254,7.796935081481934
3.3,3.9004805088043213,26.50555992126465,42.90754699707031,0.5054667592048645,7.030108451843262,-4.186703205108643,6.692697525024414,-20.264474868774414,-17.72463035583496,-11.816764831542969,-20.58819007873535,26.160112380981445,-0.25316378474235535,21.61900520324707,49.35176086425781,11.127561569213867,13.868640899658203
3.35,-15.404240608215332,26.186511993408203,36.373905181884766,-12.574609756469727,-11.839571952819824,0.025414610281586647,-0.48048245906829834,-2.3253860473632812,-16.68851661682129,10.085952758789062,-15.03796672821045,-13.308722496032715,6.3528337478637695,14.293357849121094,20.244361877441406,19.478477478027344,33.33353042602539
3.4,2.548851490020752,26.10258674621582,18.799774169921875,-10.280309677124023,-11.885738372802734,4.036689281463623,6.735851764678955,-0.28298595547676086,-12.250825881958008,18.04352569580078,-8.051233291625977,21.79484748840332,-3.143333673477173,1.1969387531280518,40.65686798095703,15.455835342407227,3.7181239128112793
3.45,8.138690948486328,10.143101692199707,58.0598030090332,-6.777740001678467,-13.912765502929688,-8.993915557861328,9.032708168029785,-12.497796058654785,-17.38812255859375,8.901296615600586,-10.609227180480957,10.762354850769043,12.65781021118164,10.6842679977417,41.747135162353516,10.392955780029297,6.562115669250488
3.5,-0.22781746089458466,12.013111114501953,30.461008071899414,-4.099353313446045,-11.517769813537598,-1.6315144300460815,14.96035099029541,-1.6886345148086548,-28.88452911376953,8.297590255737305,-13.722363471984863,14.931829452514648,7.876464366912842,2.4057955741882324,41.232666015625,37.0139274597168,1.6308999061584473
3.55,1.217006802558899,21.356264114379883,29.78306007385254,0.8959527015686035,-15.924858093261719,-1.0440552234649658,10.026657104492188,-10.09155559539795,-23.456363677978516,-8.369577407836914,-32.887142181396484,11.386344909667969,11.78051471710205,-0.6107231974601746,37.377769470214844,35.39616775512695,5.535409927368164
3.6,0.7522528767585754,13.477361679077148,28.81893539428711,14.306354522705078,-4.039407253265381,0.4436391592025757,5.634763717651367,-16.757205963134766,-23.503986358642578,6.347509384155273,-17.943981170654297,13.594151496887207,6.3775787353515625,4.497389793395996,41.322113037109375,24.915206909179688,12.604900360107422
3.65,15.675158500671387,25.34939193725586,28.949615478515625,-6.529880046844482,-10.564226150512695,-13.616796493530273,35.46167755126953,8.815705299377441,-33.3858642578125,7.298008441925049,-15.08781909942627,17.83706283569336,9.923179626464844,26.085344314575195,41.28852844238281,34.9290885925293,-2.972064971923828
3.7,7.94242000579834,7.051738739013672,30.592639923095703,-13.26573657989502,-3.44653582572937,-11.626588821411133,21.78587532043457,-17.154094696044922,-20.224933624267578,-24.328834533691406,-17.422494888305664,25.446569442749023,12.50588607788086,6.582912921905518,38.20998764038086,11.936497688293457,13.552350997924805
3.75,3.291773796081543,16.73833465576172,28.676536560058594,-3.3291730880737305,-2.417328357696533,-1.097175121307373,13.179007530212402,2.180666923522949,-22.74978256225586,0.8538435101509094,-17.941179275512695,21.321149826049805,25.57080841064453,21.607357025146484,38.64283752441406,10.893233299255371,13.558683395385742
3.8,-7.743492603302002,29.89312171936035,26.513561248779297,-14.133872032165527,-21.643037796020508,-7.8194580078125,-2.1900036334991455,12.12326431274414,-16.56694984436035,12.871469497680664,-3.0117831230163574,39.98072814941406,-4.763175964355469,2.866365909576416,28.529191970825195,33.077388763427734,-16.258779525756836
3.85,8.125816345214844,34.636810302734375,49.808631896972656,-4.348098278045654,2.642335891723633,-0.4602906107902527,2.0771408081054688,23.026491165161133,-14.958739280700684,0.5104042291641235,-0.5387460589408875,8.36637020111084,11.536140441894531,39.179908752441406,28.4351863861084,40.4844970703125,-11.674219131469727
3.9,1.0006585121154785,17.010215759277344,26.84909439086914,-11.047735214233398,-14.084959030151367,0.4857189655303955,11.320535659790039,-4.864874362945557,-10.292990684509277,-12.393197059631348,1.4551373720169067,11.128250122070312,7.651302814483643,-5.934499263763428,48.68194580078125,16.85738754272461,2.876509428024292
3.95,-20.804454803466797,29.89337730407715,45.10029220581055,-3.5016751289367676,-24.927902221679688,10.823650360107422,12.679876327514648,-17.37179183959961,-25.290096282958984,-7.9283833503723145,-16.97479248046875,19.030542373657227,16.897127151489258,-12.760175704956055,29.09152603149414,11.326502799987793,16.890390396118164
4.0,8.13127613067627,28.31089973449707,33.927494049072266,-5.229889392852783,-19.36305809020996,8.567740440368652,3.61635160446167,-9.76600456237793,-22.82012176513672,-1.2772960662841797,-21.255352020263672,14.34584903717041,15.768325805664062,-8.268670082092285,18.277894973754883,25.099586486816406,14.041829109191895
4.05,-7.547216415405273,24.941335678100586,18.485610961914062,-4.713597774505615,-16.814390182495117,0.6269198060035706,0.7855873703956604,-14.063920974731445,-10.534843444824219,-3.9286446571350098,-3.794184923171997,15.413176536560059,26.4952449798584,-7.563967227935791,41.968482971191406,18.237627029418945,1.8327219486236572
4.1,2.9508817195892334,23.935829162597656,33.91920471191406,-25.324953079223633,-14.026744842529297,-2.3809311389923096,8.183384895324707,-16.68474578857422,-31.2086238861084,-14.373882293701172,0.6414749026298523,18.735448837280273,-31.76018714904785,13.341248512268066,42.165672302246094,38.603511810302734,17.17007064819336
4.15,9.193704605102539,24.456130981445312,20.245676040649414,-20.875768661499023,-25.753175735473633,-2.5114991664886475,11.909859657287598,-23.99941635131836,-19.649906158447266,13.145018577575684,-14.988546371459961,24.054641723632812,10.303689956665039,17.35607147216797,44.786094665527344,4.799689769744873,36.226314544677734
4.2,12.879021644592285,16.008275985717773,35.049102783203125,-9.479470252990723,-7.262744903564453,-15.890119552612305,-5.269902229309082,-16.90496826171875,-24.36782455444336,6.752987384796143,-5.417579174041748,19.08582878112793,29.72174644470215,18.54964256286621,13.580594062805176,11.78804874420166,32.42108917236328
4.25,5.35031795501709,19.90375518798828,33.64263916015625,-8.140625953674316,-0.919581949710846,-7.0704779624938965,-3.2576260566711426,11.952864646911621,-35.3738899230957,10.187797546386719,-19.94188690185547,4.283567905426025,62.666202545166016,-1.8610291481018066,42.454490661621094,38.66440963745117,25.384132385253906
4.3,0.502678632736206,22.35792350769043,15.488170623779297,-12.318442344665527,-11.114391326904297,-8.024685859680176,-9.679728507995605,-7.045888423919678,-38.08765411376953,4.62650203704834,-16.055444717407227,14.45734977722168,44.931610107421875,27.310941696166992,54.754154205322266,58.0755615234375,29.131074905395508
4.35,0.5158292055130005,24.730865478515625,50.05091857910156,-4.2375617027282715,-11.499998092651367,-5.4091386795043945,-12.02351188659668,-2.1818437576293945,-25.647693634033203,3.1552927494049072,-5.177530765533447,37.75048065185547,47.810184478759766,21.177814483642578,74.23361206054688,35.29143142700195,-6.688235759735107
4.4,7.4959635734558105,18.731130599975586,22.775957107543945,-5.253822326660156,-7.360474109649658,-11.878264427185059,8.460747718811035,-14.005248069763184,-21.017623901367188,7.248905181884766,-34.58051681518555,12.416579246520996,14.324274063110352,36.78940200805664,66.81450653076172,47.84828186035156,-7.210629940032959
4.45,2.6282458305358887,20.85940170288086,23.727706909179688,2.8229758739471436,-15.321815490722656,0.7969973087310791,-4.787344455718994,-1.7637057304382324,-24.548965454101562,11.69274616241455,-13.648683547973633,8.414798736572266,12.862085342407227,34.85823440551758,83.24214172363281,28.95335578918457,5.223295211791992
4.5,-4.798409461975098,20.221036911010742,30.541940689086914,-7.744974136352539,-3.837904691696167,-6.8587646484375,13.208066940307617,-9.188469886779785,-28.762922286987305,7.7151079177856445,3.9979007244110107,-2.624926805496216,1.9495137929916382,36.834808349609375,53.99599838256836,32.492671966552734,-14.251289367675781
4.55,-5.697882652282715,16.632328033447266,20.033658981323242,-11.874743461608887,-29.375450134277344,6.3442535400390625,-0.15424130856990814,-1.2287660837173462,-35.632102966308594,58.50556182861328,-23.852331161499023,5.537863254547119,-11.688880920410156,2.230123281478882,55.940059661865234,28.57974624633789,-2.0616986751556396
4.6,-6.178865432739258,20.567785263061523,14.014925003051758,7.212894916534424,-17.27423858642578,10.74882698059082,-7.68511438369751,3.5820200443267822,-37.482357025146484,52.883060455322266,-10.310952186584473,-0.4109864830970764,7.391139030456543,42.66750717163086,48.80653762817383,5.974162578582764,12.872856140136719
