cell_id,mouse_id,condition,number_of_trials,pre_stim_integral_mean,post_stim_integral_mean,p-value_on_integrals,direction_of_effect_on_integrals,pre_stim_mean_all,post_stim_mean_all,p-value_on_means,direction_of_effect_on_means,integral_change_magnitude,mean_change_magnitude
C105,M332849,cr,72,-2.3001625661046665,-4.29324387259492,0.4301345868396721,-1.0,-0.0785834041484053,-0.14759093453329233,0.4265041932695549,-1.0,-1.9930813064902537,-0.06900753038488704
C106,M332849,hit,52,1.307982059873573,-2.347579821872684,0.3980725864335335,-1.0,0.045086140894441386,-0.0730576470064329,0.4267270027614921,-1.0,-3.655561881746257,-0.11814378790087429
C106,M332849,miss,67,1.307982059873573,-0.614476552335269,0.6095311782232904,-1.0,0.045086140894441386,-0.021924386220315093,0.60393153378352,-1.0,-1.922458612208842,-0.06701052711475648
C106,M332849,fa,193,1.307982059873573,-0.3505878626265866,0.4701129373618327,-1.0,0.045086140894441386,-0.01332375150965497,0.4585695454312667,-1.0,-1.6585699225001596,-0.05840989240409636
C106,M332849,cr,72,1.307982059873573,-0.7802909677396016,0.5710409581634744,-1.0,0.045086140894441386,-0.029694365277613974,0.5543112945022163,-1.0,-2.0882730276131745,-0.07478050617205537
C107,M332849,hit,52,1.4197020178102935,1.1009538696926944,0.9001439292472571,-1.0,0.0495488406629884,0.036861837067229744,0.8841278455864918,-1.0,-0.3187481481175991,-0.012687003595758653
C107,M332849,miss,67,1.4197020178102935,0.27593103224901383,0.6256085581746071,-1.0,0.0495488406629884,0.010032635062101156,0.623016633634665,-1.0,-1.1437709855612797,-0.03951620560088724
C107,M332849,fa,193,1.4197020178102935,5.370942433670947,0.025118913350443715,1.0,0.0495488406629884,0.1812148753049637,0.029306720832283514,1.0,3.951240415860653,0.1316660346419753
C107,M332849,cr,72,1.4197020178102935,4.221500163990995,0.21956568314783437,1.0,0.0495488406629884,0.1453877565522163,0.22030762065702839,1.0,2.801798146180701,0.09583891588922791
C108,M332849,hit,52,-8.439512623890392,4.050703106402706,2.8879907588113403e-08,1.0,-0.2873979760791779,0.13726192871235632,3.672474685389642e-08,1.0,12.490215730293098,0.4246599047915342
C108,M332849,miss,67,-8.439512623890392,0.03553305542335739,6.200536049650849e-05,1.0,-0.2873979760791779,0.0017424033844272977,7.070615898562493e-05,1.0,8.47504567931375,0.28914037946360516
C108,M332849,fa,193,-8.439512623890392,14.667759196218636,2.8871153422089025e-47,1.0,-0.2873979760791779,0.5034529844020191,2.599561648564641e-47,1.0,23.107271820109027,0.7908509604811971
C108,M332849,cr,72,-8.439512623890392,-3.4659960492922988,0.009293540647325743,1.0,-0.2873979760791779,-0.12042357915699656,0.010792812142843151,1.0,4.973516574598094,0.16697439692218133
C110,M332849,hit,52,-0.19549034918503358,-15.121757010260602,3.953715842200476e-10,-1.0,-0.00793562394797731,-0.5121635090647312,6.206082391168343e-10,-1.0,-14.926266661075568,-0.5042278851167539
C110,M332849,miss,67,-0.19549034918503358,-0.09856811165514386,0.9636255550056776,1.0,-0.00793562394797731,-0.003857249580100221,0.9552098166601376,1.0,0.09692223752988972,0.004078374367877089
C110,M332849,fa,193,-0.19549034918503358,4.495193735735969,0.005784195649312772,1.0,-0.00793562394797731,0.15002174033455806,0.006310624132733368,1.0,4.690684084921002,0.15795736428253537
C110,M332849,cr,72,-0.19549034918503358,-1.2414743572691251,0.6150855677673923,-1.0,-0.00793562394797731,-0.04521109574431533,0.6000502091761917,-1.0,-1.0459840080840916,-0.03727547179633802
C111,M332849,hit,52,-2.9700410514253903,-14.859107367635756,3.6330672234236183e-06,-1.0,-0.10353914592559697,-0.5105791298851011,4.112189365512368e-06,-1.0,-11.889066316210366,-0.40703998395950414
C111,M332849,miss,67,-2.9700410514253903,-5.6406805044622645,0.25236476547511877,-1.0,-0.10353914592559697,-0.19462497610583132,0.257094016687269,-1.0,-2.6706394530368742,-0.09108583018023435
C111,M332849,fa,193,-2.9700410514253903,-5.368978064129792,0.11941052737784676,-1.0,-0.10353914592559697,-0.18091191014617647,0.14539221043878242,-1.0,-2.398937012704402,-0.0773727642205795
C111,M332849,cr,72,-2.9700410514253903,-6.590300697466781,0.10505223642734698,-1.0,-0.10353914592559697,-0.22592389764156032,0.11144860276048123,-1.0,-3.620259646041391,-0.12238475171596334
C112,M332849,hit,52,-1.1739526850349458,3.2535120251473733,0.078826986308569,1.0,-0.03958529013714557,0.11007507429502368,0.08329392107693968,1.0,4.427464710182319,0.14966036443216924
C112,M332849,miss,67,-1.1739526850349458,0.7995791227769815,0.3449215642604372,1.0,-0.03958529013714557,0.028652878545163844,0.3421517743839154,1.0,1.9735318078119273,0.06823816868230942
C112,M332849,fa,193,-1.1739526850349458,5.035321598843344,0.0001229394927829852,1.0,-0.03958529013714557,0.1713047029115394,0.00013490333699141916,1.0,6.20927428387829,0.21088999304868497
C112,M332849,cr,72,-1.1739526850349458,-2.022138844117121,0.6634499682872519,-1.0,-0.03958529013714557,-0.06821214733911946,0.6686530962361226,-1.0,-0.8481861590821753,-0.028626857201973888
C114,M332849,hit,52,3.2390407956730933,10.230278015646178,0.01710801301240732,1.0,0.11174638932297414,0.35184596639165994,0.016315348325488987,1.0,6.991237219973085,0.2400995770686858
C114,M332849,miss,67,3.2390407956730933,1.1139755457951905,0.4205344187321942,-1.0,0.11174638932297414,0.040149117033760784,0.42577100637676624,-1.0,-2.1250652498779026,-0.07159727228921335
C114,M332849,fa,193,3.2390407956730933,-5.025655390149893,1.9075649288104458e-06,-1.0,0.11174638932297414,-0.17237515904351303,1.5108618313806692e-06,-1.0,-8.264696185822986,-0.2841215483664872
C114,M332849,cr,72,3.2390407956730933,4.478379169178712,0.6812380704050487,1.0,0.11174638932297414,0.15457453831287954,0.6764709812724593,1.0,1.239338373505619,0.042828148989905404
C115,M332849,hit,52,-0.27507488343032743,19.39301979834371,1.4511894705396315e-13,1.0,-0.007644135527511718,0.6619373732692947,2.154265876839326e-13,1.0,19.668094681774036,0.6695815087968064
C115,M332849,miss,67,-0.27507488343032743,1.4571284117895085,0.43450591522672344,1.0,-0.007644135527511718,0.04873645974958943,0.457726131149496,1.0,1.7322032952198358,0.056380595277101146
C115,M332849,fa,193,-0.27507488343032743,2.59958636825431,0.056394072025685506,1.0,-0.007644135527511718,0.08702057778616032,0.06598879556811922,1.0,2.8746612516846377,0.09466471331367204
C115,M332849,cr,72,-0.27507488343032743,-0.21672364487088663,0.9783580923749455,1.0,-0.007644135527511718,-0.0055164393339702565,0.9769664629118578,1.0,0.0583512385594408,0.0021276961935414616
C116,M332849,hit,52,-1.963521047146654,27.37298166824,1.8269170505773417e-18,1.0,-0.06838030977049614,0.9117611729861311,5.810836376088755e-18,1.0,29.336502715386654,0.9801414827566273
C116,M332849,miss,67,-1.963521047146654,-0.6859167070158547,0.6175914787442329,1.0,-0.06838030977049614,-0.024644574768015,0.6160905047083656,1.0,1.2776043401307993,0.04373573500248114
C116,M332849,fa,193,-1.963521047146654,2.2408638741722915,0.021819498493485155,1.0,-0.06838030977049614,0.07268862125563458,0.023921231902068255,1.0,4.204384921318946,0.14106893102613072
C116,M332849,cr,72,-1.963521047146654,3.5731606994788057,0.04985790902318097,1.0,-0.06838030977049614,0.12117140689218564,0.04856711666879902,1.0,5.53668174662546,0.18955171666268178
C118,M332849,hit,52,-6.029498985352369,-1.1930825922372044,0.031007675116022586,1.0,-0.20772293127361652,-0.04282430576500253,0.03182415538963961,1.0,4.836416393115164,0.164898625508614
C118,M332849,miss,67,-6.029498985352369,-2.4391925712161586,0.07370025722967018,1.0,-0.20772293127361652,-0.08315551880024422,0.06980270410900945,1.0,3.59030641413621,0.1245674124733723
C118,M332849,fa,193,-6.029498985352369,-2.003765039055572,0.0036655140215405987,1.0,-0.20772293127361652,-0.07241101785619843,0.004316722679763861,1.0,4.025733946296796,0.1353119134174181
C118,M332849,cr,72,-6.029498985352369,-1.7734022088514179,0.027656739183629354,1.0,-0.20772293127361652,-0.06308104457002672,0.028721941993394208,1.0,4.256096776500951,0.1446418867035898
C120,M332849,hit,52,3.959061174303805,-7.064641486603334,8.92314931498681e-05,-1.0,0.13558941218879358,-0.24171355934247868,9.138870466989236e-05,-1.0,-11.023702660907139,-0.37730297153127224
C120,M332849,miss,67,3.959061174303805,-1.813449171561625,0.024451367070783346,-1.0,0.13558941218879358,-0.05943468575910619,0.02667670110516776,-1.0,-5.77251034586543,-0.19502409794789977
C120,M332849,fa,193,3.959061174303805,-7.298840977136857,1.5985533492245042e-12,-1.0,0.13558941218879358,-0.24438111278992392,3.4002671645569934e-12,-1.0,-11.257902151440662,-0.3799705249787175
C120,M332849,cr,72,3.959061174303805,-0.7695114332217537,0.05642207942233775,-1.0,0.13558941218879358,-0.025958736940189648,0.05741354336025086,-1.0,-4.7285726075255585,-0.16154814912898324
C122,M332849,hit,52,-5.2704349158367805,-0.03241984143159087,0.05578126801604923,1.0,-0.1784757541482548,-0.0011160680298022785,0.05845236037985366,1.0,5.238015074405189,0.17735968611845254
C122,M332849,miss,67,-5.2704349158367805,-0.6675426047300522,0.06323398867868738,1.0,-0.1784757541482548,-0.02367826468983394,0.06811534290170718,1.0,4.602892311106729,0.15479748945842087
C122,M332849,fa,193,-5.2704349158367805,11.821227884096935,3.9061356552846966e-22,1.0,-0.1784757541482548,0.4014669208427932,6.397080617602749e-22,1.0,17.091662799933715,0.579942674991048
C122,M332849,cr,72,-5.2704349158367805,-0.2525206264978486,0.03430872428610223,1.0,-0.1784757541482548,-0.008736814226668872,0.03655894348763059,1.0,5.017914289338932,0.16973893992158595
C123,M332849,hit,52,-3.508891440366194,58.39476648678234,2.725632267972542e-88,1.0,-0.12002754585269419,1.9741402718966659,2.970543823355278e-87,1.0,61.90365792714853,2.09416781774936
C123,M332849,miss,67,-3.508891440366194,1.0504652401839412,0.010038068044638804,1.0,-0.12002754585269419,0.035303275038529425,0.010580901064844656,1.0,4.559356680550135,0.15533082089122363
C123,M332849,fa,193,-3.508891440366194,-4.766915790894206,0.34182317023573605,-1.0,-0.12002754585269419,-0.16326062690354476,0.340374688141021,-1.0,-1.2580243505280122,-0.043233081050850566
C123,M332849,cr,72,-3.508891440366194,-2.8378038854790995,0.6810848889423666,1.0,-0.12002754585269419,-0.09705973986834078,0.6821830148463401,1.0,0.6710875548870945,0.022967805984353412
C129,M332849,hit,52,3.272399004170358,6.820777318954248,0.2734299258882917,1.0,0.11255214810867296,0.2377868773480531,0.2595731590120892,1.0,3.5483783147838905,0.12523472923938012
C129,M332849,miss,67,3.272399004170358,3.3117285844163633,0.98928861707686,1.0,0.11255214810867296,0.11460858398150627,0.9836622922111253,1.0,0.03932958024600541,0.002056435872833301
C129,M332849,fa,193,3.272399004170358,-2.6879074053450744,0.0012066715006395278,-1.0,0.11255214810867296,-0.09147954651162768,0.001244337908981588,-1.0,-5.960306409515432,-0.20403169462030063
C129,M332849,cr,72,3.272399004170358,2.818942671348033,0.8714825323060011,-1.0,0.11255214810867296,0.09863948886838593,0.884912524752701,-1.0,-0.4534563328223249,-0.013912659240287034
C132,M332849,hit,52,-1.4147691302548075,0.6213736653716023,0.47762655767237494,1.0,-0.05015363749406058,0.01658836668581174,0.4958790738085338,1.0,2.03614279562641,0.06674200417987232
C132,M332849,miss,67,-1.4147691302548075,2.01541897440135,0.18622196435279503,1.0,-0.05015363749406058,0.06889093137234459,0.17972289498978913,1.0,3.4301881046561578,0.11904456886640516
C132,M332849,fa,193,-1.4147691302548075,8.874171746906708,5.959383040044288e-08,1.0,-0.05015363749406058,0.29400497752969346,1.0833329053860357e-07,1.0,10.288940877161515,0.34415861502375406
C132,M332849,cr,72,-1.4147691302548075,1.1163929229093132,0.3173447018049782,1.0,-0.05015363749406058,0.036636171511241336,0.31571555380866545,1.0,2.531162053164121,0.08678980900530192
C133,M332849,hit,52,1.1718917535691722,-12.959087207533805,1.1037233127534352e-08,-1.0,0.04023341582337767,-0.4405362853378904,1.604630965532081e-08,-1.0,-14.130978961102977,-0.4807697011612681
C133,M332849,miss,67,1.1718917535691722,0.6992104072509462,0.8320645005779083,-1.0,0.04023341582337767,0.02427892952129218,0.8353433344743482,-1.0,-0.472681346318226,-0.015954486302085492
C133,M332849,fa,193,1.1718917535691722,2.645095100151228,0.3736661227595375,1.0,0.04023341582337767,0.09261777419278824,0.35632152030402264,1.0,1.473203346582056,0.05238435836941057
C133,M332849,cr,72,1.1718917535691722,-1.9731949063568734,0.1490468401829461,-1.0,0.04023341582337767,-0.0705439407249466,0.1394065712230613,-1.0,-3.1450866599260454,-0.11077735654832427
C136,M332849,hit,52,1.2559310883470538,4.328599201305201,0.2635355554623861,1.0,0.042476571156178665,0.14206222325873757,0.2898992411187394,1.0,3.072668112958147,0.0995856521025589
C136,M332849,miss,67,1.2559310883470538,2.521119211649328,0.6166324980296458,1.0,0.042476571156178665,0.08933221630788617,0.5882189182163944,1.0,1.2651881233022741,0.0468556451517075
C136,M332849,fa,193,1.2559310883470538,-1.6557997506775206,0.09931910479296442,-1.0,0.042476571156178665,-0.061816153432800856,0.08378368922644104,-1.0,-2.9117308390245746,-0.10429272458897952
C136,M332849,cr,72,1.2559310883470538,-1.1150748328854394,0.31171433004010995,-1.0,0.042476571156178665,-0.03684061265142539,0.3228312193739191,-1.0,-2.371005921232493,-0.07931718380760405
C137,M332849,hit,52,-6.953336507327134,35.66145450685942,6.541020058495006e-58,1.0,-0.23394084985843142,1.2096383669316908,1.0434428933293817e-56,1.0,42.61479101418656,1.4435792167901222
C137,M332849,miss,67,-6.953336507327134,-2.985795487627895,0.026432033257320454,1.0,-0.23394084985843142,-0.10110200512637278,0.030757764324155095,1.0,3.9675410196992393,0.13283884473205865
C137,M332849,fa,193,-6.953336507327134,6.2039677746092385,2.9284762053638526e-21,1.0,-0.23394084985843142,0.21185016244786758,7.579576758620367e-21,1.0,13.157304281936373,0.44579101230629903
C137,M332849,cr,72,-6.953336507327134,-3.3695027247056286,0.042105202273903033,1.0,-0.23394084985843142,-0.1104046510986434,0.04144055293844946,1.0,3.5838337826215056,0.12353619875978801
C140,M332849,hit,52,5.922946552637623,-24.909571753952772,6.43396235365593e-35,-1.0,0.19972718809801174,-0.8474489893001773,4.054547184122311e-34,-1.0,-30.832518306590394,-1.0471761773981891
C140,M332849,miss,67,5.922946552637623,2.27580525725558,0.07409031415266366,-1.0,0.19972718809801174,0.08060600599283993,0.09028961842704122,-1.0,-3.6471412953820432,-0.11912118210517181
C140,M332849,fa,193,5.922946552637623,-5.276890729743053,2.872080345362754e-16,-1.0,0.19972718809801174,-0.1796254468819841,7.173119588434431e-16,-1.0,-11.199837282380678,-0.37935263497999583
C140,M332849,cr,72,5.922946552637623,2.585494991109623,0.10158480435617763,-1.0,0.19972718809801174,0.08573367376519135,0.10419339525441787,-1.0,-3.3374515615280003,-0.11399351433282039
C143,M332849,hit,52,-2.8305269316737447,18.20871102658581,2.5806393807762814e-11,1.0,-0.09405959029001891,0.6158205583736702,4.3594788933899493e-11,1.0,21.039237958259555,0.7098801486636891
C143,M332849,miss,67,-2.8305269316737447,1.935955604512716,0.08649708050701826,1.0,-0.09405959029001891,0.06556892245564633,0.0929522116301048,1.0,4.7664825361864605,0.15962851274566525
C143,M332849,fa,193,-2.8305269316737447,7.613017629102366,3.140757197788627e-08,1.0,-0.09405959029001891,0.2559318722606941,5.5055862168575944e-08,1.0,10.443544560776111,0.349991462550713
C143,M332849,cr,72,-2.8305269316737447,1.6178899482734908,0.09576625329867555,1.0,-0.09405959029001891,0.05894897764431021,0.0937213990303109,1.0,4.448416879947235,0.15300856793432913
C147,M332849,hit,52,-0.935116161954663,6.173224197793217,0.00016378998954625523,1.0,-0.03297983416937314,0.19808311952502783,0.0003608869295145042,1.0,7.10834035974788,0.23106295369440097
C147,M332849,miss,67,-0.935116161954663,0.8793200210561126,0.31606001618336976,1.0,-0.03297983416937314,0.028621309632240844,0.3237487701970435,1.0,1.8144361830107756,0.06160114380161398
C147,M332849,fa,193,-0.935116161954663,4.715756327420592,2.5009127828079484e-06,1.0,-0.03297983416937314,0.15374945082513777,5.6194708692237135e-06,1.0,5.650872489375255,0.1867292849945109
C147,M332849,cr,72,-0.935116161954663,4.404100878565734,0.04028017834875266,1.0,-0.03297983416937314,0.14727452128805815,0.042242458128243766,1.0,5.3392170405203965,0.1802543554574313
C151,M332849,hit,52,-1.688340223752178,-20.01556996347112,4.893863339344944e-16,-1.0,-0.06180934620657264,-0.6931157659367416,5.448047060017404e-16,-1.0,-18.32722973971894,-0.631306419730169
C151,M332849,miss,67,-1.688340223752178,-3.039232525823935,0.4819102702427621,-1.0,-0.06180934620657264,-0.10656619133857767,0.4993757733314632,-1.0,-1.3508923020717571,-0.04475684513200503
C151,M332849,fa,193,-1.688340223752178,-5.592225555572755,0.0014708250306341899,-1.0,-0.06180934620657264,-0.188315064684267,0.00277375763453924,-1.0,-3.903885331820577,-0.12650571847769437
C151,M332849,cr,72,-1.688340223752178,-3.5846250203197414,0.3040583040808267,-1.0,-0.06180934620657264,-0.12600185608524012,0.31346146935954994,-1.0,-1.8962847965675633,-0.06419250987866748
C153,M332849,hit,52,-0.5702958692035013,22.127745167309566,3.425081848781849e-17,1.0,-0.01783937501748559,0.7661718929517509,1.7632883073491285e-17,1.0,22.698041036513068,0.7840112679692365
C153,M332849,miss,67,-0.5702958692035013,0.8129679435334699,0.5426910183526172,1.0,-0.01783937501748559,0.027458435061899468,0.5597887403631014,1.0,1.3832638127369712,0.04529781007938506
C153,M332849,fa,193,-0.5702958692035013,-2.8533338207344308,0.14912851829913415,-1.0,-0.01783937501748559,-0.09512739637807542,0.15187605896920559,-1.0,-2.2830379515309294,-0.07728802136058983
C153,M332849,cr,72,-0.5702958692035013,-0.32215802880577127,0.9111157611080622,1.0,-0.01783937501748559,-0.011780263424576718,0.9364585192224233,1.0,0.24813784039773001,0.006059111592908872
C155,M332849,hit,52,-2.7682335644846106,0.16358457912387708,0.25595690360009743,1.0,-0.0917115768173812,0.01545843528668033,0.22606685859215236,1.0,2.9318181436084876,0.10717001210406152
C155,M332849,miss,67,-2.7682335644846106,-3.6907564103550343,0.688940459732284,-1.0,-0.0917115768173812,-0.12402722167100022,0.6828629663243091,-1.0,-0.9225228458704238,-0.03231564485361903
C155,M332849,fa,193,-2.7682335644846106,-0.09440728660470453,0.07519963102820595,1.0,-0.0917115768173812,-0.0019021930596347636,0.08174101919917436,1.0,2.6738262778799062,0.08980938375774643
C155,M332849,cr,72,-2.7682335644846106,-3.3130587087550447,0.8016285246891764,-1.0,-0.0917115768173812,-0.1081460623644793,0.8252867760743148,-1.0,-0.5448251442704342,-0.0164344855470981
C156,M332849,hit,52,3.92297985311509,-14.536546096709888,1.995909401948911e-12,-1.0,0.13233375175664028,-0.4939596550462674,3.4926200751024805e-12,-1.0,-18.45952594982498,-0.6262934068029077
C156,M332849,miss,67,3.92297985311509,0.9161847014439106,0.18528958177002136,-1.0,0.13233375175664028,0.028964383485899647,0.18433956225868195,-1.0,-3.006795151671179,-0.10336936827074063
C156,M332849,fa,193,3.92297985311509,-5.90504831092345,2.6257002643226466e-09,-1.0,0.13233375175664028,-0.199433881806619,4.68301636655988e-09,-1.0,-9.82802816403854,-0.3317676335632593
C156,M332849,cr,72,3.92297985311509,2.8647323529822133,0.6281800081849267,-1.0,0.13233375175664028,0.09561063639734642,0.6242712212982766,-1.0,-1.0582475001328766,-0.03672311535929386
C158,M332849,hit,52,-4.228047361735278,4.918880532071322,7.711271071770707e-06,1.0,-0.14356528543232835,0.16265595765919866,1.3065292973748327e-05,1.0,9.1469278938066,0.306221243091527
C158,M332849,miss,67,-4.228047361735278,-4.208776594749288,0.9914347233133398,1.0,-0.14356528543232835,-0.14442214751189986,0.9889233315674935,-1.0,0.01927076698598995,-0.0008568620795715021
C158,M332849,fa,193,-4.228047361735278,2.2799739438879385,2.4744102268300533e-06,1.0,-0.14356528543232835,0.07478935517812753,4.067078263144871e-06,1.0,6.508021305623217,0.2183546406104559
C158,M332849,cr,72,-4.228047361735278,-0.2229774073042413,0.026628910335504158,1.0,-0.14356528543232835,-0.009033449673515097,0.030419446077225604,1.0,4.005069954431037,0.13453183575881325
C160,M332849,hit,52,2.2944637794339484,-11.634107993292819,1.7267680551757873e-07,-1.0,0.07521297998691763,-0.40404222268978873,1.4763951544969993e-07,-1.0,-13.928571772726768,-0.47925520267670635
C160,M332849,miss,67,2.2944637794339484,0.1220773941435996,0.3522535660835797,-1.0,0.07521297998691763,0.002035195973390767,0.3592023336902094,-1.0,-2.172386385290349,-0.07317778401352687
C160,M332849,fa,193,2.2944637794339484,3.251861404177662,0.5510268842012462,1.0,0.07521297998691763,0.10199847683262359,0.6241937989988491,1.0,0.9573976247437135,0.026785496845705956
C160,M332849,cr,72,2.2944637794339484,1.9857695932215147,0.891322428500313,-1.0,0.07521297998691763,0.06769187028728399,0.92241672070668,-1.0,-0.3086941862124337,-0.007521109699633641
C161,M332849,hit,52,7.1342604878756255,-18.32300675326851,1.0449188718040447e-19,-1.0,0.2412547222214534,-0.6272300385168966,1.164023066468129e-19,-1.0,-25.457267241144134,-0.86848476073835
C161,M332849,miss,67,7.1342604878756255,2.8806301764469677,0.06994274851234993,-1.0,0.2412547222214534,0.10011433449038301,0.07838184865619861,-1.0,-4.253630311428658,-0.14114038773107038
C161,M332849,fa,193,7.1342604878756255,0.88408558303463,0.00013527790372591436,-1.0,0.2412547222214534,0.03200265054175083,0.00018088368175532847,-1.0,-6.250174904840995,-0.20925207167970256
C161,M332849,cr,72,7.1342604878756255,3.2442485250827127,0.09726870731729788,-1.0,0.2412547222214534,0.1095839674853766,0.10049790988754759,-1.0,-3.890011962792913,-0.13167075473607678
C162,M332849,hit,52,3.284180971151418,-19.82233198095643,1.2385064454085651e-14,-1.0,0.11122197275360922,-0.6712411868750009,2.845505697002469e-14,-1.0,-23.10651295210785,-0.7824631596286101
C162,M332849,miss,67,3.284180971151418,-0.7314644160531637,0.11672879973526583,-1.0,0.11122197275360922,-0.027684508798484952,0.11449881553891383,-1.0,-4.015645387204581,-0.13890648155209417
C162,M332849,fa,193,3.284180971151418,2.5999207338144483,0.7082648979111178,-1.0,0.11122197275360922,0.09192992651727382,0.7591917260071885,-1.0,-0.6842602373369697,-0.019292046236335403
C162,M332849,cr,72,3.284180971151418,1.7055705710805422,0.534537507045312,-1.0,0.11122197275360922,0.0573422422191771,0.537333615755919,-1.0,-1.5786104000708758,-0.05387973053443212
C167,M332849,hit,52,-4.790760819264029,19.18672998571116,1.047191408610352e-21,1.0,-0.16055349621374615,0.6586380702083109,1.4476656706515143e-21,1.0,23.97749080497519,0.819191566422057
C167,M332849,miss,67,-4.790760819264029,-2.0842042664498193,0.20118472572067228,1.0,-0.16055349621374615,-0.07031700775169078,0.2140017600260196,1.0,2.7065565528142095,0.09023648846205537
C167,M332849,fa,193,-4.790760819264029,-2.101475364407531,0.06690620103134458,1.0,-0.16055349621374615,-0.07035376320790464,0.07226186059216937,1.0,2.6892854548564977,0.09019973300584151
C167,M332849,cr,72,-4.790760819264029,-2.3623279253788927,0.2422783161571269,1.0,-0.16055349621374615,-0.08134166997890867,0.2659150315243324,1.0,2.428432893885136,0.07921182623483748
C171,M332849,hit,52,-6.1564544233515806,-7.186657438502328,0.5503406296037439,-1.0,-0.21066222132351145,-0.24330834991203046,0.5799489420920868,-1.0,-1.0302030151507475,-0.03264612858851901
C171,M332849,miss,67,-6.1564544233515806,-3.593752297778106,0.07936202118788643,1.0,-0.21066222132351145,-0.12258779374122404,0.07845208241102147,1.0,2.5627021255734745,0.08807442758228741
C171,M332849,fa,193,-6.1564544233515806,-0.2031256905070952,6.911740848073377e-08,1.0,-0.21066222132351145,-0.008446208554732862,8.63423174303885e-08,1.0,5.9533287328444855,0.2022160127687786
C171,M332849,cr,72,-6.1564544233515806,-5.936651500791383,0.8894167864825856,1.0,-0.21066222132351145,-0.20493671020833665,0.9156644227052079,1.0,0.21980292256019762,0.005725511115174803
C000,M348126,hit,48,0.8738525749706524,5.7298129274377985,0.24036642720817947,1.0,0.030078690719095882,0.1948946960813103,0.24837774084888553,1.0,4.855960352467146,0.1648160053622144
C000,M348126,miss,20,0.8738525749706524,-1.4856747879739813,0.7125061662979587,-1.0,0.030078690719095882,-0.05063076989272356,0.7150361207801548,-1.0,-2.359527362944634,-0.08070946061181944
C000,M348126,fa,324,0.8738525749706524,-2.688400776887825,0.02876945417384441,-1.0,0.030078690719095882,-0.09285316364846818,0.02883161273748504,-1.0,-3.562253351858477,-0.12293185436756407
C000,M348126,cr,64,0.8738525749706524,1.7824743442946276,0.8028798175924555,1.0,0.030078690719095882,0.06430075569055418,0.785502485960248,1.0,0.9086217693239752,0.0342220649714583
C001,M348126,hit,48,3.612345837424435,-6.896753756750681,0.06876475088566988,-1.0,0.1229987926590369,-0.2346978148120099,0.07166206171556393,-1.0,-10.509099594175115,-0.3576966074710468
C001,M348126,miss,20,3.612345837424435,2.358008993772409,0.8891455308357543,-1.0,0.1229987926590369,0.08242391751554554,0.8956867989740472,-1.0,-1.254336843652026,-0.04057487514349137
C001,M348126,fa,324,3.612345837424435,-2.4743628225623313,0.007823449013605105,-1.0,0.1229987926590369,-0.0850558616824465,0.00826350154498579,-1.0,-6.086708659986766,-0.2080546543414834
C001,M348126,cr,64,3.612345837424435,20.38181714477929,0.007323964970816868,1.0,0.1229987926590369,0.704992096806207,0.006860481348321201,1.0,16.769471307354856,0.5819933041471701
C002,M348126,hit,48,3.3647185530144212,5.860577242068676,0.623618690526291,1.0,0.11436197791744193,0.20145172881745146,0.6126317574204749,1.0,2.495858689054255,0.08708975090000953
C002,M348126,miss,20,3.3647185530144212,1.4344661053928167,0.80640757721476,-1.0,0.11436197791744193,0.045459601977706196,0.7958826741673128,-1.0,-1.9302524476216045,-0.06890237593973574
C002,M348126,fa,324,3.3647185530144212,-4.348065801526538,0.00012519032661722896,-1.0,0.11436197791744193,-0.1473941107109795,0.00012085808544360918,-1.0,-7.712784354540959,-0.2617560886284214
C002,M348126,cr,64,3.3647185530144212,-0.11271230471372581,0.42985258406947413,-1.0,0.11436197791744193,-0.0018393349814010088,0.43535446678632916,-1.0,-3.477430857728147,-0.11620131289884295
C003,M348126,hit,48,-2.1354541052373417,16.06962628261812,1.3809860614481886e-10,1.0,-0.07105316433210818,0.5505776892693308,2.0231666224400254e-10,1.0,18.20508038785546,0.621630853601439
C003,M348126,miss,20,-2.1354541052373417,-2.4321099527548014,0.9164034018089103,-1.0,-0.07105316433210818,-0.08585862715400272,0.8800817208442094,-1.0,-0.29665584751745966,-0.014805462821894544
C003,M348126,fa,324,-2.1354541052373417,3.397566744006227,0.0014502501157349177,1.0,-0.07105316433210818,0.1161345600804147,0.0016606469002344363,1.0,5.533020849243568,0.18718772441252288
C003,M348126,cr,64,-2.1354541052373417,-4.339066899047939,0.1650913098068503,-1.0,-0.07105316433210818,-0.15023512403125056,0.15088481335228304,-1.0,-2.2036127938105974,-0.07918195969914238
C004,M348126,hit,48,7.50383502316861,-17.35341886349772,1.570621687207876e-06,-1.0,0.2562814144240135,-0.5844081995913016,1.8788769244754378e-06,-1.0,-24.857253886666328,-0.8406896140153151
C004,M348126,miss,20,7.50383502316861,-0.1646798254665697,0.3336500649161178,-1.0,0.2562814144240135,-0.0036233366824989927,0.33637922199509307,-1.0,-7.668514848635179,-0.25990475110651245
C004,M348126,fa,324,7.50383502316861,-7.41196366776698,8.434600603972973e-13,-1.0,0.2562814144240135,-0.24752126098238278,1.422316386807382e-12,-1.0,-14.915798690935588,-0.5038026754063962
C004,M348126,cr,64,7.50383502316861,10.85748840754664,0.465929034920456,1.0,0.2562814144240135,0.3748459040356049,0.4499222376085299,1.0,3.3536533843780303,0.11856448961159144
