cell_id,mouse_id,condition,number_of_trials,pre_stim_integral_mean,post_stim_integral_mean,p-value_on_integrals,direction_of_effect_on_integrals,pre_stim_mean_all,post_stim_mean_all,p-value_on_means,direction_of_effect_on_means,integral_change_magnitude,mean_change_magnitude
C064,M351181,fa,167,-2.3435839491267836,-3.560167059478008,0.5535663522978376,-1.0,-0.08087548844493223,-0.12282006507784983,0.5525027488427707,-1.0,-1.2165831103512246,-0.041944576632917605
C064,M351181,cr,46,-2.3435839491267836,-4.457646511253344,0.5417399025348826,-1.0,-0.08087548844493223,-0.15478047542181259,0.5349158293338541,-1.0,-2.1140625621265605,-0.07390498697688036
C065,M351181,hit,48,-3.0995088160843727,33.67377908113843,3.4196111604059305e-24,1.0,-0.10705014085451227,1.1356080354958165,8.428728338490465e-24,1.0,36.7732878972228,1.2426581763503288
C065,M351181,miss,84,-3.0995088160843727,0.4762559843989106,0.1220027053801515,1.0,-0.10705014085451227,0.012546635092646504,0.13057407720836406,1.0,3.575764800483283,0.11959677594715877
C065,M351181,fa,167,-3.0995088160843727,-2.3317082277236794,0.6564929821008603,1.0,-0.10705014085451227,-0.08436583347373453,0.700782509537469,1.0,0.7678005883606933,0.022684307380777743
C065,M351181,cr,46,-3.0995088160843727,-1.3056979484643632,0.5261153805998016,1.0,-0.10705014085451227,-0.04389304571023179,0.5152889477273026,1.0,1.7938108676200095,0.06315709514428047
C066,M351181,hit,48,-5.701060665083191,6.931407398987836,3.8472571830118854e-05,1.0,-0.1950282650763341,0.22697055556277232,6.220787531605013e-05,1.0,12.632468064071027,0.42199882063910643
C066,M351181,miss,84,-5.701060665083191,0.024314415596858156,0.01884075402847291,1.0,-0.1950282650763341,-0.0013883143818002918,0.020745962714260893,1.0,5.725375080680049,0.19363995069453382
C066,M351181,fa,167,-5.701060665083191,11.339587240629069,1.022473593521268e-11,1.0,-0.1950282650763341,0.3799389483689243,1.8932843436265604e-11,1.0,17.04064790571226,0.5749672134452584
C066,M351181,cr,46,-5.701060665083191,-3.032734609124903,0.3519489967917341,1.0,-0.1950282650763341,-0.1057430935393947,0.366222674393598,1.0,2.668326055958288,0.0892851715369394
C067,M351181,hit,48,-3.8017789240768516,4.041850809593224,0.014620404263094428,1.0,-0.13010648779258063,0.14469970524809672,0.013006804192330332,1.0,7.843629733670076,0.2748061930406773
C067,M351181,miss,84,-3.8017789240768516,-6.13344955605356,0.2950390097749247,-1.0,-0.13010648779258063,-0.21035321133640417,0.29607529207801836,-1.0,-2.3316706319767087,-0.08024672354382353
C067,M351181,fa,167,-3.8017789240768516,-4.4976732351690165,0.7186692436639572,-1.0,-0.13010648779258063,-0.15356259701919894,0.7246148402920729,-1.0,-0.6958943110921649,-0.02345610922661831
C067,M351181,cr,46,-3.8017789240768516,-6.225651719983763,0.40979084653488307,-1.0,-0.13010648779258063,-0.21490641696655288,0.40281567386374306,-1.0,-2.4238727959069117,-0.08479992917397225
C070,M351181,hit,48,-0.37238755333174034,1.2688496898625974,0.6772035744914177,1.0,-0.013227729525115715,0.04388931689705642,0.6730945660517129,1.0,1.6412372431943378,0.057117046422172135
C070,M351181,miss,84,-0.37238755333174034,-4.218092122622376,0.19800660319936725,-1.0,-0.013227729525115715,-0.14488891706622334,0.19917707292914694,-1.0,-3.8457045692906355,-0.13166118754110762
C070,M351181,fa,167,-0.37238755333174034,-4.542586327525715,0.07753333401638769,-1.0,-0.013227729525115715,-0.15458759338820718,0.08145445151368391,-1.0,-4.170198774193975,-0.14135986386309146
C070,M351181,cr,46,-0.37238755333174034,1.3437427963517825,0.6718341654964122,1.0,-0.013227729525115715,0.04683790059120087,0.6658959521519698,1.0,1.7161303496835227,0.06006563011631658
C072,M351181,hit,48,3.2052500056616435,3.0682703281918724,0.9771849744630514,-1.0,0.10953774822397555,0.10404418353122474,0.9733536279602611,-1.0,-0.13697967746977113,-0.0054935646927508075
C072,M351181,miss,84,3.2052500056616435,3.667812913723385,0.9046126706197443,1.0,0.10953774822397555,0.1240645956841673,0.9126999309417497,1.0,0.4625629080617415,0.014526847460191755
C072,M351181,fa,167,3.2052500056616435,-0.14661845127509587,0.23009588917609936,-1.0,0.10953774822397555,-0.005044762073030295,0.2324216268701656,-1.0,-3.3518684569367396,-0.11458251029700585
C072,M351181,cr,46,3.2052500056616435,-0.61039030970401,0.4309507519105813,-1.0,0.10953774822397555,-0.019729359379781274,0.4373195908270867,-1.0,-3.8156403153656537,-0.12926710760375681
C073,M351181,hit,48,-1.8199970706529058,9.13501486214785,0.010745662560388437,1.0,-0.06233162220351473,0.31094310207669684,0.011485124913810063,1.0,10.955011932800756,0.3732747242802116
C073,M351181,miss,84,-1.8199970706529058,2.3533076815648037,0.19568079587779294,1.0,-0.06233162220351473,0.08006860567469498,0.1993090864201807,1.0,4.173304752217709,0.14240022787820972
C073,M351181,fa,167,-1.8199970706529058,-0.8990814581290749,0.7147316208874219,1.0,-0.06233162220351473,-0.03253169532595209,0.730807223009123,1.0,0.9209156125238309,0.029799926877562638
C073,M351181,cr,46,-1.8199970706529058,3.788041144498255,0.18807197582815308,1.0,-0.06233162220351473,0.12869372929267864,0.19233926289354464,1.0,5.6080382151511605,0.19102535149619337
C075,M351181,hit,48,-0.4391528815039411,-5.900447537002395,0.0883450294546478,-1.0,-0.015738355783010884,-0.20294223177379225,0.08824420594227839,-1.0,-5.461294655498454,-0.18720387599078137
C075,M351181,miss,84,-0.4391528815039411,2.614898271606163,0.23995502583488634,1.0,-0.015738355783010884,0.08813720214177619,0.2441252204593637,1.0,3.054051153110104,0.10387555792478707
C075,M351181,fa,167,-0.4391528815039411,-4.739968168463915,0.032360604249336206,-1.0,-0.015738355783010884,-0.1625228864093377,0.03300481912975432,-1.0,-4.300815286959974,-0.14678453062632682
C075,M351181,cr,46,-0.4391528815039411,-0.8995873079794316,0.8913603808332802,-1.0,-0.015738355783010884,-0.02903475129441779,0.9084040766942987,-1.0,-0.46043442647549054,-0.013296395511406905
C076,M351181,hit,48,-4.711107172324908,24.23514129265281,1.30682978361691e-13,1.0,-0.16197899430542306,0.8107403523883076,3.428045086826224e-13,1.0,28.946248464977717,0.9727193466937306
C076,M351181,miss,84,-4.711107172324908,-6.366403840764295,0.5367496016044256,-1.0,-0.16197899430542306,-0.2192526125054475,0.5340508785640081,-1.0,-1.6552966684393864,-0.05727361820002444
C076,M351181,fa,167,-4.711107172324908,15.917507340969285,1.5840835898148142e-14,1.0,-0.16197899430542306,0.5348648442057149,3.111629317633535e-14,1.0,20.628614513294195,0.696843838511138
C076,M351181,cr,46,-4.711107172324908,-4.507073597419862,0.9548755376186984,1.0,-0.16197899430542306,-0.15703878045186223,0.968182006885489,1.0,0.20403357490504614,0.004940213853560832
C079,M351181,hit,48,-0.61082837618595,18.129939738178432,3.6363945693377724e-05,1.0,-0.021394352559741488,0.6177002239851527,4.110190569627199e-05,1.0,18.740768114364382,0.6390945765448942
C079,M351181,miss,84,-0.61082837618595,-5.058406336569379,0.1842878666720206,-1.0,-0.021394352559741488,-0.17397420115869178,0.18490575423937788,-1.0,-4.44757796038343,-0.1525798485989503
C079,M351181,fa,167,-0.61082837618595,2.283628468506495,0.2872955577513554,1.0,-0.021394352559741488,0.07622349430768495,0.2961141772127715,1.0,2.8944568446924452,0.09761784686742644
C079,M351181,cr,46,-0.61082837618595,-7.103744542770649,0.14055521994696876,-1.0,-0.021394352559741488,-0.2442612655062219,0.1408188904665038,-1.0,-6.492916166584699,-0.22286691294648042
C081,M351181,hit,48,2.6480936550973904,-7.988694746177923,0.0007614921548091945,-1.0,0.0882672896845964,-0.2731447637486787,0.0008511216812871722,-1.0,-10.636788401275313,-0.3614120534332751
C081,M351181,miss,84,2.6480936550973904,0.9803342545789844,0.49387627215753005,-1.0,0.0882672896845964,0.02988274011055738,0.4855230168747091,-1.0,-1.667759400518406,-0.058384549574039026
C081,M351181,fa,167,2.6480936550973904,-5.099820764005202,3.54906532687073e-05,-1.0,0.0882672896845964,-0.1730035007565748,4.906619625671177e-05,-1.0,-7.747914419102592,-0.2612707904411712
C081,M351181,cr,46,2.6480936550973904,-3.318713838344878,0.06150608940413718,-1.0,0.0882672896845964,-0.11269228418131448,0.06662767086812355,-1.0,-5.966807493442269,-0.2009595738659109
C082,M351181,hit,48,0.8232155609440003,3.781246386606059,0.48643003932647866,1.0,0.027822323708651897,0.12375421521290841,0.5108747117369626,1.0,2.9580308256620587,0.09593189150425652
C082,M351181,miss,84,0.8232155609440003,-4.70264850135715,0.07804116436256012,-1.0,0.027822323708651897,-0.16079572637706363,0.08006776239967534,-1.0,-5.52586406230115,-0.18861805008571553
C082,M351181,fa,167,0.8232155609440003,2.5328567055263607,0.522814118746082,1.0,0.027822323708651897,0.08567259672700456,0.5289312227495783,1.0,1.7096411445823603,0.05785027301835266
C082,M351181,cr,46,0.8232155609440003,-5.727796153188303,0.11932845774831245,-1.0,0.027822323708651897,-0.19841494577029972,0.11738134593564158,-1.0,-6.5510117141323025,-0.22623726947895162
C083,M351181,hit,48,-4.983700996966209,10.674144606011808,3.3638479729051913e-06,1.0,-0.17153403257939917,0.37061414810160204,2.7447976265067887e-06,1.0,15.657845602978018,0.5421481806810012
C083,M351181,miss,84,-4.983700996966209,-3.2594192982999046,0.4876972467310372,1.0,-0.17153403257939917,-0.11227811071665221,0.4869745328866919,1.0,1.7242816986663043,0.05925592186274696
C083,M351181,fa,167,-4.983700996966209,3.9460019992415387,5.8060649646434226e-05,1.0,-0.17153403257939917,0.13205449282756546,6.550094961907925e-05,1.0,8.929702996207748,0.3035885254069646
C083,M351181,cr,46,-4.983700996966209,-7.520744161114285,0.40076494574143817,-1.0,-0.17153403257939917,-0.2588918577619003,0.3991243091576848,-1.0,-2.537043164148076,-0.08735782518250115
C086,M351181,hit,48,-1.0667100081545438,9.719442509529093,0.007055784309775013,1.0,-0.03694966698271154,0.3227373257808383,0.008751519343449917,1.0,10.786152517683638,0.3596869927635499
C086,M351181,miss,84,-1.0667100081545438,3.8591623898764054,0.109279681253015,1.0,-0.03694966698271154,0.13080474696330752,0.1120201196412244,1.0,4.925872398030949,0.16775441394601906
C086,M351181,fa,167,-1.0667100081545438,0.9252052725528537,0.39694976849896924,1.0,-0.03694966698271154,0.028025956932667653,0.42010207170417146,1.0,1.9919152807073974,0.0649756239153792
C086,M351181,cr,46,-1.0667100081545438,5.363906871917585,0.10518950827395485,1.0,-0.03694966698271154,0.17975935365188309,0.11144027122171597,1.0,6.4306168800721295,0.21670902063459463
C088,M351181,hit,48,1.9330068776203775,-9.516952598320733,0.009910156925316233,-1.0,0.06616853184766523,-0.3286833725267728,0.009682949249413358,-1.0,-11.44995947594111,-0.39485190437443807
C088,M351181,miss,84,1.9330068776203775,0.8128234290974815,0.7560170597297979,-1.0,0.06616853184766523,0.027638685284958726,0.7558588011497639,-1.0,-1.120183448522896,-0.038529846562706506
C088,M351181,fa,167,1.9330068776203775,0.17878352694439098,0.5083286105521223,-1.0,0.06616853184766523,0.0072543949351653435,0.5184592262332844,-1.0,-1.7542233506759866,-0.05891413691249989
C088,M351181,cr,46,1.9330068776203775,0.043381003479289394,0.6906860867107962,-1.0,0.06616853184766523,0.001731957282117729,0.6930702593611088,-1.0,-1.889625874141088,-0.06443657456554751
C090,M351181,hit,48,-1.749936985750949,10.59595485003269,0.0017703620544783313,1.0,-0.0603828658313585,0.3504671042235643,0.0024046699981846004,1.0,12.34589183578364,0.4108499700549228
C090,M351181,miss,84,-1.749936985750949,0.5041357154910339,0.467483374268434,1.0,-0.0603828658313585,0.017316486698580182,0.46529035194199087,1.0,2.254072701241983,0.07769935252993868
C090,M351181,fa,167,-1.749936985750949,1.6345147316780309,0.14964906933287608,1.0,-0.0603828658313585,0.05289695396887567,0.15932412242870364,1.0,3.3844517174289797,0.11327981980023416
C090,M351181,cr,46,-1.749936985750949,4.043614417989255,0.15342427273585835,1.0,-0.0603828658313585,0.1367069722147793,0.15687103327748542,1.0,5.793551403740204,0.19708983804613778
C091,M351181,hit,48,1.3988987036061027,2.1473246501864796,0.8576336067609162,1.0,0.046279626577460056,0.06539490077561322,0.8929242385314844,1.0,0.7484259465803769,0.019115274198153162
C091,M351181,miss,84,1.3988987036061027,-2.4853190983582416,0.21937808013725626,-1.0,0.046279626577460056,-0.08845880911432367,0.21088025894510054,-1.0,-3.8842178019643443,-0.13473843569178373
C091,M351181,fa,167,1.3988987036061027,3.4467511726869553,0.4428040925169847,1.0,0.046279626577460056,0.11389493834610803,0.45690308944825275,1.0,2.0478524690808526,0.06761531176864798
C091,M351181,cr,46,1.3988987036061027,5.627485542268633,0.35408193916534314,1.0,0.046279626577460056,0.19025289443597782,0.3544708785547799,1.0,4.22858683866253,0.14397326785851777
C092,M351181,hit,48,2.047725807260738,0.43844642957919727,0.6957916898184648,-1.0,0.07081115195533681,0.014552510205365632,0.690532413665043,-1.0,-1.6092793776815408,-0.05625864174997118
C092,M351181,miss,84,2.047725807260738,3.3577087244146604,0.6941398167641504,1.0,0.07081115195533681,0.11477939219968877,0.7007632736181375,1.0,1.3099829171539223,0.04396824024435196
C092,M351181,fa,167,2.047725807260738,1.5621792005616162,0.8479458749779842,-1.0,0.07081115195533681,0.05437239966433887,0.8501440422317206,-1.0,-0.48554660669912186,-0.016438752290997942
C092,M351181,cr,46,2.047725807260738,-0.9527614834617455,0.473564405619869,-1.0,0.07081115195533681,-0.03101869774701127,0.4788051718044577,-1.0,-3.0004872907224835,-0.10182984970234808
C093,M351181,hit,48,-0.26901277971970894,0.08859724168397028,0.9230642342850734,1.0,-0.008902956021196137,0.0012971400658290295,0.936093523815996,1.0,0.3576100214036792,0.010200096087025167
C093,M351181,miss,84,-0.26901277971970894,1.5372720134501758,0.5674826729035051,1.0,-0.008902956021196137,0.053788575489419656,0.5634828283235845,1.0,1.8062847931698847,0.0626915315106158
C093,M351181,fa,167,-0.26901277971970894,0.0695726638153143,0.8881352040500654,1.0,-0.008902956021196137,0.0018642520659032625,0.8964607083664684,1.0,0.33858544353502323,0.0107672080870994
C093,M351181,cr,46,-0.26901277971970894,-5.28495794792892,0.18515172801382732,-1.0,-0.008902956021196137,-0.18251271455949672,0.18179792305524023,-1.0,-5.01594516820921,-0.17360975853830057
C095,M351181,hit,48,3.6366933545182056,-3.9619404096575956,0.07824360938974345,-1.0,0.1252162727975679,-0.13628937766204782,0.07757554231760386,-1.0,-7.598633764175801,-0.2615056504596157
C095,M351181,miss,84,3.6366933545182056,4.140844686774714,0.8845720714130647,1.0,0.1252162727975679,0.14356672300554477,0.8778264784182916,1.0,0.5041513322565083,0.018350450207976876
C095,M351181,fa,167,3.6366933545182056,1.2117766557170904,0.3496127291612261,-1.0,0.1252162727975679,0.04373655395893263,0.36050675033357826,-1.0,-2.4249166988011153,-0.08147971883863525
C095,M351181,cr,46,3.6366933545182056,9.198307458324448,0.22022788527452913,1.0,0.1252162727975679,0.3124206193459143,0.22909460510933383,1.0,5.561614103806242,0.18720434654834642
C096,M351181,hit,48,-4.297950037141491,8.512688324857068,0.0017370048663568353,1.0,-0.1466591974178712,0.28554552999079236,0.0020762782324499946,1.0,12.81063836199856,0.43220472740866356
C096,M351181,miss,84,-4.297950037141491,1.8090831837908223,0.04994264817293133,1.0,-0.1466591974178712,0.06080967676975879,0.052322455604976066,1.0,6.107033220932314,0.20746887418763
C096,M351181,fa,167,-4.297950037141491,5.928980437625413,6.41211337287836e-05,1.0,-0.1466591974178712,0.19721270822639245,8.746734089376228e-05,1.0,10.226930474766904,0.3438719056442636
C096,M351181,cr,46,-4.297950037141491,0.20858011262800694,0.26008385228229003,1.0,-0.1466591974178712,0.005465857545288533,0.26844925316517043,1.0,4.506530149769498,0.15212505496315973
C097,M351181,hit,48,-0.8653852339513549,-0.47857919249805336,0.8969584548152346,1.0,-0.029431971074468703,-0.02582767635093469,0.971957549755998,1.0,0.38680604145330155,0.003604294723534015
C097,M351181,miss,84,-0.8653852339513549,-0.09595365032309625,0.7348945170160085,1.0,-0.029431971074468703,-0.003946155443878497,0.7440926771450074,1.0,0.7694315836282587,0.025485815630590207
C097,M351181,fa,167,-0.8653852339513549,4.323090112181109,0.012445765858371862,1.0,-0.029431971074468703,0.1441501386021737,0.014633393512775098,1.0,5.188475346132464,0.17358210967664242
C097,M351181,cr,46,-0.8653852339513549,0.6792803356043767,0.6109367445701599,1.0,-0.029431971074468703,0.023600354185659138,0.6113233879812435,1.0,1.5446655695557316,0.05303232526012784
C098,M351181,hit,48,-1.1020321290244475,1.7642307138501903,0.39926379007437907,1.0,-0.03799348749130871,0.06001372061727888,0.4019764592379642,1.0,2.8662628428746375,0.0980072081085876
C098,M351181,miss,84,-1.1020321290244475,-4.399946139227855,0.2192671756972067,-1.0,-0.03799348749130871,-0.15075542102994344,0.22188220270141723,-1.0,-3.2979140102034075,-0.11276193353863473
C098,M351181,fa,167,-1.1020321290244475,-1.8198111827296204,0.7233044897263888,-1.0,-0.03799348749130871,-0.06217252717036718,0.7287120312793656,-1.0,-0.7177790537051729,-0.02417903967905847
C098,M351181,cr,46,-1.1020321290244475,-3.5602247865626317,0.49523682177263306,-1.0,-0.03799348749130871,-0.12420023329591999,0.4866677325469785,-1.0,-2.4581926575381843,-0.08620674580461128
C099,M351181,hit,48,-6.473839074042793,5.270620600556121,0.0008393409015432918,1.0,-0.22276899446690646,0.18823542667663493,0.000672032060700618,1.0,11.744459674598914,0.4110044211435414
C099,M351181,miss,84,-6.473839074042793,-8.146852106705142,0.5265406131291119,-1.0,-0.22276899446690646,-0.27974083628475965,0.5303482829177227,-1.0,-1.6730130326623485,-0.0569718418178532
C099,M351181,fa,167,-6.473839074042793,0.014208459441481882,0.0031934998646433064,1.0,-0.22276899446690646,0.0009495120256104106,0.0031041429647764916,1.0,6.488047533484275,0.22371850649251687
C099,M351181,cr,46,-6.473839074042793,-8.27982594555981,0.6042367929153887,-1.0,-0.22276899446690646,-0.2860969366463463,0.5967890021712776,-1.0,-1.8059868715170175,-0.06332794217943982
C101,M351181,hit,48,-2.3565392024847474,12.10427151146969,0.00010607653475266446,1.0,-0.08064532290127538,0.4043853170364545,0.00015162016644355505,1.0,14.460810713954437,0.4850306399377299
C101,M351181,miss,84,-2.3565392024847474,-2.5088436509888834,0.9567458409411932,-1.0,-0.08064532290127538,-0.0865753020050892,0.9509785986618166,-1.0,-0.15230444850413605,-0.0059299791038138205
C101,M351181,fa,167,-2.3565392024847474,7.6195948596755185,5.4826385457134486e-05,1.0,-0.08064532290127538,0.2559671853060853,7.172160803357987e-05,1.0,9.976134062160266,0.33661250820736066
C101,M351181,cr,46,-2.3565392024847474,-3.473093913121586,0.755606830135883,-1.0,-0.08064532290127538,-0.12254754793251572,0.7337884110906636,-1.0,-1.1165547106368385,-0.041902225031240345
C103,M351181,hit,48,4.046944447497337,3.9586832227268913,0.9847212104056372,-1.0,0.13916573838185672,0.13734878960999505,0.9908456427608394,-1.0,-0.08826122477044551,-0.0018169487718616706
C103,M351181,miss,84,4.046944447497337,3.116064393209608,0.8000808592875662,-1.0,0.13916573838185672,0.10840566550205166,0.8076455905184057,-1.0,-0.9308800542877287,-0.03076007287980506
C103,M351181,fa,167,4.046944447497337,-2.3406695020149275,0.017205585603412638,-1.0,0.13916573838185672,-0.07930185268371702,0.017789220114805285,-1.0,-6.387613949512264,-0.21846759106557373
C103,M351181,cr,46,4.046944447497337,7.6139782365937245,0.4610712141534534,1.0,0.13916573838185672,0.2622265595468411,0.45929384413114804,1.0,3.5670337890963877,0.12306082116498437
C104,M351181,hit,48,-0.7979928392270937,-10.804616203008294,0.00518558451293399,-1.0,-0.027102403761670914,-0.36816608228684267,0.005620462304135759,-1.0,-10.0066233637812,-0.3410636785251718
C104,M351181,miss,84,-0.7979928392270937,-3.147437602673821,0.42487752846548965,-1.0,-0.027102403761670914,-0.10766385744442586,0.42619735380935064,-1.0,-2.3494447634467273,-0.08056145368275494
C104,M351181,fa,167,-0.7979928392270937,2.817026679334224,0.12306913522961549,1.0,-0.027102403761670914,0.1000985596649821,0.11482848537354949,1.0,3.6150195185613176,0.12720096342665302
C104,M351181,cr,46,-0.7979928392270937,-3.421901250186451,0.48711689206705266,-1.0,-0.027102403761670914,-0.11851587826531473,0.4814017551036456,-1.0,-2.6239084109593573,-0.09141347450364382
C107,M351181,hit,48,-2.2437385448920395,-5.471715526015129,0.3811106484140018,-1.0,-0.07730269963311304,-0.18276624771573483,0.405404683794649,-1.0,-3.2279769811230894,-0.10546354808262179
C107,M351181,miss,84,-2.2437385448920395,-3.161712808484321,0.7458085438527859,-1.0,-0.07730269963311304,-0.1095339430781332,0.7408032555356239,-1.0,-0.9179742635922814,-0.032231243445020166
C107,M351181,fa,167,-2.2437385448920395,0.6909973293694581,0.19011899241074212,1.0,-0.07730269963311304,0.02283388805779956,0.19349194897914662,1.0,2.9347358742614977,0.1001365876909126
C107,M351181,cr,46,-2.2437385448920395,-5.969677944992504,0.3085832192055109,-1.0,-0.07730269963311304,-0.2054187406677206,0.3090224983676901,-1.0,-3.725939400100464,-0.12811604103460755
C109,M351181,hit,48,-1.0969854998802013,5.084461347108223,0.05382951017805927,1.0,-0.03750864957590433,0.1751227139114336,0.05349253754671572,1.0,6.1814468469884245,0.21263136348733794
C109,M351181,miss,84,-1.0969854998802013,-0.6594767825233646,0.8700672882775289,1.0,-0.03750864957590433,-0.02386705259948086,0.88192921580293,1.0,0.4375087173568367,0.013641596976423469
C109,M351181,fa,167,-1.0969854998802013,-2.407251542363069,0.5041246621826384,-1.0,-0.03750864957590433,-0.07935821438467403,0.5338729796475716,-1.0,-1.3102660424828678,-0.041849564808769696
C109,M351181,cr,46,-1.0969854998802013,3.833591239071767,0.17298431871370074,1.0,-0.03750864957590433,0.1338317654881725,0.16803574962032566,1.0,4.930576738951968,0.17134041506407682
C110,M351181,hit,48,-4.38947325014821,9.945843864293938,9.14779182090135e-05,1.0,-0.15070713210861308,0.3383483128581177,0.00010154197804201928,1.0,14.335317114442148,0.48905544496673076
C110,M351181,miss,84,-4.38947325014821,-3.719670975205153,0.7966777121725104,1.0,-0.15070713210861308,-0.12849970055035154,0.8038041188254283,1.0,0.6698022749430574,0.022207431558261548
C110,M351181,fa,167,-4.38947325014821,8.629572360718422,5.3165386556284776e-08,1.0,-0.15070713210861308,0.29028312078876656,7.43589479568088e-08,1.0,13.019045610866632,0.44099025289737964
C110,M351181,cr,46,-4.38947325014821,-9.54099257518889,0.11970922937645634,-1.0,-0.15070713210861308,-0.32938150192329213,0.11650128144171634,-1.0,-5.151519325040679,-0.17867436981467905
C111,M351181,hit,48,2.8694714809367485,-8.332722380857351,0.0011071703278117627,-1.0,0.09492528055620193,-0.29173202360942496,0.0009483451105866361,-1.0,-11.2021938617941,-0.3866573041656269
C111,M351181,miss,84,2.8694714809367485,2.6398405903360085,0.9294313125637639,-1.0,0.09492528055620193,0.08833578574138846,0.9405011183862619,-1.0,-0.22963089060074005,-0.006589494814813468
C111,M351181,fa,167,2.8694714809367485,2.7439705821222495,0.9501428095636251,-1.0,0.09492528055620193,0.0892857526473659,0.9341512691167169,-1.0,-0.125500898814499,-0.005639527908836026
C111,M351181,cr,46,2.8694714809367485,3.101262509606049,0.9475789104039686,1.0,0.09492528055620193,0.10522775337393192,0.9316268029987592,1.0,0.23179102866930057,0.010302472817729988
C112,M351181,hit,48,-0.3892785079816549,-1.3168877529913072,0.7327595628341482,-1.0,-0.014559371137464814,-0.04791959009060658,0.7204371908099576,-1.0,-0.9276092450096523,-0.03336021895314177
C112,M351181,miss,84,-0.3892785079816549,-2.6588757110224734,0.2668299728620134,-1.0,-0.014559371137464814,-0.09209597796946815,0.2696179848326244,-1.0,-2.2695972030408185,-0.07753660683200334
C112,M351181,fa,167,-0.3892785079816549,1.6212072052701456,0.2520134167271234,1.0,-0.014559371137464814,0.053965036106259495,0.25469274941970066,1.0,2.0104857132518004,0.06852440724372431
C112,M351181,cr,46,-0.3892785079816549,-0.14089975636651533,0.9295597774361612,1.0,-0.014559371137464814,-0.006637858290366978,0.9346917689626091,1.0,0.2483787516151396,0.007921512847097835
C113,M351181,hit,48,0.8219921477408005,-7.129570248168239,0.023668205209771354,-1.0,0.0275608483191669,-0.24329259083296753,0.024779309353594334,-1.0,-7.95156239590904,-0.27085343915213445
C113,M351181,miss,84,0.8219921477408005,-0.029131136294262432,0.7574260778091836,-1.0,0.0275608483191669,-0.00021013998208865714,0.7691895478533664,-1.0,-0.851123284035063,-0.02777098830125556
C113,M351181,fa,167,0.8219921477408005,-5.3639993292494905,0.0036657531657699007,-1.0,0.0275608483191669,-0.18166847328843516,0.00420914629461409,-1.0,-6.185991476990291,-0.20922932160760205
C113,M351181,cr,46,0.8219921477408005,-0.9811622567145153,0.6200796522332908,-1.0,0.0275608483191669,-0.03712989657982792,0.604372229610337,-1.0,-1.8031544044553158,-0.06469074489899482
C114,M351181,hit,48,-0.3892351761698,-4.232592245213794,0.21273884128447046,-1.0,-0.011170054690994104,-0.1492374509222685,0.1958732910099207,-1.0,-3.8433570690439938,-0.1380673962312744
C114,M351181,miss,84,-0.3892351761698,5.148130644627219,0.045760767541200786,1.0,-0.011170054690994104,0.17642891387642398,0.04982439725407133,1.0,5.537365820797019,0.1875989685674181
C114,M351181,fa,167,-0.3892351761698,3.549443837833774,0.07479993007488116,1.0,-0.011170054690994104,0.12092985700243851,0.08321153653777585,1.0,3.938679014003574,0.1320999116934326
C114,M351181,cr,46,-0.3892351761698,-1.5896581584302616,0.69999628391022,-1.0,-0.011170054690994104,-0.055508329057083645,0.6809447782065707,-1.0,-1.2004229822604615,-0.044338274366089545
C115,M351181,hit,48,-1.6409002286093228,-2.284162797653989,0.8688702210736151,-1.0,-0.05682751101108245,-0.07618383272672836,0.8851441841217285,-1.0,-0.643262569044666,-0.019356321715645913
C115,M351181,miss,84,-1.6409002286093228,-2.4109777366494107,0.8047348298060345,-1.0,-0.05682751101108245,-0.08452486535556887,0.795981936069528,-1.0,-0.7700775080400879,-0.02769735434448642
C115,M351181,fa,167,-1.6409002286093228,2.577293655541963,0.09898813272467698,1.0,-0.05682751101108245,0.08734503163198319,0.10101048018168833,1.0,4.218193884151286,0.14417254264306564
C115,M351181,cr,46,-1.6409002286093228,-2.454701983202085,0.8428290284017423,-1.0,-0.05682751101108245,-0.08487785320715564,0.842475250588832,-1.0,-0.8138017545927623,-0.02805034219607319
C117,M351181,hit,48,-8.296282358873182,11.972250613733621,9.00145287431166e-13,1.0,-0.28495543661952694,0.42129324857089,4.685079691472233e-13,1.0,20.268532972606803,0.706248685190417
C117,M351181,miss,84,-8.296282358873182,-7.2662927213261455,0.6249753637814595,1.0,-0.28495543661952694,-0.25072310719045626,0.6366369433235295,1.0,1.029989637547036,0.034232329429070674
C117,M351181,fa,167,-8.296282358873182,3.198271491111725,8.311424012174102e-09,1.0,-0.28495543661952694,0.10745804932198087,9.873136801272658e-09,1.0,11.494553849984907,0.3924134859415078
C117,M351181,cr,46,-8.296282358873182,-8.540307255413653,0.9268452744618004,-1.0,-0.28495543661952694,-0.2941897313118664,0.9195646321886815,-1.0,-0.24402489654047166,-0.00923429469233944
C118,M351181,hit,48,-3.873400553314478,-0.9170476219507618,0.369665648955787,1.0,-0.13449379802254707,-0.035370411937434613,0.38136282831732116,1.0,2.9563529313637162,0.09912338608511245
C118,M351181,miss,84,-3.873400553314478,-6.480828687232221,0.2842805930847877,-1.0,-0.13449379802254707,-0.22198124137463174,0.29556702711578825,-1.0,-2.607428133917743,-0.08748744335208467
C118,M351181,fa,167,-3.873400553314478,7.04208740107191,2.733166863262805e-06,1.0,-0.13449379802254707,0.23802700366219534,2.923242080044441e-06,1.0,10.91548795438639,0.37252080168474244
