stim_type,starttime,startframe,nearest_F_frame
auditory_and_visual,0.0032065771520137787,0,936
auditory_and_visual,4.704138079658151,270,1026
visual,7.79025025293231,455,1087
visual,11.442954836413264,674,1160
auditory_and_visual,16.280355347320437,964,1257
visual,19.399511156603694,1151,1319
visual,24.186811411753297,1438,1415
auditory,27.606550484895706,1643,1484
visual,32.36131865531206,1928,1579
auditory_and_visual,35.5131409317255,2117,1642
visual,38.56573095172644,2300,1703
auditory,41.985223069787025,2505,1772
auditory_and_visual,45.888342345133424,2736,1849
visual,50.64215348102152,3021,1944
visual,55.51312008500099,3313,2042
auditory,59.93330111168325,3578,2130
visual,63.21987813897431,3775,2196
auditory_and_visual,67.95701687783003,4059,2290
auditory,71.69364887662232,4283,2365
visual,75.88082398660481,4534,2449
auditory_and_visual,79.59993207268417,4757,2523
auditory,84.10374866053462,5027,2613
auditory_and_visual,88.09016288816929,5266,2693
visual,91.10997418873012,5447,2753
visual,95.529759446159,5712,2842
auditory_and_visual,99.73353222385049,5964,2926
auditory,103.5033040754497,6190,3001
visual,107.53997250832617,6432,3082
auditory_and_visual,111.41000837832689,6664,3159
auditory_and_visual,115.24641753919423,6894,3236
visual,119.03371362388134,7121,3312
visual,122.68597112037241,7340,3385
auditory,127.50683522224426,7629,3481
auditory_and_visual,131.79338691197336,7886,3567
auditory_and_visual,135.11297935061157,8085,3633
visual,139.51671665720642,8349,3721
auditory_and_visual,143.68737267516553,8599,3805
auditory_and_visual,147.00623579323292,8798,3871
auditory_and_visual,150.792701208964,9025,3947
auditory_and_visual,154.546033507213,9250,4022
visual,158.93289026804268,9513,4109
auditory,163.0701508168131,9761,4192
auditory,166.58968758024275,9972,4263
auditory_and_visual,171.56050864048302,10270,4362
auditory,175.93043867126107,10532,4449
auditory,179.8170487973839,10765,4527
auditory,184.67128784023225,11056,4624
visual,189.25832369178534,11331,4716
visual,193.37847790680826,11578,4798
auditory_and_visual,197.53176780603826,11827,4881
auditory,201.4191656243056,12060,4959
visual,206.07303667068481,12339,5052
visual,209.90945705771446,12569,5129
visual,213.46199351735413,12782,5200
auditory,218.38283683545887,13077,5298
visual,222.15255384333432,13303,5374
auditory,225.48911342397332,13503,5440
auditory_and_visual,229.30888129770756,13732,5517
auditory_and_visual,233.47852158918977,13982,5600
visual,237.74894578941166,14238,5685
visual,241.28537945263088,14450,5756
auditory_and_visual,245.08852335996926,14678,5832
visual,249.35928143002093,14934,5918
auditory_and_visual,254.1299448888749,15220,6013
auditory_and_visual,258.38304273970425,15475,6098
visual,262.5695311818272,15726,6182
auditory,266.9231153111905,15987,6269
auditory,271.26037919707596,16247,6355
auditory_and_visual,275.31383195891976,16490,6436
visual,278.3834795616567,16674,6498
auditory,282.9702893048525,16949,6590
auditory_and_visual,286.6564063522965,17170,6663
visual,289.8258384950459,17360,6727
visual,293.4289681613445,17576,6799
auditory,296.7318564541638,17774,6865
auditory,300.76840108819306,18016,6945
auditory,303.8709072712809,18202,7008
auditory_and_visual,307.27431711927056,18406,7076
visual,312.09445093758404,18695,7172
visual,316.0647434499115,18933,7251
visual,320.568029563874,19203,7341
visual,324.8049037065357,19457,7426
auditory_and_visual,329.1753032747656,19719,7513
auditory_and_visual,333.2954568490386,19966,7596
visual,336.6985212806612,20170,7664
visual,339.80142932944,20356,7726
auditory_and_visual,343.53723803535104,20580,7801
visual,347.2571264375001,20803,7875
auditory_and_visual,350.6606802903116,21007,7943
visual,354.5303595177829,21239,8020
visual,358.4500046186149,21474,8099
visual,361.48581544309855,21656,8160
auditory,364.68925755657256,21848,8224
auditory_and_visual,368.17485009506345,22057,8293
auditory_and_visual,371.76107804849744,22272,8365
auditory,376.0314804390073,22528,8450
auditory,379.6347329430282,22744,8522
auditory_and_visual,384.10553572140634,23012,8612
auditory,387.257331058383,23200,8675
auditory_and_visual,391.31087297946215,23443,8756
visual,395.7646598685533,23710,8845
auditory,400.2015055976808,23976,8934
auditory_and_visual,404.8054235968739,24252,9026
visual,408.7421984449029,24488,9104
auditory,413.27898137643933,24760,9195
visual,417.0658970847726,24987,9271
auditory_and_visual,420.08469105511904,25168,9331
visual,423.1877626720816,25354,9393
auditory,428.0747368168086,25647,9491
auditory,432.945882383734,25939,9588
auditory,436.565854428336,26156,9661
visual,439.61795117892325,26339,9722
auditory,444.45525419153273,26629,9819
visual,448.341908255592,26862,9896
auditory,452.64545980095863,27120,9982
visual,456.81569984182715,27370,10066
auditory_and_visual,460.4353822749108,27587,10138
visual,464.3884029611945,27824,10217
auditory,468.1583419088274,28050,10292
auditory_and_visual,471.54449660889804,28253,10360
auditory,475.28175786323845,28477,10435
visual,478.70076761581004,28682,10503
auditory_and_visual,481.8865068536252,28873,10567
auditory,485.2227729726583,29073,10634
auditory_and_visual,489.6270497329533,29337,10722
auditory_and_visual,494.3809699136764,29622,10817
auditory_and_visual,497.51629073917866,29810,10879
visual,501.5196807663888,30050,10960
visual,504.78934325277805,30246,11025
auditory,509.4928382858634,30528,11119
visual,514.4307359810919,30824,11218
auditory_and_visual,517.5829992499202,31013,11281
auditory_and_visual,522.2037243489176,31290,11373
auditory,525.572962583974,31492,11440
visual,530.5771162509918,31792,11541
auditory_and_visual,534.9475110080093,32054,11628
auditory_and_visual,538.5176804251969,32268,11699
auditory,542.6213210020214,32514,11781
auditory_and_visual,546.4404464717954,32743,11858
auditory_and_visual,551.3112418092787,33035,11955
